card_id,report_date,strategy,family,direction,entry_mode,entry,stop,tp1,tp2,tp3,card_R_points,policy,source,fill_status,entry_session,entry_rule,fill_reason,fill_ts,fill_px,R_points,risk_vs_card,unit,exit_px,exit_ts,exit_reason,R,R_card
2026-05-12_Trade_2,2026-05-12,"Trade 2 - Pivot, TREND branch (TREND_UP long across the pivot)",Trade 2,LONG,LIMIT,7411.36,7386.04,7443.4,7457.0,7470.6,25.32,band0845,regen_20260906_qa1_draw1,FILLED,2026-05-13,WAITED for return to entry,,2026-05-13 15:30:00,7411.36,25.32,1.0,Unit 1,7386.04,2026-05-13 16:45:00,stopped out,-1.0,-1.0
2026-05-12_Trade_2,2026-05-12,"Trade 2 - Pivot, TREND branch (TREND_UP long across the pivot)",Trade 2,LONG,LIMIT,7411.36,7386.04,7443.4,7457.0,7470.6,25.32,band0845,regen_20260906_qa1_draw1,FILLED,2026-05-13,WAITED for return to entry,,2026-05-13 15:30:00,7411.36,25.32,1.0,Unit 2,7386.04,2026-05-13 16:45:00,stopped out,-1.0,-1.0
2026-05-12_Trade_2,2026-05-12,"Trade 2 - Pivot, TREND branch (TREND_UP long across the pivot)",Trade 2,LONG,LIMIT,7411.36,7386.04,7443.4,7457.0,7470.6,25.32,band0845,regen_20260906_qa1_draw1,FILLED,2026-05-13,WAITED for return to entry,,2026-05-13 15:30:00,7411.36,25.32,1.0,Unit 3,7386.04,2026-05-13 16:45:00,stopped out,-1.0,-1.0
2026-05-12_Trade_3A,2026-05-12,"Trade 3A - Momentum-Pullback (57.5% fib retrace, TREND_UP fork)",Trade 3A,LONG,LIMIT,7324.54,7226.09,7361.62,7435.0,7627.1,98.45,band0845,regen_20260906_qa1_draw1,NO FILL,2026-05-13,,08:45 7421.4 was -0.98R worse than entry; never returned to entry by cut-off,,,,,All,,,,0.0,0.0
2026-05-13_Trade_1,2026-05-13,Trade 1 - Daily Directional,Trade 1,n/a,CONDITIONAL,,,,,,,band0845,regen_20260906_qa1_draw1,SUPPRESSED,,,,,,,,All,,,,0.0,0.0
2026-05-13_Trade_2,2026-05-13,"Trade 2 - Pivot, TRANSITION breakout-side (long)",Trade 2,LONG,LIMIT,7394.69,7369.96,7435.1,7447.75,7460.4,24.73,band0845,regen_20260906_qa1_draw1,NO FILL,2026-05-14,,08:45 7459.9 was -2.64R worse than entry; never returned to entry by cut-off,,,,,All,,,,0.0,0.0
2026-05-13_Trade_3C,2026-05-13,Trade 3C - Momentum-Breakout (TRANSITION fork),Trade 3C,n/a,CONDITIONAL,,,,,,,band0845,regen_20260906_qa1_draw1,SUPPRESSED,,,,,,,,All,,,,0.0,0.0
2026-05-14_Trade_1,2026-05-14,Trade 1 - Daily Directional,Trade 1,n/a,MARKET,,,,,,,band0845,regen_20260906_qa1_draw1,SUPPRESSED,,,,,,,,All,,,,0.0,0.0
2026-05-14_Trade_2,2026-05-14,"Trade 2 - Pivot, TREND branch (daily floor pivots)",Trade 2,LONG,LIMIT,7438.2,7406.6,7484.5,7501.0,7517.5,31.6,band0845,regen_20260906_qa1_draw1,FILLED,2026-05-15,WAITED for return to entry,,2026-05-15 11:15:00,7438.2,31.6,1.0,Unit 1,7406.6,2026-05-15 16:45:00,stopped out,-1.0,-1.0
2026-05-14_Trade_2,2026-05-14,"Trade 2 - Pivot, TREND branch (daily floor pivots)",Trade 2,LONG,LIMIT,7438.2,7406.6,7484.5,7501.0,7517.5,31.6,band0845,regen_20260906_qa1_draw1,FILLED,2026-05-15,WAITED for return to entry,,2026-05-15 11:15:00,7438.2,31.6,1.0,Unit 2,7406.6,2026-05-15 16:45:00,stopped out,-1.0,-1.0
2026-05-14_Trade_2,2026-05-14,"Trade 2 - Pivot, TREND branch (daily floor pivots)",Trade 2,LONG,LIMIT,7438.2,7406.6,7484.5,7501.0,7517.5,31.6,band0845,regen_20260906_qa1_draw1,FILLED,2026-05-15,WAITED for return to entry,,2026-05-15 11:15:00,7438.2,31.6,1.0,Unit 3,7406.6,2026-05-15 16:45:00,stopped out,-1.0,-1.0
2026-05-14_Trade_3A,2026-05-14,Trade 3A - Momentum-Pullback (57.5% fib retracement),Trade 3A,LONG,LIMIT,7385.3,7309.1,7412.4,7466.0,7606.4,76.2,band0845,regen_20260906_qa1_draw1,NO FILL,2026-05-15,,08:45 7460.0 was -0.98R worse than entry; never returned to entry by cut-off,,,,,All,,,,0.0,0.0
2026-05-15_Trade_1,2026-05-15,Trade 1 - Daily Directional,Trade 1,LONG,MARKET,7509.1,7456.95,7561.25,7613.4,7710.13,52.15,band0845,regen_20260906_qa1_draw1,NO FILL,2026-05-18,,08:45 7373.6 was +2.60R beyond entry; no recovery to 7483.0 by cut-off,,,,,All,,,,0.0,0.0
2026-05-15_Trade_2,2026-05-15,"Trade 2 - Pivot, regime-aware (TREND branch)",Trade 2,LONG,LIMIT,7501.84,7478.62,7533.7,7546.0,7558.3,23.22,band0845,regen_20260906_qa1_draw1,NO FILL,2026-05-18,,08:45 7373.6 was +5.52R beyond entry; no recovery to 7490.2 by cut-off,,,,,All,,,,0.0,0.0
2026-05-15_Trade_3A,2026-05-15,Trade 3A - Momentum-Pullback (fib retracement),Trade 3A,LONG,LIMIT,7420.78,7328.55,7455.06,7522.9,7700.5,92.23,band0845,regen_20260906_qa1_draw1,FILLED,2026-05-18,IN BAND (+0.51R) market at 08:45,,2026-05-18 08:45:00,7373.6,45.05,0.488,Unit 1,7455.06,2026-05-21 20:30:00,TP1 reached,1.808,0.372
2026-05-15_Trade_3A,2026-05-15,Trade 3A - Momentum-Pullback (fib retracement),Trade 3A,LONG,LIMIT,7420.78,7328.55,7455.06,7522.9,7700.5,92.23,band0845,regen_20260906_qa1_draw1,FILLED,2026-05-18,IN BAND (+0.51R) market at 08:45,,2026-05-18 08:45:00,7373.6,45.05,0.488,Unit 2,7522.9,2026-05-25 01:45:00,TP2 reached,3.314,1.107
2026-05-15_Trade_3A,2026-05-15,Trade 3A - Momentum-Pullback (fib retracement),Trade 3A,LONG,LIMIT,7420.78,7328.55,7455.06,7522.9,7700.5,92.23,band0845,regen_20260906_qa1_draw1,FILLED,2026-05-18,IN BAND (+0.51R) market at 08:45,,2026-05-18 08:45:00,7373.6,45.05,0.488,Unit 3,7373.6,2026-06-05 22:15:00,BE trail hit (BE_ON_TP1),0.0,-0.512
2026-05-18_Trade_1,2026-05-18,Trade 1 - Daily Directional,Trade 1,n/a,MARKET,,,,,,,band0845,regen_20260906_qa1_draw1,SUPPRESSED,,,,,,,,All,,,,0.0,0.0
2026-05-18_Trade_2,2026-05-18,"Trade 2 - Pivot, TRANSITION breakout side (sell limit below daily P)",Trade 2,SHORT,LIMIT,7422.36,7476.06,7393.2,7381.8,7370.4,53.7,band0845,regen_20260906_qa1_draw1,NO FILL,2026-05-19,,08:45 7384.5 was -0.71R worse than entry; never returned to entry by cut-off,,,,,All,,,,0.0,0.0
2026-05-18_Trade_3C,2026-05-18,"Trade 3C - Momentum-Breakout, 25-day range (conditional)",Trade 3C,n/a,CONDITIONAL,,,,,,,band0845,regen_20260906_qa1_draw1,SUPPRESSED,,,,,,,,All,,,,0.0,0.0
2026-05-19_Trade_1,2026-05-19,Trade 1 - Daily Directional,Trade 1,n/a,MARKET,,,,,,,band0845,regen_20260906_qa1_draw1,SUPPRESSED,,,,,,,,All,,,,0.0,0.0
2026-05-19_Trade_2,2026-05-19,"Trade 2 - Pivot (trend branch, buy limit above the daily pivot)",Trade 2,LONG,LIMIT,7406.95,7373.7,7447.0,7465.0,7483.0,33.25,band0845,regen_20260906_qa1_draw1,FILLED,2026-05-20,RECOVERY to entry-0.5R (7390.32),,2026-05-20 12:45:00,7390.32,16.62,0.5,Unit 1,7373.7,2026-05-20 16:30:00,stopped out,-1.0,-1.0
2026-05-19_Trade_2,2026-05-19,"Trade 2 - Pivot (trend branch, buy limit above the daily pivot)",Trade 2,LONG,LIMIT,7406.95,7373.7,7447.0,7465.0,7483.0,33.25,band0845,regen_20260906_qa1_draw1,FILLED,2026-05-20,RECOVERY to entry-0.5R (7390.32),,2026-05-20 12:45:00,7390.32,16.62,0.5,Unit 2,7373.7,2026-05-20 16:30:00,stopped out,-1.0,-1.0
2026-05-19_Trade_2,2026-05-19,"Trade 2 - Pivot (trend branch, buy limit above the daily pivot)",Trade 2,LONG,LIMIT,7406.95,7373.7,7447.0,7465.0,7483.0,33.25,band0845,regen_20260906_qa1_draw1,FILLED,2026-05-20,RECOVERY to entry-0.5R (7390.32),,2026-05-20 12:45:00,7390.32,16.62,0.5,Unit 3,7373.7,2026-05-20 16:30:00,stopped out,-1.0,-1.0
2026-05-19_Trade_3A,2026-05-19,Trade 3A - Momentum-Pullback (fib retracement of the impulse swing),Trade 3A,LONG,LIMIT,,,,,,,band0845,regen_20260906_qa1_draw1,SUPPRESSED,,,,,,,,All,,,,0.0,0.0
2026-05-20_Trade_1,2026-05-20,Trade 1 - Daily Directional,Trade 1,n/a,MARKET,,,,,,,band0845,regen_20260906_qa1_draw1,SUPPRESSED,,,,,,,,All,,,,0.0,0.0
2026-05-20_Trade_2,2026-05-20,"Trade 2 - Pivot, TREND branch (weekly floor pivots)",Trade 2,LONG,STOP,7436.3,7352.2,7510.8,7558.3,7605.7,84.1,band0845,regen_20260906_qa1_draw1,FILLED,2026-05-21,IN BAND (+0.04R) market at 08:45,,2026-05-21 08:45:00,7433.1,80.9,0.962,Unit 1,7510.8,2026-05-25 01:00:00,TP1 reached,0.96,0.886
2026-05-20_Trade_2,2026-05-20,"Trade 2 - Pivot, TREND branch (weekly floor pivots)",Trade 2,LONG,STOP,7436.3,7352.2,7510.8,7558.3,7605.7,84.1,band0845,regen_20260906_qa1_draw1,FILLED,2026-05-21,IN BAND (+0.04R) market at 08:45,,2026-05-21 08:45:00,7433.1,80.9,0.962,Unit 2,7558.3,2026-05-27 15:15:00,TP2 reached,1.548,1.451
2026-05-20_Trade_2,2026-05-20,"Trade 2 - Pivot, TREND branch (weekly floor pivots)",Trade 2,LONG,STOP,7436.3,7352.2,7510.8,7558.3,7605.7,84.1,band0845,regen_20260906_qa1_draw1,FILLED,2026-05-21,IN BAND (+0.04R) market at 08:45,,2026-05-21 08:45:00,7433.1,80.9,0.962,Unit 3,7452.3,2026-05-21 23:45:00,card runner time-stop at entry-session close,0.237,0.19
2026-05-20_Trade_3A,2026-05-20,Trade 3A - Momentum-Pullback (57.5% fib retracement),Trade 3A,LONG,LIMIT,7324.3,7158.5,7391.0,7522.9,7868.3,165.8,band0845,regen_20260906_qa1_draw1,NO FILL,2026-05-21,,08:45 7433.1 was -0.66R worse than entry; never returned to entry by cut-off,,,,,All,,,,0.0,0.0
2026-05-21_Trade_1,2026-05-21,Trade 1 - Daily Directional,Trade 1,LONG,MARKET,7436.8,7343.51,7530.09,7623.38,7662.34,93.29,band0845,regen_20260906_qa1_draw1,NO FILL,2026-05-22,,08:45 7477.4 was -0.44R worse than entry; never returned to entry by cut-off,,,,,All,,,,0.0,0.0
2026-05-21_Trade_2,2026-05-21,Trade 2 - Pivot (TRANSITION breakout side),Trade 2,LONG,STOP,7468.67,7424.38,7480.25,7494.73,7546.47,44.29,band0845,regen_20260906_qa1_draw1,FILLED,2026-05-22,WAITED for return to entry,,2026-05-22 10:00:00,7468.67,44.29,1.0,Unit 1,7480.25,2026-05-22 11:15:00,TP1 reached,0.261,0.261
2026-05-21_Trade_2,2026-05-21,Trade 2 - Pivot (TRANSITION breakout side),Trade 2,LONG,STOP,7468.67,7424.38,7480.25,7494.73,7546.47,44.29,band0845,regen_20260906_qa1_draw1,FILLED,2026-05-22,WAITED for return to entry,,2026-05-22 10:00:00,7468.67,44.29,1.0,Unit 2,7468.67,2026-05-22 12:00:00,BE trail hit (BE_ON_TP1),0.0,0.0
2026-05-21_Trade_2,2026-05-21,Trade 2 - Pivot (TRANSITION breakout side),Trade 2,LONG,STOP,7468.67,7424.38,7480.25,7494.73,7546.47,44.29,band0845,regen_20260906_qa1_draw1,FILLED,2026-05-22,WAITED for return to entry,,2026-05-22 10:00:00,7468.67,44.29,1.0,Unit 3,7468.67,2026-05-22 12:00:00,BE trail hit (BE_ON_TP1),0.0,0.0
2026-05-21_Trade_3C,2026-05-21,Trade 3C - Momentum-Breakout (conditional),Trade 3C,LONG,CONDITIONAL,,,,,,,band0845,regen_20260906_qa1_draw1,SUPPRESSED,,,,,,,,All,,,,0.0,0.0
2026-05-22_Trade_1,2026-05-22,Trade 1 - Daily Directional (SUPPRESSED - conviction below threshold),Trade 1,n/a,MARKET,,,,,,,band0845,regen_20260906_qa1_draw1,SUPPRESSED,,,,,,,,All,,,,0.0,0.0
2026-05-22_Trade_2,2026-05-22,"Trade 2 - Pivot, regime-aware (TRANSITION branch, breakout side only)",Trade 2,LONG,LIMIT,7443.2,7412.28,7483.37,7499.9,7516.43,30.92,band0845,regen_20260906_qa1_draw1,NO FILL,2026-05-25,,08:45 7552.4 was -3.53R worse than entry; never returned to entry by cut-off,,,,,All,,,,0.0,0.0
2026-05-22_Trade_3C,2026-05-22,Trade 3C - Momentum-Breakout (SUPPRESSED - no confirmed break at D-1),Trade 3C,n/a,CONDITIONAL,,,,,,,band0845,regen_20260906_qa1_draw1,SUPPRESSED,,,,,,,,All,,,,0.0,0.0
2026-05-25_Trade_1,2026-05-25,Trade 1 - Daily Directional,Trade 1,LONG,MARKET,7475.7,7445.66,7505.74,7535.78,7701.75,30.04,band0845,regen_20260906_qa1_draw1,NO FILL,2026-05-26,,08:45 7527.0 was -1.71R worse than entry; never returned to entry by cut-off,,,,,All,,,,0.0,0.0
2026-05-25_Trade_2,2026-05-25,"Trade 2 - Pivot, trend-branch breakout",Trade 2,LONG,STOP,7485.0,7462.28,7501.77,7514.8,7527.83,22.72,band0845,regen_20260906_qa1_draw1,NO FILL,2026-05-26,,08:45 7527.0 was -1.85R worse than entry; never returned to entry by cut-off,,,,,All,,,,0.0,0.0
2026-05-25_Trade_3A,2026-05-25,Trade 3A - Momentum-Pullback (57.5% fib retracement),Trade 3A,LONG,LIMIT,7411.39,7320.26,7444.22,7509.2,7679.3,91.13,band0845,regen_20260906_qa1_draw1,NO FILL,2026-05-26,,08:45 7527.0 was -1.27R worse than entry; never returned to entry by cut-off,,,,,All,,,,0.0,0.0
2026-05-26_Trade_1,2026-05-26,Daily Directional (M5 Trade 1) - LONG at the daily-open anchor,Trade 1,LONG,MARKET,7552.7,7489.45,7615.95,7679.2,7800.54,63.25,band0845,regen_20260906_qa1_draw1,FILLED,2026-05-27,IN BAND (+0.33R) market at 08:45,,2026-05-27 08:45:00,7531.7,42.25,0.668,Unit 1,7615.95,2026-06-01 20:30:00,TP1 reached,1.994,1.0
2026-05-26_Trade_1,2026-05-26,Daily Directional (M5 Trade 1) - LONG at the daily-open anchor,Trade 1,LONG,MARKET,7552.7,7489.45,7615.95,7679.2,7800.54,63.25,band0845,regen_20260906_qa1_draw1,FILLED,2026-05-27,IN BAND (+0.33R) market at 08:45,,2026-05-27 08:45:00,7531.7,42.25,0.668,Unit 2,7531.7,2026-06-04 01:00:00,BE trail hit (BE_ON_TP1),0.0,-0.332
2026-05-26_Trade_1,2026-05-26,Daily Directional (M5 Trade 1) - LONG at the daily-open anchor,Trade 1,LONG,MARKET,7552.7,7489.45,7615.95,7679.2,7800.54,63.25,band0845,regen_20260906_qa1_draw1,FILLED,2026-05-27,IN BAND (+0.33R) market at 08:45,,2026-05-27 08:45:00,7531.7,42.25,0.668,Unit 3,7543.0,2026-05-27 23:45:00,card runner time-stop at entry-session close,0.267,-0.153
2026-05-26_Trade_2,2026-05-26,"Pivot, regime-aware (M5 Trade 2), TRANSITION breakout side - SUPPRESSED",Trade 2,LONG,LIMIT,,,,,,,band0845,regen_20260906_qa1_draw1,SUPPRESSED,,,,,,,,All,,,,0.0,0.0
2026-05-26_Trade_3C,2026-05-26,"Momentum-Breakout (M5 Trade 3C, TRANSITION regime) - LONG",Trade 3C,LONG,MARKET,7552.7,7326.61,7640.95,7995.1,8231.2,226.09,band0845,regen_20260906_qa1_draw1,FILLED,2026-05-27,IN BAND (+0.09R) market at 08:45,,2026-05-27 08:45:00,7531.7,205.09,0.907,Unit 1,7326.61,2026-06-09 18:15:00,stopped out,-1.0,-1.0
2026-05-26_Trade_3C,2026-05-26,"Momentum-Breakout (M5 Trade 3C, TRANSITION regime) - LONG",Trade 3C,LONG,MARKET,7552.7,7326.61,7640.95,7995.1,8231.2,226.09,band0845,regen_20260906_qa1_draw1,FILLED,2026-05-27,IN BAND (+0.09R) market at 08:45,,2026-05-27 08:45:00,7531.7,205.09,0.907,Unit 2,7326.61,2026-06-09 18:15:00,stopped out,-1.0,-1.0
2026-05-26_Trade_3C,2026-05-26,"Momentum-Breakout (M5 Trade 3C, TRANSITION regime) - LONG",Trade 3C,LONG,MARKET,7552.7,7326.61,7640.95,7995.1,8231.2,226.09,band0845,regen_20260906_qa1_draw1,FILLED,2026-05-27,IN BAND (+0.09R) market at 08:45,,2026-05-27 08:45:00,7531.7,205.09,0.907,Unit 3,7326.61,2026-06-09 18:15:00,stopped out,-1.0,-1.0
2026-05-27_Trade_1,2026-05-27,Trade 1 - Daily Directional,Trade 1,LONG,MARKET,7527.5,7487.54,7567.46,7607.42,7743.02,39.96,band0845,regen_20260906_qa1_draw1,FILLED,2026-05-28,IN BAND (+0.32R) market at 08:45,,2026-05-28 08:45:00,7514.7,27.16,0.68,Unit 1,7567.46,2026-05-28 19:15:00,TP1 reached,1.943,1.0
2026-05-27_Trade_1,2026-05-27,Trade 1 - Daily Directional,Trade 1,LONG,MARKET,7527.5,7487.54,7567.46,7607.42,7743.02,39.96,band0845,regen_20260906_qa1_draw1,FILLED,2026-05-28,IN BAND (+0.32R) market at 08:45,,2026-05-28 08:45:00,7514.7,27.16,0.68,Unit 2,7607.42,2026-06-01 05:00:00,TP2 reached,3.414,2.0
2026-05-27_Trade_1,2026-05-27,Trade 1 - Daily Directional,Trade 1,LONG,MARKET,7527.5,7487.54,7567.46,7607.42,7743.02,39.96,band0845,regen_20260906_qa1_draw1,FILLED,2026-05-28,IN BAND (+0.32R) market at 08:45,,2026-05-28 08:45:00,7514.7,27.16,0.68,Unit 3,7578.2,2026-05-28 23:45:00,card runner time-stop at entry-session close,2.338,1.269
2026-05-27_Trade_2,2026-05-27,"Trade 2 - Pivot, regime-aware (TREND_UP branch - pivot breakout)",Trade 2,LONG,LIMIT,7451.56,7387.04,7543.57,7577.5,7611.43,64.52,band0845,regen_20260906_qa1_draw1,NO FILL,2026-05-28,,08:45 7514.7 was -0.98R worse than entry; never returned to entry by cut-off,,,,,All,,,,0.0,0.0
2026-05-27_Trade_3A,2026-05-27,Trade 3A - Momentum-Pullback (57.5% fib retracement),Trade 3A,LONG,LIMIT,7425.97,7321.14,7465.42,7543.5,7747.9,104.83,band0845,regen_20260906_qa1_draw1,NO FILL,2026-05-28,,08:45 7514.7 was -0.85R worse than entry; never returned to entry by cut-off,,,,,All,,,,0.0,0.0
2026-05-28_Trade_1,2026-05-28,Trade 1 - Daily Directional,Trade 1,LONG,MARKET,7528.5,7492.48,7564.52,7600.54,7737.12,36.02,band0845,regen_20260906_qa1_draw1,NO FILL,2026-05-29,,08:45 7575.8 was -1.31R worse than entry; never returned to entry by cut-off,,,,,All,,,,0.0,0.0
2026-05-28_Trade_2,2026-05-28,"Trade 2 - Pivot, TREND branch (breakout above P)",Trade 2,LONG,LIMIT,7524.8,7492.48,7541.57,7548.1,7554.63,32.32,band0845,regen_20260906_qa1_draw1,NO FILL,2026-05-29,,08:45 7575.8 was -1.58R worse than entry; never returned to entry by cut-off,,,,,All,,,,0.0,0.0
2026-05-28_Trade_3A,2026-05-28,Trade 3A - Momentum-Pullback (fib retracement),Trade 3A,LONG,LIMIT,7425.97,7321.72,7465.42,7543.5,7747.9,104.25,band0845,regen_20260906_qa1_draw1,NO FILL,2026-05-29,,08:45 7575.8 was -1.44R worse than entry; never returned to entry by cut-off,,,,,All,,,,0.0,0.0
2026-05-29_Trade_1,2026-05-29,Trade 1 - Daily Directional,Trade 1,LONG,MARKET,7572.5,7515.92,7629.08,7685.66,7780.64,56.58,band0845,regen_20260906_qa1_draw1,FILLED,2026-06-01,WAITED for return to entry,,2026-06-01 16:15:00,7572.5,56.58,1.0,Unit 1,7515.92,2026-06-05 16:45:00,stopped out,-1.0,-1.0
2026-05-29_Trade_1,2026-05-29,Trade 1 - Daily Directional,Trade 1,LONG,MARKET,7572.5,7515.92,7629.08,7685.66,7780.64,56.58,band0845,regen_20260906_qa1_draw1,FILLED,2026-06-01,WAITED for return to entry,,2026-06-01 16:15:00,7572.5,56.58,1.0,Unit 2,7515.92,2026-06-05 16:45:00,stopped out,-1.0,-1.0
2026-05-29_Trade_1,2026-05-29,Trade 1 - Daily Directional,Trade 1,LONG,MARKET,7572.5,7515.92,7629.08,7685.66,7780.64,56.58,band0845,regen_20260906_qa1_draw1,FILLED,2026-06-01,WAITED for return to entry,,2026-06-01 16:15:00,7572.5,56.58,1.0,Unit 3,7600.2,2026-06-01 23:45:00,card runner time-stop at entry-session close,0.49,0.49
2026-05-29_Trade_2,2026-05-29,"Trade 2 - Pivot, TREND branch (long across the pivot)",Trade 2,LONG,LIMIT,7558.65,7537.56,7593.97,7604.7,7615.43,21.09,band0845,regen_20260906_qa1_draw1,NO FILL,2026-06-01,,08:45 7609.2 was -2.40R worse than entry; never returned to entry by cut-off,,,,,All,,,,0.0,0.0
2026-05-29_Trade_3A,2026-05-29,Trade 3A - Momentum-Pullback (57.5% fib retracement),Trade 3A,LONG,LIMIT,7439.87,7321.75,7485.63,7576.2,7813.3,118.12,band0845,regen_20260906_qa1_draw1,NO FILL,2026-06-01,,08:45 7609.2 was -1.43R worse than entry; never returned to entry by cut-off,,,,,All,,,,0.0,0.0
2026-06-01_Trade_1,2026-06-01,"Trade 1 - Daily Directional (market at daily-open anchor, TREND_UP long)",Trade 1,LONG,MARKET,7584.8,7550.7,7618.9,7653.0,7790.84,34.1,band0845,regen_20260906_qa1_draw1,FILLED,2026-06-02,WAITED for return to entry,,2026-06-02 08:45:00,7584.8,34.1,1.0,Unit 1,7618.9,2026-06-02 18:00:00,TP1 reached,1.0,1.0
2026-06-01_Trade_1,2026-06-01,"Trade 1 - Daily Directional (market at daily-open anchor, TREND_UP long)",Trade 1,LONG,MARKET,7584.8,7550.7,7618.9,7653.0,7790.84,34.1,band0845,regen_20260906_qa1_draw1,FILLED,2026-06-02,WAITED for return to entry,,2026-06-02 08:45:00,7584.8,34.1,1.0,Unit 2,7584.8,2026-06-03 16:45:00,BE trail hit (BE_ON_TP1),0.0,0.0
2026-06-01_Trade_1,2026-06-01,"Trade 1 - Daily Directional (market at daily-open anchor, TREND_UP long)",Trade 1,LONG,MARKET,7584.8,7550.7,7618.9,7653.0,7790.84,34.1,band0845,regen_20260906_qa1_draw1,FILLED,2026-06-02,WAITED for return to entry,,2026-06-02 08:45:00,7584.8,34.1,1.0,Unit 3,7621.3,2026-06-02 23:45:00,card runner time-stop at entry-session close,1.07,1.07
2026-06-01_Trade_2,2026-06-01,"Trade 2 - Pivot, TREND branch (buy stop above daily P, TREND_UP long)",Trade 2,LONG,STOP,7586.53,7550.7,7601.77,7610.25,7618.73,35.83,band0845,regen_20260906_qa1_draw1,FILLED,2026-06-02,WAITED for return to entry,,2026-06-02 08:45:00,7586.53,35.83,1.0,Unit 1,7601.77,2026-06-02 11:00:00,TP1 reached,0.425,0.425
