card_id,report_date,strategy,family,direction,policy,fill_status,entry_rule,fill_ts,fill_px,R_points,risk_vs_card,units,blended_R,blended_R_card,slot
2026-06-03_slot3,2026-06-03,"Trade 3A - Momentum-Pullback, 57.5% fib retracement (TREND_UP fork)",Trade 3A,LONG,usopen,NO FILL,,,,,,1.0,0.0,0.0,3.0
2026-06-04_slot1,2026-06-04,Trade 1 - Daily Directional,Trade 1,,usopen,SUPPRESSED,,,,,,1.0,0.0,0.0,1.0
2026-06-04_slot2,2026-06-04,Trade 2 - Pivot (TREND_UP breakout),Trade 2,LONG,usopen,NO FILL,,,,,,1.0,0.0,0.0,2.0
2026-06-04_slot3,2026-06-04,Trade 3A - Momentum-Pullback (57.5% fib),Trade 3A,LONG,usopen,SUPPRESSED,,,,,,1.0,0.0,0.0,3.0
2026-06-05_slot1,2026-06-05,"Trade 1 - Daily Directional (SUPPRESSED, sub-threshold conviction)",Trade 1,,usopen,SUPPRESSED,,,,,,1.0,0.0,0.0,1.0
2026-06-05_slot2,2026-06-05,"Trade 2 - Pivot, transition regime, breakout-side long above the daily pivot",Trade 2,LONG,usopen,SKIPPED_MALFORMED,LIMIT already marketable at 16:30 - filled at open,2026-06-08 16:30:00,7451.8,103.96,4.028,1.0,0.0,0.0,2.0
2026-06-05_slot3,2026-06-05,"Trade 3C - Momentum-Breakout (SUPPRESSED, no confirmed break of the 25-session range)",Trade 3C,,usopen,SUPPRESSED,,,,,,1.0,0.0,0.0,3.0
2026-06-08_slot1,2026-06-08,"Trade 1 - Daily Directional (SHORT, market at the daily-open anchor)",Trade 1,SHORT,usopen,FILLED,MARKET at 16:30 open,2026-06-09 16:30:00,7454.4,26.5,0.3,3.0,-1.0,-1.0,1.0
2026-06-08_slot2,2026-06-08,"Trade 2 - Pivot, regime-aware: TRANSITION branch, downside-breakout side only, on the corroborated weekly tiers (SHORT sell limit)",Trade 2,SHORT,usopen,FILLED,LIMIT already marketable at 16:30 - filled at open,2026-06-09 16:30:00,7454.4,81.3,0.918,3.0,1.502,1.298,2.0
2026-06-08_slot3,2026-06-08,"Trade 3C - Momentum-Breakout (TRANSITION fork) - SUPPRESSED, no confirmed break of the 25-session range",Trade 3C,,usopen,SUPPRESSED,,,,,,1.0,0.0,0.0,3.0
2026-06-09_slot1,2026-06-09,Trade 1 - Daily Directional (SHORT),Trade 1,SHORT,usopen,FILLED,MARKET at 16:30 open,2026-06-10 16:30:00,7351.1,137.91,1.768,3.0,0.493,1.639,1.0
2026-06-09_slot2,2026-06-09,"Trade 2 - Pivot, transition breakout side (SHORT)",Trade 2,SHORT,usopen,NO FILL,,,,,,1.0,0.0,0.0,2.0
2026-06-09_slot3,2026-06-09,Trade 3C - Momentum-Breakout (transition regime) - SUPPRESSED,Trade 3C,,usopen,SUPPRESSED,,,,,,1.0,0.0,0.0,3.0
2026-06-10_slot1,2026-06-10,"Trade 1 - Daily Directional, SHORT, market at the daily-open anchor",Trade 1,SHORT,usopen,FILLED,MARKET at 16:30 open,2026-06-11 16:30:00,7305.0,202.01,1.687,3.0,-0.42,-0.02,1.0
2026-06-10_slot2,2026-06-10,"Trade 2 - Pivot, TRANSITION branch, downside breakout side, SHORT sell stop below daily P",Trade 2,SHORT,usopen,FILLED,STOP already marketable at 16:30 - filled at open,2026-06-11 16:30:00,7305.0,170.6,1.487,3.0,-1.0,-1.0,2.0
2026-06-10_slot3,2026-06-10,Trade 3C - Momentum-Breakout - SUPPRESSED: no confirmed close beyond the 25-day boundary,Trade 3C,,usopen,SUPPRESSED,,,,,,1.0,0.0,0.0,3.0
2026-06-11_slot1,2026-06-11,"Trade 1 - Daily Directional (SHORT, TRANSITION regime, bearish bias)",Trade 1,SHORT,usopen,FILLED,MARKET at 16:30 open,2026-06-12 16:30:00,7420.9,66.12,0.307,3.0,-0.732,-0.918,1.0
2026-06-11_slot2,2026-06-11,"Trade 2 - Pivot, regime-aware (TRANSITION branch, breakout side only)",Trade 2,,usopen,SUPPRESSED,,,,,,1.0,0.0,0.0,2.0
2026-06-11_slot3,2026-06-11,Trade 3C - Momentum-Breakout (TRANSITION fork),Trade 3C,,usopen,SUPPRESSED,,,,,,1.0,0.0,0.0,3.0
2026-06-15_slot1,2026-06-15,"Trade 1 - Daily Directional, LONG, market at the daily-open anchor",Trade 1,LONG,usopen,FILLED,MARKET at 16:30 open,2026-06-16 16:30:00,7562.9,222.51,2.432,3.0,-0.46,0.311,1.0
2026-06-15_slot2,2026-06-15,"Trade 2 - Pivot, TRANSITION branch, upside breakout side, LONG buy limit above daily P",Trade 2,LONG,usopen,NO FILL,,,,,,1.0,0.0,0.0,2.0
2026-06-15_slot3,2026-06-15,Trade 3C - Momentum-Breakout - SUPPRESSED: no confirmed break of the 25-session range (price test; corroboration gate does not apply),Trade 3C,,usopen,SUPPRESSED,,,,,,1.0,0.0,0.0,3.0
2026-06-16_slot1,2026-06-16,"Trade 1 - Daily Directional (LONG, market at the daily-open anchor)",Trade 1,LONG,usopen,FILLED,MARKET at 16:30 open,2026-06-17 16:30:00,7531.7,20.2,0.389,3.0,-1.0,-1.0,1.0
2026-06-16_slot2,2026-06-16,"Trade 2 - Pivot, regime-aware (TRANSITION, breakout side only) - SUPPRESSED",Trade 2,,usopen,SUPPRESSED,,,,,,1.0,0.0,0.0,2.0
2026-06-16_slot3,2026-06-16,Trade 3C - Momentum-Breakout (regime TRANSITION) - SUPPRESSED,Trade 3C,,usopen,SUPPRESSED,,,,,,1.0,0.0,0.0,3.0
2026-06-17_slot1,2026-06-17,"Trade 1 - Daily Directional (LONG, market at daily-open anchor)",Trade 1,LONG,usopen,FILLED,MARKET at 16:30 open,2026-06-18 16:30:00,7514.1,36.26,0.805,3.0,-1.0,-1.0,1.0
2026-06-17_slot2,2026-06-17,"Trade 2 - Pivot, TRANSITION branch (breakout side only) - SUPPRESSED",Trade 2,LONG,usopen,SUPPRESSED,,,,,,1.0,0.0,0.0,2.0
2026-06-17_slot3,2026-06-17,Trade 3C - Momentum-Breakout (regime fork: TRANSITION -> 3C) - SUPPRESSED,Trade 3C,LONG,usopen,SUPPRESSED,,,,,,1.0,0.0,0.0,3.0
2026-06-18_slot1,2026-06-18,"Trade 1 - Daily Directional (SHORT, TRANSITION regime, conviction -0.68)",Trade 1,SHORT,usopen,SKIPPED_MALFORMED,MARKET at 16:30 open,2026-06-19 16:30:00,7496.5,10.81,0.186,1.0,0.0,0.0,1.0
2026-06-18_slot2,2026-06-18,"Trade 2 - Pivot, regime-aware (TRANSITION branch, downside breakout side, SHORT sell limit)",Trade 2,SHORT,usopen,SKIPPED_MICRO_R,LIMIT already marketable at 16:30 - filled at open,2026-06-19 16:30:00,7496.5,2.3,0.048,1.0,0.0,0.0,2.0
2026-06-18_slot3,2026-06-18,Trade 3C - Momentum-Breakout (TRANSITION fork) - SUPPRESSED,Trade 3C,,usopen,SUPPRESSED,,,,,,1.0,0.0,0.0,3.0
2026-06-19_slot1,2026-06-19,Trade 1 - Daily Directional,Trade 1,LONG,usopen,FILLED,MARKET at 16:30 open,2026-06-22 16:30:00,7513.1,68.54,1.187,3.0,-0.819,-0.785,1.0
2026-06-19_slot2,2026-06-19,"Trade 2 - Pivot, transition breakout side (LONG)",Trade 2,LONG,usopen,FILLED,LIMIT touched,2026-06-22 17:30:00,7500.25,51.12,1.0,3.0,-1.0,-1.0,2.0
2026-06-19_slot3,2026-06-19,Trade 3C - Momentum-Breakout - SUPPRESSED (no confirmed 25-session range break at D-1),Trade 3C,,usopen,SUPPRESSED,,,,,,1.0,0.0,0.0,3.0
2026-06-24_slot1,2026-06-24,Trade 1 - Daily Directional,Trade 1,SHORT,usopen,FILLED,MARKET at 16:30 open,2026-06-25 16:30:00,7427.9,33.78,0.387,3.0,-0.166,-0.677,1.0
2026-06-24_slot2,2026-06-24,"Trade 2 - Pivot, regime-aware (TREND branch, TREND_DOWN) - SUPPRESSED",Trade 2,,usopen,SUPPRESSED,,,,,,1.0,0.0,0.0,2.0
2026-06-24_slot3,2026-06-24,Trade 3A - Momentum-Pullback (TREND_DOWN fork) - SUPPRESSED,Trade 3A,,usopen,SUPPRESSED,,,,,,1.0,0.0,0.0,3.0
2026-06-25_slot1,2026-06-25,Trade 1 - Daily Directional - SUPPRESSED,Trade 1,,usopen,SUPPRESSED,,,,,,1.0,0.0,0.0,1.0
2026-06-25_slot2,2026-06-25,"Trade 2 - Pivot, regime-aware (TRANSITION, breakout side only) - SHORT",Trade 2,SHORT,usopen,FILLED,LIMIT touched,2026-06-26 18:15:00,7380.18,36.8,1.0,3.0,-0.238,-0.238,2.0
2026-06-25_slot3,2026-06-25,Trade 3C - Momentum-Breakout (regime TRANSITION) - SUPPRESSED,Trade 3C,SHORT,usopen,SUPPRESSED,,,,,,1.0,0.0,0.0,3.0
2026-06-26_slot1,2026-06-26,"Trade 1 - Daily Directional (market at daily-open anchor, SHORT)",Trade 1,SHORT,usopen,FILLED,MARKET at 16:30 open,2026-06-29 16:30:00,7403.0,56.13,0.602,3.0,-0.888,-0.933,1.0
2026-06-26_slot2,2026-06-26,"Trade 2 - Pivot, TRANSITION breakout side only (sell limit at the daily pivot offset, SHORT)",Trade 2,SHORT,usopen,SKIPPED_MICRO_R,LIMIT already marketable at 16:30 - filled at open,2026-06-29 16:30:00,7403.0,9.52,0.233,1.0,0.0,0.0,2.0
2026-06-26_slot3,2026-06-26,"Trade 3C - Momentum-Breakout (TRANSITION fork) - SUPPRESSED, no confirmed break of the 25-session range",Trade 3C,,usopen,SUPPRESSED,,,,,,1.0,0.0,0.0,3.0
2026-06-29_slot1,2026-06-29,Trade 1 - Daily Directional (SHORT),Trade 1,SHORT,usopen,FILLED,MARKET at 16:30 open,2026-06-30 16:30:00,7446.2,120.29,0.521,3.0,-0.78,-0.885,1.0
2026-06-29_slot2,2026-06-29,"Trade 2 - Pivot, breakout side (transitional regime, down-break)",Trade 2,SHORT,usopen,SKIPPED_MALFORMED,LIMIT already marketable at 16:30 - filled at open,2026-06-30 16:30:00,7446.2,64.08,1.577,1.0,0.0,0.0,2.0
2026-06-29_slot3,2026-06-29,Trade 3C - Momentum-Breakout (transitional regime) - SUPPRESSED,Trade 3C,SHORT,usopen,SUPPRESSED,,,,,,1.0,0.0,0.0,3.0
2026-06-30_slot1,2026-06-30,Trade 1 - Daily Directional - SUPPRESSED (directional conviction below threshold),Trade 1,,usopen,SUPPRESSED,,,,,,1.0,0.0,0.0,1.0
2026-06-30_slot2,2026-06-30,"Trade 2 - Pivot, trend branch (short across the daily pivot)",Trade 2,SHORT,usopen,NO FILL,,,,,,1.0,0.0,0.0,2.0
2026-06-30_slot3,2026-06-30,"Trade 3A - Momentum-Pullback, 57.5% retracement short (trending-bearish fork)",Trade 3A,SHORT,usopen,NO FILL,,,,,,1.0,0.0,0.0,3.0
2026-07-01_slot1,2026-07-01,"Trade 1 - Daily Directional (market at the daily-open anchor, LONG)",Trade 1,LONG,usopen,FILLED,MARKET at 16:30 open,2026-07-02 16:30:00,7502.2,74.37,1.136,3.0,-1.0,-1.0,1.0
2026-07-01_slot2,2026-07-01,"Trade 2 - Pivot, TREND branch (buy limit 10% of the way from the daily pivot to first resistance)",Trade 2,LONG,usopen,FILLED,LIMIT touched,2026-07-02 18:00:00,7486.91,59.08,1.0,3.0,-1.0,-1.0,2.0
2026-07-01_slot3,2026-07-01,Trade 3A - Momentum-Pullback (buy limit at the 57.5% retracement of the 26-30 Jun up-leg),Trade 3A,LONG,usopen,NO FILL,,,,,,1.0,0.0,0.0,3.0
2026-07-02_slot1,2026-07-02,"Trade 1 - Daily Directional (LONG, momentum continuation)",Trade 1,LONG,usopen,FILLED,MARKET at 16:30 open,2026-07-03 16:30:00,7502.6,72.8,1.228,3.0,-0.115,0.087,1.0
2026-07-02_slot2,2026-07-02,"Trade 2 - Pivot (regime-aware, TRANSITION breakout side)",Trade 2,,usopen,SUPPRESSED,,,,,,1.0,0.0,0.0,2.0
2026-07-02_slot3,2026-07-02,Trade 3C - Momentum-Breakout (25-day range),Trade 3C,,usopen,SUPPRESSED,,,,,,1.0,0.0,0.0,3.0
2026-07-03_slot1,2026-07-03,Trade 1 - Daily Directional,Trade 1,LONG,usopen,FILLED,MARKET at 16:30 open,2026-07-06 16:30:00,7513.9,110.11,1.596,3.0,-0.151,0.355,1.0
2026-07-03_slot2,2026-07-03,Trade 2 - Pivot (TRANSITION breakout side),Trade 2,LONG,usopen,FILLED,STOP already marketable at 16:30 - filled at open,2026-07-06 16:30:00,7513.9,82.22,1.525,3.0,-0.587,-0.37,2.0
2026-07-03_slot3,2026-07-03,Trade 3C - Momentum-Breakout (TRANSITION),Trade 3C,LONG,usopen,SUPPRESSED,,,,,,1.0,0.0,0.0,3.0
2026-07-09_slot1,2026-07-09,"Trade 1 - Daily Directional (SHORT, conviction score -0.61)",Trade 1,SHORT,usopen,SKIPPED_MALFORMED,MARKET at 16:30 open,2026-07-10 16:30:00,7544.7,20.86,0.461,1.0,0.0,0.0,1.0
2026-07-09_slot2,2026-07-09,"Trade 2 - Pivot, TRANSITION branch, downside breakout side only (SHORT sell stop below daily P)",Trade 2,SHORT,usopen,NO FILL,,,,,,1.0,0.0,0.0,2.0
2026-07-09_slot3,2026-07-09,Trade 3C - Momentum-Breakout (25-day range) - SUPPRESSED,Trade 3C,,usopen,SUPPRESSED,,,,,,1.0,0.0,0.0,3.0
2026-07-10_slot1,2026-07-10,Trade 1 - Daily Directional (LONG),Trade 1,LONG,usopen,FILLED,MARKET at 16:30 open,2026-07-13 16:30:00,7550.8,70.58,1.128,3.0,-0.858,-0.84,1.0
2026-07-10_slot2,2026-07-10,Trade 2 - Pivot (regime-aware),Trade 2,,usopen,SUPPRESSED,,,,,,1.0,0.0,0.0,2.0
2026-07-10_slot3,2026-07-10,Trade 3C - Momentum-Breakout,Trade 3C,,usopen,SUPPRESSED,,,,,,1.0,0.0,0.0,3.0
2026-07-13_slot1,2026-07-13,Trade 1 - Daily Directional (LONG),Trade 1,LONG,usopen,FILLED,MARKET at 16:30 open,2026-07-14 16:30:00,7535.7,29.75,0.436,3.0,-0.533,-0.797,1.0
2026-07-13_slot2,2026-07-13,Trade 2 - Pivot (TRANSITION breakout side),Trade 2,,usopen,SUPPRESSED,,,,,,1.0,0.0,0.0,2.0
2026-07-13_slot3,2026-07-13,Trade 3C - Momentum-Breakout,Trade 3C,,usopen,SUPPRESSED,,,,,,1.0,0.0,0.0,3.0
2026-07-14_slot1,2026-07-14,"Trade 1 - Daily Directional (LONG, conviction +0.28 >= 0.25 threshold)",Trade 1,LONG,usopen,FILLED,MARKET at 16:30 open,2026-07-15 16:30:00,7569.1,93.98,2.182,3.0,-0.348,0.422,1.0
2026-07-14_slot2,2026-07-14,"Trade 2 - Pivot, TRANSITION branch, upside breakout side only",Trade 2,LONG,usopen,FILLED,STOP already marketable at 16:30 - filled at open,2026-07-15 16:30:00,7569.1,67.14,2.187,3.0,0.001,1.19,2.0
2026-07-14_slot3,2026-07-14,"Trade 3C - Momentum-Breakout (regime fork: TRANSITION) - SUPPRESSED, no confirmed break",Trade 3C,,usopen,SUPPRESSED,,,,,,1.0,0.0,0.0,3.0
2026-07-15_slot1,2026-07-15,Trade 1 - Daily Directional,Trade 1,LONG,usopen,FILLED,MARKET at 16:30 open,2026-07-16 16:30:00,7554.0,65.9,1.13,3.0,-0.807,-0.782,1.0
2026-07-15_slot2,2026-07-15,"Trade 2 - Pivot (TRANSITION, breakout side only)",Trade 2,,usopen,SUPPRESSED,,,,,,1.0,0.0,0.0,2.0
2026-07-15_slot3,2026-07-15,Trade 3C - Momentum-Breakout (TRANSITION),Trade 3C,,usopen,SUPPRESSED,,,,,,1.0,0.0,0.0,3.0
2026-07-16_slot1,2026-07-16,"Trade 1 - Daily Directional (LONG, conviction +0.2750 >= 0.25 threshold)",Trade 1,LONG,usopen,SKIPPED_MALFORMED,MARKET at 16:30 open,2026-07-17 16:30:00,7443.7,78.9,1.538,1.0,0.0,0.0,1.0
2026-07-16_slot2,2026-07-16,"Trade 2 - Pivot, regime-aware (TRANSITION branch) - SUPPRESSED, no breakout side identified",Trade 2,,usopen,SUPPRESSED,,,,,,1.0,0.0,0.0,2.0
2026-07-16_slot3,2026-07-16,"Trade 3C - Momentum-Breakout (TRANSITION fork) - SUPPRESSED, no confirmed break",Trade 3C,,usopen,SUPPRESSED,,,,,,1.0,0.0,0.0,3.0
2026-07-17_slot1,2026-07-17,Trade 1 - Daily Directional - SUPPRESSED (directional conviction below threshold),Trade 1,,usopen,SUPPRESSED,,,,,,1.0,0.0,0.0,1.0
2026-07-17_slot2,2026-07-17,"Trade 2 - Pivot (regime-aware, TRANSITION breakout side) - SUPPRESSED",Trade 2,,usopen,SUPPRESSED,,,,,,1.0,0.0,0.0,2.0
