card_id,report_date,strategy,family,direction,policy,fill_status,entry_rule,fill_ts,fill_px,R_points,risk_vs_card,units,blended_R,blended_R_card,slot
2026-05-14_slot3,2026-05-14,Trade 3A - Momentum-Pullback (38.2% fib),Trade 3A,LONG,card,FILLED,LIMIT touched,2026-05-15 11:30:00,7422.0,44.0,1.0,3.0,-0.462,-0.462,3.0
2026-05-15_slot1,2026-05-15,Trade 1 - Daily Directional,Trade 1,LONG,card,SKIPPED_MALFORMED,MARKET at 15:30 open,2026-05-18 15:30:00,7405.0,48.59,1.012,1.0,0.0,0.0,1.0
2026-05-15_slot2,2026-05-15,"Trade 2 - Pivot (TREND breakout, buy stop)",Trade 2,LONG,card,NO FILL,,,,,,1.0,0.0,0.0,2.0
2026-05-15_slot3,2026-05-15,Trade 3C - Momentum-Breakout (buy stop),Trade 3C,LONG,card,NO FILL,,,,,,1.0,0.0,0.0,3.0
2026-05-18_slot1,2026-05-18,Trade 1 - Daily Directional,Trade 1,SHORT,card,FILLED,MARKET at 09:00 open,2026-05-19 09:00:00,7386.5,79.6,9.056,3.0,-0.416,4.289,1.0
2026-05-18_slot2,2026-05-18,Trade 2 - Pivot fade (sell limit daily R1),Trade 2,SHORT,card,NO FILL,,,,,,1.0,0.0,0.0,2.0
2026-05-18_slot3,2026-05-18,"Trade 3C - Transition Breakout (sell stop, conditional)",Trade 3C,SHORT,card,FILLED,STOP touched,2026-05-19 09:00:00,7386.25,73.1,1.0,3.0,-1.0,-1.0,3.0
2026-05-19_slot1,2026-05-19,Trade 1 - Daily Directional (mean-reversion),Trade 1,LONG,card,FILLED,MARKET at 09:00 open,2026-05-20 09:00:00,7361.9,26.9,0.395,3.0,5.097,1.41,1.0
2026-05-19_slot2,2026-05-19,Trade 2 - Pivot (buy limit daily S1),Trade 2,LONG,card,FILLED,LIMIT already marketable at 09:00 - filled at open,2026-05-20 09:00:00,7361.9,13.9,0.583,3.0,5.787,2.955,2.0
2026-05-19_slot3,2026-05-19,Trade 3A - Momentum-Pullback (layered fib limits),Trade 3A,LONG,card,SKIPPED_MICRO_R,LIMIT already marketable at 09:00 - filled at open,2026-05-20 09:00:00,7361.9,1.9,0.025,1.0,0.0,0.0,3.0
2026-05-20_slot1,2026-05-20,Trade 1 - Daily Directional,Trade 1,,card,SUPPRESSED,,,,,,1.0,0.0,0.0,1.0
2026-05-20_slot2,2026-05-20,Trade 2 - Pivot (weekly TREND breakout),Trade 2,LONG,card,FILLED,STOP touched,2026-05-21 20:15:00,7442.17,69.25,1.0,3.0,0.689,0.689,2.0
2026-05-20_slot3,2026-05-20,Trade 3A - Momentum-Pullback (demand-zone retest),Trade 3A,LONG,card,NO FILL,,,,,,1.0,0.0,0.0,3.0
2026-05-21_slot1,2026-05-21,Trade 1 - Daily Directional,Trade 1,LONG,card,FILLED,MARKET at 09:00 open,2026-05-22 09:00:00,7470.9,144.66,1.355,3.0,-0.175,0.118,1.0
2026-05-21_slot2,2026-05-21,Trade 2 - Pivot (TRANSITION breakout side),Trade 2,LONG,card,FILLED,STOP already marketable at 09:00 - filled at open,2026-05-22 09:00:00,7470.9,95.89,1.422,3.0,0.571,1.235,2.0
2026-05-21_slot3,2026-05-21,Trade 3C - Range Breakout (conditional),Trade 3C,LONG,card,FILLED,MARKET at 09:00 open,2026-05-26 09:00:00,7525.7,300.59,1.034,3.0,0.717,0.775,3.0
2026-05-22_slot1,2026-05-22,Trade 1 - Daily Directional,Trade 1,,card,SUPPRESSED,,,,,,1.0,0.0,0.0,1.0
2026-05-22_slot2,2026-05-22,Trade 2 - Pivot (TRANSITION breakout side),Trade 2,LONG,card,FILLED,STOP already marketable at 09:00 - filled at open,2026-05-25 09:00:00,7549.1,194.1,3.235,3.0,-0.403,0.933,2.0
2026-05-22_slot3,2026-05-22,Trade 3C - Momentum-Breakout (conditional),Trade 3C,LONG,card,FILLED,MARKET at 09:00 open,2026-05-26 09:00:00,7525.7,332.7,0.962,3.0,0.648,0.584,3.0
2026-05-25_slot1,2026-05-25,Trade 1 - Daily Directional,Trade 1,LONG,card,FILLED,MARKET at 09:00 open,2026-05-26 09:00:00,7525.7,122.4,1.744,3.0,0.278,1.228,1.0
2026-05-25_slot2,2026-05-25,"Trade 2 - Pivot (TREND breakout, buy stop)",Trade 2,LONG,card,FILLED,STOP already marketable at 09:00 - filled at open,2026-05-26 09:00:00,7525.7,99.27,4.705,3.0,-0.454,1.568,2.0
2026-05-25_slot3,2026-05-25,Trade 3A - Momentum-Pullback (57.5% fib),Trade 3A,LONG,card,NO FILL,,,,,,1.0,0.0,0.0,3.0
2026-05-26_slot1,2026-05-26,Trade 1 - Daily Directional,Trade 1,LONG,card,FILLED,MARKET at 09:00 open,2026-05-27 09:00:00,7533.0,135.04,1.788,3.0,0.29,1.307,1.0
2026-05-26_slot2,2026-05-26,"Trade 2 - Pivot (TRANSITION breakout, buy stop)",Trade 2,LONG,card,FILLED,STOP already marketable at 09:00 - filled at open,2026-05-27 09:00:00,7533.0,106.67,4.855,3.0,-0.475,1.55,2.0
2026-05-26_slot3,2026-05-26,Trade 3C - Range Breakout (conditional),Trade 3C,LONG,card,FILLED,MARKET at 09:00 open,2026-05-29 09:00:00,7576.3,416.01,1.004,3.0,0.396,0.402,3.0
2026-05-27_slot1,2026-05-27,Trade 1 - Daily Directional,Trade 1,LONG,card,FILLED,MARKET at 16:30 open,2026-05-28 16:30:00,7525.0,194.65,1.031,3.0,-0.576,-0.562,1.0
2026-05-27_slot2,2026-05-27,Trade 2 - Pivot (TREND_UP),Trade 2,LONG,card,NO FILL,,,,,,1.0,0.0,0.0,2.0
2026-05-27_slot3,2026-05-27,Trade 3A - Momentum-Pullback (57.5% fib),Trade 3A,LONG,card,NO FILL,,,,,,1.0,0.0,0.0,3.0
2026-05-28_slot1,2026-05-28,Trade 1 - Daily Directional,Trade 1,LONG,card,FILLED,MARKET at 09:00 open,2026-05-29 09:00:00,7576.3,105.1,2.199,3.0,-0.09,1.001,1.0
2026-05-28_slot2,2026-05-28,Trade 2 - Pivot (daily P / weekly R1 retest),Trade 2,LONG,card,NO FILL,,,,,,1.0,0.0,0.0,2.0
2026-05-28_slot3,2026-05-28,Trade 3A - Momentum-Pullback,Trade 3A,LONG,card,NO FILL,,,,,,1.0,0.0,0.0,3.0
2026-05-29_slot1,2026-05-29,Trade 1 - Daily Directional,Trade 1,LONG,card,NO FILL,,,,,,1.0,0.0,0.0,1.0
2026-05-29_slot2,2026-05-29,Trade 2 - Pivot (buy limit daily P),Trade 2,LONG,card,NO FILL,,,,,,1.0,0.0,0.0,2.0
2026-05-29_slot3,2026-05-29,Trade 3A - Momentum-Pullback (breakout stop),Trade 3A,LONG,card,FILLED,STOP already marketable at 09:00 - filled at open,2026-06-01 09:00:00,7610.0,82.0,1.864,3.0,-0.642,-0.333,3.0
2026-06-01_slot1,2026-06-01,Trade 1 - Daily Directional (breakout stop),Trade 1,LONG,card,FILLED,STOP touched,2026-06-02 11:00:00,7599.5,36.9,1.0,3.0,-0.47,-0.47,1.0
2026-06-01_slot2,2026-06-01,Trade 2 - Pivot (buy limit daily P),Trade 2,LONG,card,FILLED,LIMIT touched,2026-06-02 16:00:00,7581.0,35.8,1.0,3.0,0.377,0.377,2.0
2026-06-01_slot3,2026-06-01,Trade 3A - Momentum-Pullback (38.2% fib),Trade 3A,LONG,card,NO FILL,,,,,,1.0,0.0,0.0,3.0
2026-06-02_slot1,2026-06-02,Trade 1 - Daily Directional,Trade 1,LONG,card,FILLED,MARKET at 09:00 open,2026-06-03 09:00:00,7612.2,60.69,1.253,3.0,-1.0,-1.0,1.0
2026-06-02_slot2,2026-06-02,Trade 2 - Pivot (buy limit daily P),Trade 2,LONG,card,FILLED,LIMIT touched,2026-06-03 16:45:00,7580.81,30.05,1.0,3.0,-1.0,-1.0,2.0
2026-06-02_slot3,2026-06-02,Trade 3A - Momentum-Pullback (38.2% fib),Trade 3A,LONG,card,NO FILL,,,,,,1.0,0.0,0.0,3.0
2026-06-03_slot1,2026-06-03,Trade 1 - Daily Directional,Trade 1,LONG,card,FILLED,MARKET at 09:00 open,2026-06-04 09:00:00,7536.7,37.56,0.435,3.0,-0.264,-0.68,1.0
2026-06-03_slot2,2026-06-03,Trade 2 - Pivot (buy limit daily P),Trade 2,LONG,card,SKIPPED_MALFORMED,LIMIT already marketable at 09:00 - filled at open,2026-06-04 09:00:00,7536.7,21.11,0.486,1.0,0.0,0.0,2.0
2026-06-03_slot3,2026-06-03,Trade 3A - Momentum-Pullback (38.2% fib),Trade 3A,LONG,card,FILLED,LIMIT already marketable at 09:00 - filled at open,2026-06-04 09:00:00,7536.7,52.7,0.588,3.0,-1.0,-1.0,3.0
2026-06-04_slot1,2026-06-04,Trade 1 - Daily Directional,Trade 1,LONG,card,SKIPPED_MALFORMED,MARKET at 09:00 open,2026-06-05 09:00:00,7550.5,23.21,0.643,1.0,0.0,0.0,1.0
2026-06-04_slot2,2026-06-04,Trade 2 - Pivot (TREND_UP breakout),Trade 2,LONG,card,NO FILL,,,,,,1.0,0.0,0.0,2.0
2026-06-04_slot3,2026-06-04,Trade 3A - Momentum-Pullback (57.5% fib),Trade 3A,LONG,card,FILLED,LIMIT already marketable at 09:00 - filled at open,2026-06-05 09:00:00,7550.5,60.0,0.941,3.0,-1.0,-1.0,3.0
2026-06-05_slot1,2026-06-05,Trade 1 - Daily Directional,Trade 1,,card,SUPPRESSED,,,,,,1.0,0.0,0.0,1.0
2026-06-05_slot2,2026-06-05,Trade 2 - Pivot (buy limit daily P),Trade 2,LONG,card,SKIPPED_MALFORMED,LIMIT already marketable at 09:00 - filled at open,2026-06-08 09:00:00,7386.5,125.5,2.164,1.0,0.0,0.0,2.0
2026-06-05_slot3,2026-06-05,Trade 3A - Momentum-Pullback (breakout stop),Trade 3A,LONG,card,NO FILL,,,,,,1.0,0.0,0.0,3.0
2026-06-08_slot1,2026-06-08,Trade 1 - Daily Directional,Trade 1,SHORT,card,SKIPPED_MICRO_R,MARKET at 16:30 open,2026-06-09 16:30:00,7454.4,20.6,0.226,1.0,0.0,0.0,1.0
2026-06-08_slot2,2026-06-08,Trade 2,Trade 2,NONE,card,NO CARD,,,,,,,0.0,0.0,
2026-06-08_slot3,2026-06-08,Trade 3A - Momentum-Pullback (sell limit weekly S2),Trade 3A,SHORT,card,FILLED,LIMIT touched,2026-06-09 16:30:00,7460.0,105.0,1.0,3.0,0.679,0.679,3.0
2026-06-09_slot1,2026-06-09,Trade 1 - Daily Directional,Trade 1,SHORT,card,FILLED,MARKET at 16:30 open,2026-06-10 16:30:00,7351.1,132.9,1.329,3.0,0.06,0.408,1.0
2026-06-09_slot2,2026-06-09,Trade 2,Trade 2,NONE,card,NO CARD,,,,,,,0.0,0.0,
2026-06-09_slot3,2026-06-09,Trade 3A - Momentum-Pullback (sell limit daily P),Trade 3A,SHORT,card,NO FILL,,,,,,1.0,0.0,0.0,3.0
2026-06-10_slot1,2026-06-10,Trade 1 - Daily Directional (sell stop),Trade 1,SHORT,card,FILLED,STOP already marketable at 09:00 - filled at open,2026-06-11 09:00:00,7305.3,170.7,1.169,3.0,-0.841,-0.814,1.0
2026-06-10_slot2,2026-06-10,Trade 2 - Pivot (sell limit weekly P),Trade 2,SHORT,card,NO FILL,,,,,,1.0,0.0,0.0,2.0
2026-06-10_slot3,2026-06-10,Trade 3C - Momentum-Breakout (sell stop),Trade 3C,SHORT,card,FILLED,STOP already marketable at 09:00 - filled at open,2026-06-11 09:00:00,7305.3,90.7,1.226,3.0,-1.0,-1.0,3.0
2026-06-11_slot1,2026-06-11,Trade 1 - Daily Directional,Trade 1,SHORT,card,FILLED,MARKET at 09:00 open,2026-06-12 09:00:00,7390.4,162.05,0.569,3.0,-0.756,-0.861,1.0
2026-06-11_slot2,2026-06-11,Trade 2,Trade 2,NONE,card,NO CARD,,,,,,,0.0,0.0,
2026-06-11_slot3,2026-06-11,Trade 3A - Momentum-Pullback (57.5% rally-sell),Trade 3A,SHORT,card,NO FILL,,,,,,1.0,0.0,0.0,3.0
2026-06-15_slot1,2026-06-15,Trade 1 - Daily Directional,Trade 1,LONG,card,FILLED,MARKET at 09:00 open,2026-06-16 09:00:00,7553.1,214.19,2.313,3.0,-0.434,0.309,1.0
2026-06-15_slot2,2026-06-15,Trade 2 - Pivot (buy stop daily R1),Trade 2,LONG,card,FILLED,STOP already marketable at 09:00 - filled at open,2026-06-16 09:00:00,7553.1,136.24,2.521,3.0,-0.736,-0.334,2.0
2026-06-15_slot3,2026-06-15,Trade 3C - Breakout (buy stop 5-day swing high),Trade 3C,LONG,card,FILLED,STOP already marketable at 09:00 - filled at open,2026-06-16 09:00:00,7553.1,136.14,2.057,3.0,-0.676,-0.334,3.0
2026-06-16_slot1,2026-06-16,Trade 1 - Daily Directional,Trade 1,LONG,card,FILLED,MARKET at 09:00 open,2026-06-17 09:00:00,7539.8,150.56,3.585,3.0,-0.133,2.109,1.0
2026-06-16_slot2,2026-06-16,Trade 2 - Pivot (buy limit daily S1),Trade 2,LONG,card,NO FILL,,,,,,1.0,0.0,0.0,2.0
2026-06-16_slot3,2026-06-16,Trade 3A - Momentum-Pullback (pivot confluence),Trade 3A,LONG,card,NO FILL,,,,,,1.0,0.0,0.0,3.0
2026-06-17_slot1,2026-06-17,Trade 1 - Daily Directional,Trade 1,LONG,card,SKIPPED_MICRO_R,LIMIT already marketable at 09:00 - filled at open,2026-06-18 09:00:00,7483.0,8.0,0.096,1.0,0.0,0.0,1.0
2026-06-17_slot2,2026-06-17,Trade 2 - Pivot (buy limit daily S1),Trade 2,LONG,card,SKIPPED_MICRO_R,LIMIT already marketable at 09:00 - filled at open,2026-06-18 09:00:00,7483.0,13.0,0.228,1.0,0.0,0.0,2.0
2026-06-17_slot3,2026-06-17,Trade 3A - Momentum-Pullback (breakout stop),Trade 3A,LONG,card,NO FILL,,,,,,1.0,0.0,0.0,3.0
2026-06-18_slot1,2026-06-18,Trade 1 - Daily Directional,Trade 1,SHORT,card,FILLED,MARKET at 09:00 open,2026-06-19 09:00:00,7468.9,32.1,0.396,3.0,-1.0,-1.0,1.0
2026-06-18_slot2,2026-06-18,Trade 2 - Pivot (sell limit monthly S1 / daily P),Trade 2,SHORT,card,FILLED,LIMIT already marketable at 09:00 - filled at open,2026-06-19 09:00:00,7468.9,37.1,0.663,3.0,-1.0,-1.0,2.0
2026-06-18_slot3,2026-06-18,Trade 3C - Momentum-Breakout (sell stop),Trade 3C,SHORT,card,NO FILL,,,,,,1.0,0.0,0.0,3.0
2026-06-19_slot1,2026-06-19,Trade 1 - Daily Directional,Trade 1,LONG,card,FILLED,MARKET at 09:00 open,2026-06-22 09:00:00,7486.5,21.5,0.604,3.0,0.361,-0.177,1.0
2026-06-19_slot2,2026-06-19,Trade 2 - Pivot (buy limit daily S1),Trade 2,LONG,card,FILLED,LIMIT touched,2026-06-22 17:45:00,7475.58,25.01,1.0,3.0,-1.0,-1.0,2.0
2026-06-19_slot3,2026-06-19,Trade 3A - Momentum-Pullback (breakout stop),Trade 3A,LONG,card,FILLED,STOP touched,2026-06-22 14:00:00,7512.0,34.0,1.0,3.0,-1.0,-1.0,3.0
2026-06-24_slot1,2026-06-24,Trade 1 - Daily Directional,Trade 1,SHORT,card,FILLED,MARKET at 16:30 open,2026-06-25 16:30:00,7427.9,42.27,0.403,3.0,-0.267,-0.705,1.0
2026-06-24_slot2,2026-06-24,Trade 2 - Pivot (sell limit daily P shelf),Trade 2,SHORT,card,FILLED,LIMIT already marketable at 09:00 - filled at open,2026-06-25 09:00:00,7414.1,74.9,0.881,3.0,-0.248,-0.337,2.0
2026-06-24_slot3,2026-06-24,Trade 3A - Momentum-Pullback (38.2% rally-sell),Trade 3A,SHORT,card,NO FILL,,,,,,1.0,0.0,0.0,3.0
2026-06-25_slot1,2026-06-25,Trade 1 - Daily Directional,Trade 1,,card,SUPPRESSED,,,,,,1.0,0.0,0.0,1.0
2026-06-25_slot2,2026-06-25,"Trade 2 - Pivot (range fade, sell limit daily R1)",Trade 2,SHORT,card,NO FILL,,,,,,1.0,0.0,0.0,2.0
2026-06-25_slot3,2026-06-25,"Trade 3A - Momentum-Pullback (sell stop, break of 23 Jun low)",Trade 3A,SHORT,card,FILLED,STOP already marketable at 09:00 - filled at open,2026-06-26 09:00:00,7315.1,69.9,1.792,3.0,-0.323,0.214,3.0
2026-06-26_slot1,2026-06-26,Trade 1 - Daily Directional (sell stop),Trade 1,SHORT,card,NO FILL,,,,,,1.0,0.0,0.0,1.0
2026-06-26_slot2,2026-06-26,Trade 2 - Pivot (sell limit daily P),Trade 2,SHORT,card,FILLED,LIMIT already marketable at 09:00 - filled at open,2026-06-29 09:00:00,7402.8,62.81,0.688,3.0,-1.0,-1.0,2.0
2026-06-26_slot3,2026-06-26,Trade 3A - Momentum-Pullback (sell limit daily R1 / 38.2%),Trade 3A,SHORT,card,FILLED,LIMIT touched,2026-06-29 13:45:00,7411.91,53.7,1.0,3.0,-0.326,-0.326,3.0
2026-06-29_slot1,2026-06-29,Trade 1 - Daily Directional,Trade 1,SHORT,card,FILLED,MARKET at 09:00 open,2026-06-30 09:00:00,7456.2,101.8,0.499,3.0,-0.768,-0.884,1.0
2026-06-29_slot2,2026-06-29,Trade 2 - Pivot (sell stop below daily S1),Trade 2,SHORT,card,NO FILL,,,,,,1.0,0.0,0.0,2.0
2026-06-29_slot3,2026-06-29,"Trade 3C - Momentum-Breakout (sell stop, conditional)",Trade 3C,SHORT,card,NO FILL,,,,,,1.0,0.0,0.0,3.0
2026-06-30_slot1,2026-06-30,Trade 1 - Daily Directional,Trade 1,SHORT,card,SKIPPED_MICRO_R,MARKET at 09:00 open,2026-07-01 09:00:00,7473.8,26.2,0.179,1.0,0.0,0.0,1.0
2026-06-30_slot2,2026-06-30,Trade 2 - Pivot (sell stop below P),Trade 2,SHORT,card,NO FILL,,,,,,1.0,0.0,0.0,2.0
2026-06-30_slot3,2026-06-30,Trade 3A - Momentum-Pullback (57.5% rally-sell),Trade 3A,SHORT,card,FILLED,LIMIT already marketable at 09:00 - filled at open,2026-07-01 09:00:00,7473.8,26.2,0.327,3.0,-1.0,-1.0,3.0
2026-07-01_slot1,2026-07-01,Trade 1 - Daily Directional (buy limit daily P),Trade 1,LONG,card,NO FILL,,,,,,1.0,0.0,0.0,1.0
2026-07-01_slot2,2026-07-01,Trade 2 - Pivot (buy limit daily P),Trade 2,LONG,card,NO FILL,,,,,,1.0,0.0,0.0,2.0
2026-07-01_slot3,2026-07-01,Trade 3A - Momentum-Pullback (breakout stop),Trade 3A,LONG,card,FILLED,STOP already marketable at 09:00 - filled at open,2026-07-02 09:00:00,7489.7,88.7,1.971,3.0,0.199,1.363,3.0
2026-07-02_slot1,2026-07-02,Trade 1 - Daily Directional,Trade 1,LONG,card,FILLED,MARKET at 09:00 open,2026-07-03 09:00:00,7502.3,89.74,1.034,3.0,-0.013,0.02,1.0
2026-07-02_slot2,2026-07-02,Trade 2 - Pivot (regime-aware),Trade 2,,card,SUPPRESSED,,,,,,1.0,0.0,0.0,2.0
2026-07-02_slot3,2026-07-02,Trade 3A - Momentum-Pullback (57.5% fib),Trade 3A,LONG,card,NO FILL,,,,,,1.0,0.0,0.0,3.0
2026-07-03_slot1,2026-07-03,Trade 1 - Daily Directional,Trade 1,LONG,card,FILLED,MARKET at 09:00 open,2026-07-06 09:00:00,7499.8,71.8,1.317,3.0,0.055,0.39,1.0
2026-07-03_slot2,2026-07-03,Trade 2 - Pivot (TRANSITION breakout side),Trade 2,,card,SUPPRESSED,,,,,,1.0,0.0,0.0,2.0
2026-07-03_slot3,2026-07-03,Trade 3C - Momentum-Breakout (conditional),Trade 3C,LONG,card,FILLED,MARKET at 09:00 open,2026-08-05 09:00:00,7772.2,381.2,1.658,3.0,-0.081,0.523,3.0
2026-07-09_slot1,2026-07-09,Trade 1 - Daily Directional,Trade 1,,card,SUPPRESSED,,,,,,1.0,0.0,0.0,1.0
2026-07-09_slot2,2026-07-09,Trade 2 - Pivot (sell limit daily P),Trade 2,SHORT,card,FILLED,LIMIT already marketable at 09:00 - filled at open,2026-07-10 09:00:00,7528.9,16.1,0.446,3.0,-1.0,-1.0,2.0
2026-07-09_slot3,2026-07-09,Trade 3A - Momentum-Pullback (sell stop),Trade 3A,SHORT,card,NO FILL,,,,,,1.0,0.0,0.0,3.0
2026-07-10_slot1,2026-07-10,Trade 1 - Daily Directional,Trade 1,LONG,card,FILLED,MARKET at 16:30 open,2026-07-13 16:30:00,7550.8,78.06,1.101,3.0,-0.84,-0.824,1.0
2026-07-10_slot2,2026-07-10,Trade 2 - Pivot (regime-aware),Trade 2,,card,SUPPRESSED,,,,,,1.0,0.0,0.0,2.0
2026-07-10_slot3,2026-07-10,Trade 3C - Momentum-Breakout,Trade 3C,,card,SUPPRESSED,,,,,,1.0,0.0,0.0,3.0
2026-07-13_slot1,2026-07-13,Trade 1 - Daily Directional,Trade 1,LONG,card,FILLED,MARKET at 16:30 open,2026-07-14 16:30:00,7535.7,55.45,0.583,3.0,-0.595,-0.764,1.0
2026-07-13_slot2,2026-07-13,Trade 2 - Pivot (TRANSITION breakout side),Trade 2,LONG,card,NO FILL,,,,,,1.0,0.0,0.0,2.0
2026-07-13_slot3,2026-07-13,Trade 3C - Momentum-Breakout,Trade 3C,,card,SUPPRESSED,,,,,,1.0,0.0,0.0,3.0
2026-07-14_slot1,2026-07-14,Trade 1 - Daily Directional,Trade 1,LONG,card,FILLED,MARKET at 09:00 open,2026-07-15 09:00:00,7565.8,36.74,0.793,3.0,-1.0,-1.0,1.0
2026-07-14_slot2,2026-07-14,Trade 2 - Pivot (buy limit daily P),Trade 2,LONG,card,FILLED,LIMIT touched,2026-07-15 10:15:00,7554.49,71.77,1.0,3.0,-1.0,-1.0,2.0
2026-07-14_slot3,2026-07-14,Trade 3A - Momentum-Pullback (breakout stop),Trade 3A,LONG,card,FILLED,STOP touched,2026-07-15 16:30:00,7581.0,72.84,1.0,3.0,-1.0,-1.0,3.0
2026-07-15_slot1,2026-07-15,Trade 1 - Daily Directional,Trade 1,LONG,card,FILLED,MARKET at 09:00 open,2026-07-16 09:00:00,7574.7,91.3,1.517,3.0,-0.844,-0.763,1.0
2026-07-15_slot2,2026-07-15,Trade 2 - Pivot (TRANSITION breakout side),Trade 2,LONG,card,FILLED,STOP already marketable at 09:00 - filled at open,2026-07-16 09:00:00,7574.7,76.9,2.345,3.0,-0.038,1.257,2.0
2026-07-15_slot3,2026-07-15,Trade 3C - Momentum-Breakout,Trade 3C,,card,SUPPRESSED,,,,,,1.0,0.0,0.0,3.0
2026-07-16_slot1,2026-07-16,Trade 1 - Daily Directional,Trade 1,LONG,card,FILLED,MARKET at 16:30 open,2026-07-17 16:30:00,7443.7,41.44,0.293,3.0,-0.573,-0.875,1.0
2026-07-16_slot2,2026-07-16,Trade 2 - Pivot (buy limit daily P),Trade 2,LONG,card,SKIPPED_MALFORMED,LIMIT already marketable at 09:00 - filled at open,2026-07-17 09:00:00,7469.6,49.13,2.538,1.0,0.0,0.0,2.0
2026-07-16_slot3,2026-07-16,Trade 3C - Transition Breakout,Trade 3C,,card,SUPPRESSED,,,,,,1.0,0.0,0.0,3.0
2026-07-17_slot1,2026-07-17,Trade 1 - Daily Directional,Trade 1,SHORT,card,FILLED,MARKET at 16:30 open,2026-07-20 16:30:00,7495.3,90.97,2.091,3.0,0.197,1.503,1.0
2026-07-17_slot2,2026-07-17,Trade 2 - Pivot (buy limit daily S1),Trade 2,LONG,card,SKIPPED_MICRO_R,LIMIT already marketable at 09:00 - filled at open,2026-07-20 09:00:00,7457.1,3.53,0.073,1.0,0.0,0.0,2.0
2026-07-17_slot3,2026-07-17,Trade 3 - Pivot fade (sell limit daily R1),Trade 3,SHORT,card,NO FILL,,,,,,1.0,0.0,0.0,3.0
2026-07-20_slot1,2026-07-20,Trade 1 - Daily Directional,Trade 1,SHORT,card,FILLED,MARKET at 09:00 open,2026-07-21 09:00:00,7482.7,33.82,0.575,3.0,-0.874,-0.927,1.0
2026-07-20_slot2,2026-07-20,Trade 2 - Pivot (TRANSITION down-break side),Trade 2,SHORT,card,NO FILL,,,,,,1.0,0.0,0.0,2.0
2026-07-20_slot3,2026-07-20,Trade 3C - Momentum-Breakout (conditional),Trade 3C,SHORT,card,NO TRIGGER,,,,,,1.0,0.0,0.0,3.0
2026-07-21_slot1,2026-07-21,Trade 1 - Daily Directional,Trade 1,SHORT,card,SKIPPED_MICRO_R,MARKET at 09:00 open,2026-07-22 09:00:00,7499.0,3.0,0.051,1.0,0.0,0.0,1.0
2026-07-21_slot2,2026-07-21,Trade 2 - Pivot (regime-aware),Trade 2,,card,SUPPRESSED,,,,,,1.0,0.0,0.0,2.0
2026-07-21_slot3,2026-07-21,Trade 3C - Momentum-Breakout (conditional short),Trade 3C,SHORT,card,FILLED,MARKET at 09:00 open,2026-07-24 09:00:00,7405.8,124.2,1.428,3.0,-1.0,-1.0,3.0
2026-07-22_slot1,2026-07-22,Trade 1 - Daily Directional,Trade 1,,card,SUPPRESSED,,,,,,1.0,0.0,0.0,1.0
2026-07-22_slot2,2026-07-22,Trade 2 - Pivot (regime-aware),Trade 2,,card,SUPPRESSED,,,,,,1.0,0.0,0.0,2.0
2026-07-22_slot3,2026-07-22,"Trade 3B - Mean-Reversion (range fade, short leg)",Trade 3B,SHORT,card,NO FILL,,,,,,1.0,0.0,0.0,3.0
