card_id,report_date,strategy,family,direction,policy,fill_status,entry_rule,fill_ts,fill_px,R_points,risk_vs_card,units,blended_R,blended_R_card
2026-05-19_Trade_3A,2026-05-19,Trade 3A — Regime-Driven Complex: Momentum-Pullback SHORT (TREND_DOWN active),Trade 3A,SHORT,band0845,NO FILL,,,,,,1,0.0,0.0
2026-05-20_Trade_1,2026-05-20,Trade 1 — Daily Directional,Trade 1,SHORT,band0845,FILLED,IN BAND (+0.39R) market at 08:45,2026-05-21 08:45:00,4526.03,34.2,0.61,3,-0.835,-0.899
2026-05-20_Trade_2,2026-05-20,"Trade 2 — Pivot (regime-aware), TREND-DOWN variant",Trade 2,SHORT,band0845,NO FILL,,,,,,1,0.0,0.0
2026-05-20_Trade_3C,2026-05-20,Trade 3 — Momentum-Breakout (3C variant). Regime fork: TREND_DOWN → 3C selected over 3A (pullback) and 3B (mean-reversion) per §3 fork rules.,Trade 3C,SHORT,band0845,FILLED,IN BAND (+0.67R) market at 08:45,2026-05-21 08:45:00,4526.03,14.47,0.325,3,-1.0,-1.0
2026-05-21_Trade_1,2026-05-21,Trade 1 — Daily Directional,Trade 1,SHORT,band0845,FILLED,IN BAND (+0.42R) market at 08:45,2026-05-22 08:45:00,4534.18,61.16,0.577,3,2.37,0.945
2026-05-21_Trade_2,2026-05-21,"Trade 2 — Pivot (regime-aware, TREND_DOWN branch)",Trade 2,SHORT,band0845,FILLED,RECOVERY to entry-0.5R (4513.66),2026-05-22 08:45:00,4513.66,13.62,0.5,3,-1.0,-1.0
2026-05-21_Trade_3A,2026-05-21,Trade 3 — Momentum-Pullback (variant 3A; TREND_DOWN),Trade 3A,SHORT,band0845,NO FILL,,,,,,1,0.0,0.0
2026-05-22_Trade_1,2026-05-22,Trade 1 — Daily Directional,Trade 1,SHORT,band0845,NO FILL,,,,,,1,0.0,0.0
2026-05-22_Trade_2,2026-05-22,Trade 2 — Pivot (TRANSITION regime — breakout side only),Trade 2,SHORT,band0845,NO FILL,,,,,,1,0.0,0.0
2026-05-22_Trade_3C,2026-05-22,Trade 3 — Momentum-Breakout (variant 3C),Trade 3C,SHORT,band0845,NO FILL,,,,,,1,0.0,0.0
2026-05-25_Trade_1,2026-05-25,Trade 1 — Daily Directional,Trade 1,SHORT,band0845,FILLED,IN BAND (+0.25R) market at 08:45,2026-05-26 08:45:00,4529.78,59.22,0.75,3,0.348,0.01
2026-05-25_Trade_2,2026-05-25,Trade 2 — Pivot (TRANSITION regime),Trade 2,n/a,band0845,SUPPRESSED,,,,,,1,0.0,0.0
2026-05-25_Trade_3C,2026-05-25,Trade 3C — Momentum-Breakout,Trade 3C,n/a,band0845,SUPPRESSED,,,,,,1,0.0,0.0
2026-05-26_Trade_1,2026-05-26,Trade 1 - Daily Directional (LONG),Trade 1,LONG,band0845,NO FILL,,,,,,1,0.0,0.0
2026-05-26_Trade_2,2026-05-26,"Trade 2 - Pivot, regime-aware (TRANSITION -> breakout side, LONG)",Trade 2,LONG,band0845,NO FILL,,,,,,1,0.0,0.0
2026-05-26_Trade_3C,2026-05-26,Trade 3C - Momentum-Breakout (TRANSITION),Trade 3C,n/a,band0845,SUPPRESSED,,,,,,1,0.0,0.0
2026-05-27_Trade_1,2026-05-27,Trade 1 — Daily Directional (direction-of-the-day expression),Trade 1,SHORT,band0845,FILLED,WAITED for return to entry,2026-05-28 19:15:00,4489.65,107.35,1.0,3,0.981,0.981
2026-05-27_Trade_2,2026-05-27,"Trade 2 — Pivot, trend-following short across the daily pivot.",Trade 2,SHORT,band0845,NO FILL,,,,,,1,0.0,0.0
2026-05-27_Trade_3A,2026-05-27,Trade 3 → variant 3A — Momentum-Pullback short (regime fork to 3A on a TREND_DOWN label).,Trade 3A,SHORT,band0845,NO FILL,,,,,,1,0.0,0.0
2026-05-28_Trade_1,2026-05-28,"Daily directional short, entered at session anchor",Trade 1,SHORT,band0845,NO FILL,,,,,,1,0.0,0.0
2026-05-28_Trade_2,2026-05-28,Regime-aware pivot trade. Active regime: TRANSITIONAL → breakout-side bias. Broken side = SHORT.,Trade 2,SHORT,band0845,FILLED,IN BAND (+0.28R) market at 08:45,2026-05-29 08:45:00,4506.7,38.3,0.723,3,-1.0,-1.0
2026-05-28_Trade_3C,2026-05-28,Trade 3C — regime-driven transition breakout. Regime TRANSITIONAL with bearish lean → broken-side direction = SHORT.,Trade 3C,SHORT,band0845,NO FILL,,,,,,1,0.0,0.0
2026-05-29_Trade_1,2026-05-29,Trade 1 - Daily Directional (SHORT),Trade 1,SHORT,band0845,FILLED,RECOVERY to entry-0.5R (4473.00),2026-06-01 16:00:00,4473.0,68.8,0.5,3,2.609,0.804
2026-05-29_Trade_2,2026-05-29,"Trade 2 - Pivot, regime-aware (TREND_DOWN breakout, SHORT)",Trade 2,SHORT,band0845,NO FILL,,,,,,1,0.0,0.0
2026-05-29_Trade_3A,2026-05-29,"Trade 3A - Momentum-Pullback (TREND_DOWN, SHORT)",Trade 3A,SHORT,band0845,FILLED,IN BAND (+0.10R) market at 08:45,2026-06-01 08:45:00,4519.79,115.61,0.897,3,1.756,1.472
2026-06-01_Trade_1,2026-06-01,Trade 1 — Directional (tactical long),Trade 1,LONG,band0845,FILLED,IN BAND (+0.26R) market at 08:45,2026-06-02 08:45:00,4525.23,39.23,0.74,3,-1.0,-1.0
2026-06-01_Trade_2,2026-06-01,Trade 2 — Regime-aware pivot,Trade 2,LONG,band0845,FILLED,WAITED for return to entry,2026-06-02 16:45:00,4505.0,45.0,1.0,3,-1.0,-1.0
2026-06-01_Trade_3B,2026-06-01,Trade 3 — Regime-driven complex (fork 3B: range/breakout),Trade 3B,LONG,band0845,NO FILL,,,,,,1,0.0,0.0
2026-06-02_Trade_1,2026-06-02,Trade 1 - Daily Directional (SHORT),Trade 1,SHORT,band0845,NO FILL,,,,,,1,0.0,0.0
2026-06-02_Trade_2,2026-06-02,"Trade 2 - Pivot, regime-aware (SHORT-from-resistance)",Trade 2,SHORT,band0845,NO FILL,,,,,,1,0.0,0.0
2026-06-02_Trade_3B,2026-06-02,Trade 3 - Regime-driven complex → fork 3B (Mean-Reversion),Trade 3B,SHORT,band0845,NO FILL,,,,,,1,0.0,0.0
2026-06-03_Trade_1,2026-06-03,Trade 1 - Daily Directional (SHORT),Trade 1,SHORT,band0845,FILLED,WAITED for return to entry,2026-06-04 14:45:00,4500.92,58.18,1.0,3,1.146,1.146
2026-06-03_Trade_2,2026-06-03,Trade 2 - Pivot (TRANSITION),Trade 2,n/a,band0845,SUPPRESSED,,,,,,1,0.0,0.0
2026-06-03_Trade_3C,2026-06-03,Trade 3C - Momentum-Breakout,Trade 3C,n/a,band0845,SUPPRESSED,,,,,,1,0.0,0.0
2026-06-04_Trade_1,2026-06-04,Trade 1 — Daily Directional (SHORT),Trade 1,SHORT,band0845,FILLED,IN BAND (+0.04R) market at 08:45,2026-06-05 08:45:00,4444.14,87.97,0.956,3,1.519,1.407
2026-06-04_Trade_2,2026-06-04,"Trade 2 — Pivot (TREND_DOWN breakout, SHORT)",Trade 2,SHORT,band0845,FILLED,WAITED for return to entry,2026-06-05 10:15:00,4466.77,34.37,1.0,3,2.281,2.281
2026-06-04_Trade_3A,2026-06-04,"Trade 3A — Momentum-Pullback (TREND_DOWN, SHORT)",Trade 3A,SHORT,band0845,FILLED,WAITED for return to entry,2026-06-05 10:15:00,4463.69,155.7,1.0,3,0.812,0.812
2026-06-05_Trade_1,2026-06-05,Trade 1 - Daily Directional,Trade 1,n/a,band0845,SUPPRESSED,,,,,,1,0.0,0.0
2026-06-05_Trade_2,2026-06-05,"Trade 2 - Pivot, regime-aware (RANGE - mean-reversion fade)",Trade 2,LONG,band0845,NO FILL,,,,,,1,0.0,0.0
2026-06-05_Trade_3B,2026-06-05,Trade 3 - Mean-Reversion (variant 3B; regime = RANGE),Trade 3B,LONG,band0845,NO FILL,,,,,,1,0.0,0.0
2026-06-08_Trade_1,2026-06-08,Trade 1 - Daily Directional (SHORT),Trade 1,SHORT,band0845,UNPRICED,,,,,,1,0.0,0.0
2026-06-08_Trade_2,2026-06-08,"Trade 2 - Pivot, regime-aware (SHORT / trend)",Trade 2,SHORT,band0845,NO FILL,,,,,,1,0.0,0.0
2026-06-08_Trade_3C,2026-06-08,Trade 3C - Momentum-Breakout (SHORT),Trade 3C,SHORT,band0845,FILLED,IN BAND (+0.63R) market at 08:45,2026-06-09 08:45:00,4348.59,23.41,0.372,3,7.301,2.085
2026-06-09_Trade_1,2026-06-09,Trade 1 - Daily Directional,Trade 1,SHORT,band0845,NO FILL,,,,,,1,0.0,0.0
2026-06-09_Trade_2,2026-06-09,"Trade 2 - Pivot (TREND_DOWN, breakout-follow)",Trade 2,SHORT,band0845,NO FILL,,,,,,1,0.0,0.0
2026-06-09_Trade_3A,2026-06-09,Trade 3A - Momentum-Pullback (TREND_DOWN),Trade 3A,SHORT,band0845,NO FILL,,,,,,1,0.0,0.0
2026-06-10_Trade_1,2026-06-10,Trade 1 - Daily Directional (SHORT),Trade 1,SHORT,band0845,NO FILL,,,,,,1,0.0,0.0
2026-06-10_Trade_2,2026-06-10,Trade 2 - Pivot (TREND_DOWN),Trade 2,n/a,band0845,SUPPRESSED,,,,,,1,0.0,0.0
2026-06-10_Trade_3A,2026-06-10,Trade 3A - Momentum-Pullback (SHORT),Trade 3A,SHORT,band0845,NO FILL,,,,,,1,0.0,0.0
2026-06-11_Trade_1,2026-06-11,Trade 1 - Daily Directional,Trade 1,SHORT,band0845,NO FILL,,,,,,1,0.0,0.0
2026-06-11_Trade_2,2026-06-11,Trade 2 - Pivot (regime-aware breakout-side),Trade 2,SHORT,band0845,NO FILL,,,,,,1,0.0,0.0
2026-06-11_Trade_3A,2026-06-11,Trade 3A - Momentum-Pullback (TREND_DOWN fork),Trade 3A,SHORT,band0845,FILLED,IN BAND (+0.50R) market at 08:45,2026-06-12 08:45:00,4180.58,27.42,0.499,3,-1.0,-1.0
2026-06-15_Trade_1,2026-06-15,Trade 1 — Daily Directional (SHORT — TREND_DOWN regime),Trade 1,SHORT,band0845,NO FILL,,,,,,1,0.0,0.0
2026-06-15_Trade_2,2026-06-15,"Trade 2 — Pivot, regime-aware (SHORT — TREND_DOWN pivot breakdown)",Trade 2,SHORT,band0845,NO FILL,,,,,,1,0.0,0.0
2026-06-15_Trade_3A,2026-06-15,Trade 3 — Momentum-Pullback 3A (SHORT — TREND_DOWN),Trade 3A,SHORT,band0845,FILLED,IN BAND (+0.57R) market at 08:45,2026-06-16 08:45:00,4317.75,73.43,0.427,3,2.148,0.343
2026-06-16_Trade_1,2026-06-16,Trade 1 - Daily Directional (LONG),Trade 1,LONG,band0845,FILLED,WAITED for return to entry,2026-06-17 21:00:00,4314.33,167.76,1.0,3,-0.779,-0.779
2026-06-16_Trade_2,2026-06-16,"Trade 2 - Pivot, TRANSITION breakout-side (LONG, indicative)",Trade 2,LONG,band0845,NO FILL,,,,,,1,0.0,0.0
2026-06-16_Trade_3C,2026-06-16,Trade 3C - Momentum-Breakout (TRANSITION),Trade 3C,n/a,band0845,SUPPRESSED,,,,,,1,0.0,0.0
2026-06-17_Trade_1,2026-06-17,Trade 1 - Daily Directional,Trade 1,LONG,band0845,NO FILL,,,,,,1,0.0,0.0
2026-06-17_Trade_2,2026-06-17,Trade 2 - Pivot (regime-aware),Trade 2,LONG,band0845,FILLED,IN BAND (+0.49R) market at 08:45,2026-06-18 08:45:00,4310.46,22.06,0.507,3,-1.0,-1.0
2026-06-17_Trade_3A,2026-06-17,Trade 3 - Regime-driven (fork: 3A Momentum-Pullback),Trade 3A,LONG,band0845,NO FILL,,,,,,1,0.0,0.0
2026-06-18_Trade_1,2026-06-18,Trade 1 - Daily Directional,Trade 1,LONG,band0845,NO FILL,,,,,,1,0.0,0.0
2026-06-18_Trade_2,2026-06-18,Trade 2 - Pivot (TRANSITION),Trade 2,n/a,band0845,SUPPRESSED,,,,,,1,0.0,0.0
2026-06-18_Trade_3A,2026-06-18,Trade 3A - Momentum-Pullback (TRANSITION → fork defaults to 3A),Trade 3A,LONG,band0845,NO FILL,,,,,,1,0.0,0.0
2026-06-19_Trade_1,2026-06-19,Trade 1 — Daily Directional,Trade 1,SHORT,band0845,FILLED,IN BAND (+0.04R) market at 08:45,2026-06-22 08:45:00,4193.12,120.48,0.962,3,0.031,-0.008
2026-06-19_Trade_2,2026-06-19,"Trade 2 — Pivot (TREND_DOWN, trend-following)",Trade 2,SHORT,band0845,NO FILL,,,,,,1,0.0,0.0
2026-06-19_Trade_3A,2026-06-19,Trade 3 — Momentum-Pullback (variant 3A),Trade 3A,SHORT,band0845,NO FILL,,,,,,1,0.0,0.0
2026-06-23_Trade_1,2026-06-23,Trade 1 — Daily Directional,Trade 1,SHORT,band0845,NO FILL,,,,,,1,0.0,0.0
2026-06-23_Trade_2,2026-06-23,"Trade 2 — Pivot (regime-aware, TREND_DOWN)",Trade 2,SHORT,band0845,NO FILL,,,,,,1,0.0,0.0
2026-06-23_Trade_3A,2026-06-23,Trade 3A — Momentum-Pullback (TREND_DOWN selected),Trade 3A,SHORT,band0845,NO FILL,,,,,,1,0.0,0.0
2026-06-24_Trade_1,2026-06-24,"Trade 1 - Daily Directional (SHORT, TREND_DOWN regime)",Trade 1,SHORT,band0845,NO FILL,,,,,,1,0.0,0.0
2026-06-24_Trade_2,2026-06-24,"Trade 2 - Pivot (regime-aware, INDICATIVE)",Trade 2,SHORT,band0845,NO FILL,,,,,,1,0.0,0.0
2026-06-24_Trade_3A,2026-06-24,Trade 3A - Momentum-Pullback (SHORT),Trade 3A,SHORT,band0845,NO FILL,,,,,,1,0.0,0.0
2026-06-25_Trade_1,2026-06-25,Trade 1 - Daily Directional (SHORT),Trade 1,SHORT,band0845,FILLED,WAITED for return to entry,2026-06-26 09:15:00,4016.0,124.0,1.0,3,-0.842,-0.842
2026-06-25_Trade_2,2026-06-25,"Trade 2 - Pivot, regime-aware (TREND_DOWN → trend-follow short across pivot)",Trade 2,SHORT,band0845,FILLED,WAITED for return to entry,2026-06-26 09:45:00,4032.0,49.0,1.0,3,-1.0,-1.0
2026-06-25_Trade_3A,2026-06-25,"Trade 3A - Momentum-Pullback (TREND_DOWN, SHORT)",Trade 3A,SHORT,band0845,NO FILL,,,,,,1,0.0,0.0
2026-06-26_Trade_1,2026-06-26,Trade 1 — Daily Directional,Trade 1,SHORT,band0845,FILLED,IN BAND (+0.19R) market at 08:45,2026-06-29 08:45:00,4050.53,45.47,0.812,3,-0.179,-0.333
2026-06-26_Trade_2,2026-06-26,"Trade 2 — Pivot (Trend-Following, TREND_DOWN)",Trade 2,SHORT,band0845,FILLED,RECOVERY to entry-0.5R (4038.50),2026-06-29 12:45:00,4038.5,23.5,0.5,3,0.333,-0.333
2026-06-26_Trade_3A,2026-06-26,"Trade 3 — Momentum-Pullback (3A, TREND_DOWN)",Trade 3A,SHORT,band0845,NO FILL,,,,,,1,0.0,0.0
2026-06-29_Trade_1,2026-06-29,Trade 1 - Daily Directional (SHORT),Trade 1,SHORT,band0845,FILLED,WAITED for return to entry,2026-06-30 09:00:00,3983.0,62.0,1.0,3,-1.0,-1.0
2026-06-29_Trade_2,2026-06-29,"Trade 2 - Pivot, Trend-Following (SHORT)",Trade 2,SHORT,band0845,FILLED,WAITED for return to entry,2026-06-30 09:30:00,4031.0,47.0,1.0,3,0.993,0.993
2026-06-29_Trade_3A,2026-06-29,Trade 3A - Momentum-Pullback (SHORT),Trade 3A,SHORT,band0845,NO FILL,,,,,,1,0.0,0.0
2026-06-30_Trade_1,2026-06-30,Trade 1 - Daily Directional,Trade 1,SHORT,band0845,FILLED,WAITED for return to entry,2026-07-01 16:30:00,4062.0,34.0,1.0,3,-1.0,-1.0
2026-06-30_Trade_2,2026-06-30,"Trade 2 - Pivot (regime-aware, TREND)",Trade 2,SHORT,band0845,FILLED,WAITED for return to entry,2026-07-01 14:30:00,4029.0,33.0,1.0,3,-1.0,-1.0
2026-06-30_Trade_3A,2026-06-30,Trade 3 - Complex (fork → 3A Momentum-Pullback),Trade 3A,SHORT,band0845,FILLED,WAITED for return to entry,2026-07-01 16:30:00,4075.0,25.0,1.0,3,-0.333,-0.333
2026-07-01_Trade_1,2026-07-01,Trade 1 — Daily Directional,Trade 1,n/a,band0845,SUPPRESSED,,,,,,1,0.0,0.0
2026-07-01_Trade_2,2026-07-01,"Trade 2 — Pivot, TREND-continuation (medium regime TREND_DOWN)",Trade 2,SHORT,band0845,FILLED,WAITED for return to entry,2026-07-02 09:15:00,4077.64,37.62,1.0,3,-1.0,-1.0
2026-07-01_Trade_3A,2026-07-01,Trade 3A — Momentum-Pullback (regime TREND_DOWN; sell the counter-trend bounce),Trade 3A,SHORT,band0845,FILLED,IN BAND (+0.69R) market at 08:45,2026-07-02 08:45:00,4061.77,15.87,0.307,3,-1.0,-1.0
2026-07-02_Trade_1,2026-07-02,Trade 1 — Daily Directional,Trade 1,n/a,band0845,SUPPRESSED,,,,,,1,0.0,0.0
2026-07-02_Trade_2,2026-07-02,"Trade 2 — Pivot (regime-aware, TRANSITION → sell rally into resistance)",Trade 2,SHORT,band0845,NO FILL,,,,,,1,0.0,0.0
2026-07-02_Trade_3A,2026-07-02,"Trade 3 — Complex (fork → 3A Momentum-Pullback, short side)",Trade 3A,SHORT,band0845,NO FILL,,,,,,1,0.0,0.0
2026-07-03_Trade_1,2026-07-03,Trade 1 — Daily Directional,Trade 1,n/a,band0845,SUPPRESSED,,,,,,1,0.0,0.0
2026-07-03_Trade_2,2026-07-03,"Trade 2 — Pivot, range-fade variant (TRANSITION regime)",Trade 2,SHORT,band0845,FILLED,IN BAND (+0.27R) market at 08:45,2026-07-06 08:45:00,4155.31,27.69,0.729,3,3.378,2.19
2026-07-03_Trade_3A,2026-07-03,"Trade 3A — Momentum-Pullback (fork selected: TRANSITION with short-term bullish impulse → buy the pullback, tight)",Trade 3A,LONG,band0845,NO FILL,,,,,,1,0.0,0.0
2026-07-06_Trade_1,2026-07-06,Trade 1 — Daily Directional (LONG — direction score +0.43),Trade 1,LONG,band0845,FILLED,IN BAND (+0.68R) market at 08:45,2026-07-07 08:45:00,4122.42,26.93,0.318,3,-1.0,-1.0
2026-07-06_Trade_2,2026-07-06,"Trade 2 — Pivot (TRANSITION, breakout side only — LONG)",Trade 2,LONG,band0845,FILLED,RECOVERY to entry-0.5R (4173.14),2026-07-07 15:00:00,4173.14,36.28,0.5,3,-1.0,-1.0
2026-07-06_Trade_3C,2026-07-06,Trade 3 — Momentum-Breakout 3C (TRANSITION regime),Trade 3C,LONG,band0845,FILLED,WAITED for return to entry,2026-08-06 19:15:00,4225.0,52.2,1.0,3,3.895,3.895
2026-07-07_Trade_1,2026-07-07,Trade 1 - Daily Directional (LONG),Trade 1,LONG,band0845,UNPRICED,,,,,,1,0.0,0.0
2026-07-07_Trade_2,2026-07-07,"Trade 2 - Pivot, TRANSITION (breakout-side only)",Trade 2,LONG,band0845,UNPRICED,,,,,,1,0.0,0.0
2026-07-07_Trade_3C,2026-07-07,"Trade 3 - Momentum-Breakout 3C (TRANSITION, armed)",Trade 3C,LONG,band0845,UNPRICED,,,,,,1,0.0,0.0
2026-07-09_Trade_1,2026-07-09,Trade 1 - Daily Directional (SHORT),Trade 1,SHORT,band0845,FILLED,IN BAND (+0.25R) market at 08:45,2026-07-10 08:45:00,4114.09,33.91,0.754,3,1.494,0.88
2026-07-09_Trade_2,2026-07-09,"Trade 2 - Pivot, Range-Aware (SHORT fade of resistance)",Trade 2,SHORT,band0845,NO FILL,,,,,,1,0.0,0.0
2026-07-09_Trade_3B,2026-07-09,"Trade 3B - Mean-Reversion (range fade, regime-driven)",Trade 3B,SHORT,band0845,NO FILL,,,,,,1,0.0,0.0
2026-07-10_Trade_1,2026-07-10,Trade 1 - Daily Directional,Trade 1,SHORT,band0845,SUPPRESSED,,,,,,1,0.0,0.0
2026-07-10_Trade_2,2026-07-10,"Trade 2 - Pivot, regime-aware. TREND_DOWN branch: fade rallies into resistance rather than buy dips into support.",Trade 2,SHORT,band0845,NO FILL,,,,,,1,0.0,0.0
2026-07-10_Trade_3A,2026-07-10,Trade 3A - Momentum-Pullback. Variant selected by the TREND_DOWN regime fork: sell the retracement of the dominant downswing.,Trade 3A,SHORT,band0845,NO FILL,,,,,,1,0.0,0.0
2026-07-13_Trade_1,2026-07-13,Trade 1 - Daily Directional,Trade 1,n/a,band0845,SUPPRESSED,,,,,,1,0.0,0.0
2026-07-13_Trade_2,2026-07-13,Trade 2 - Pivot (regime-aware); RANGE regime -> fade toward pivot,Trade 2,LONG,band0845,FILLED,RECOVERY to entry-0.5R (4072.00),2026-07-14 15:30:00,4072.0,13.0,0.5,3,-1.0,-1.0
2026-07-13_Trade_3B,2026-07-13,Trade 3B - Mean-Reversion (RANGE + KER below trend threshold + flat VOLator slope),Trade 3B,SHORT,band0845,NO FILL,,,,,,1,0.0,0.0
2026-07-14_Trade_1,2026-07-14,"Trade 1 - Daily Directional (SHORT - bearish continuation, below-pivot)",Trade 1,SHORT,band0845,FILLED,WAITED for return to entry,2026-07-15 15:30:00,4059.39,42.61,1.0,3,0.992,0.992
2026-07-14_Trade_2,2026-07-14,"Trade 2 - Pivot (regime-aware, RANGE-edge fade)",Trade 2,SHORT,band0845,UNPRICED,,,,,,1,0.0,0.0
2026-07-14_Trade_3A,2026-07-14,Trade 3A - Momentum-Pullback (fork target - SHORT),Trade 3A,SHORT,band0845,FILLED,WAITED for return to entry,2026-07-15 15:30:00,4048.0,44.0,1.0,3,0.667,0.667
2026-07-15_Trade_1,2026-07-15,Trade 1 — Daily Directional,Trade 1,n/a,band0845,SUPPRESSED,,,,,,1,0.0,0.0
2026-07-15_Trade_2,2026-07-15,"Trade 2 — Pivot, TRANSITION regime (breakout side only)",Trade 2,LONG,band0845,FILLED,WAITED for return to entry,2026-07-23 09:30:00,4120.3,111.8,1.0,3,-1.0,-1.0
2026-07-15_Trade_3C,2026-07-15,"Trade 3 — Momentum-Breakout (3C, TRANSITION variant)",Trade 3C,n/a,band0845,SUPPRESSED,,,,,,1,0.0,0.0
2026-07-16_Trade_1,2026-07-16,TRADE 1 - Daily Directional · SUPPRESSED,Trade 1,LONG,band0845,SUPPRESSED,,,,,,1,0.0,0.0
2026-07-16_Trade_2,2026-07-16,TRADE 2 - Regime-Aware Pivot · ACTIVE (Leg B — LONG from support),Trade 2,LONG,band0845,FILLED,IN BAND (+0.50R) market at 08:45,2026-07-17 08:45:00,3986.72,20.59,0.498,3,-1.0,-1.0
2026-07-16_Trade_3C,2026-07-16,TRADE 3 - Regime-Driven Complex · FORK: 3C (Breakout) — downside leg,Trade 3C,SHORT,band0845,NO TRIGGER,,,,,,1,0.0,0.0
2026-07-17_Trade_1,2026-07-17,Trade 1 — Daily Directional,Trade 1,SHORT,band0845,FILLED,IN BAND (+0.56R) market at 08:45,2026-07-20 08:45:00,4009.96,15.45,0.436,3,-1.0,-1.0
2026-07-17_Trade_2,2026-07-17,"Trade 2 — Pivot (regime-aware). TREND_DOWN regime: the fade-to-pivot variant is disabled and the trend-continuation variant is active — the pivot is treated as resistance to sell into, not as a magnet to fade toward.",Trade 2,SHORT,band0845,FILLED,IN BAND (+0.00R) market at 08:45,2026-07-20 08:45:00,4009.96,51.28,0.997,3,-1.0,-1.0
