card_id,report_date,strategy,family,direction,policy,fill_status,entry_rule,fill_ts,fill_px,R_points,risk_vs_card,units,blended_R,blended_R_card
2026-05-15_Trade_1,2026-05-15,Trade 1 - Daily Directional,Trade 1,LONG,midnight,SKIPPED_MALFORMED,MARKET at 02:00 open,2026-05-18 02:00:00,7413.7,43.25,0.829,1,0.0,0.0
2026-05-15_Trade_2,2026-05-15,"Trade 2 - Pivot, regime-aware (TREND branch)",Trade 2,LONG,midnight,SKIPPED_MALFORMED,LIMIT already marketable at 02:00 - filled at open,2026-05-18 02:00:00,7413.7,64.92,2.796,1,0.0,0.0
2026-05-15_Trade_3A,2026-05-15,Trade 3A - Momentum-Pullback (fib retracement),Trade 3A,LONG,midnight,FILLED,LIMIT already marketable at 02:00 - filled at open,2026-05-18 02:00:00,7413.7,85.15,0.923,3,0.656,0.529
2026-05-18_Trade_1,2026-05-18,Trade 1 - Daily Directional,Trade 1,n/a,midnight,SUPPRESSED,,,,,,1,0.0,0.0
2026-05-18_Trade_2,2026-05-18,"Trade 2 - Pivot, TRANSITION breakout side (sell limit below daily P)",Trade 2,SHORT,midnight,FILLED,LIMIT touched,2026-05-19 02:00:00,7422.36,53.7,1.0,3,0.499,0.499
2026-05-18_Trade_3C,2026-05-18,"Trade 3C - Momentum-Breakout, 25-day range (conditional)",Trade 3C,n/a,midnight,SUPPRESSED,,,,,,1,0.0,0.0
2026-05-19_Trade_1,2026-05-19,Trade 1 - Daily Directional,Trade 1,n/a,midnight,SUPPRESSED,,,,,,1,0.0,0.0
2026-05-19_Trade_2,2026-05-19,"Trade 2 - Pivot (trend branch, buy limit above the daily pivot)",Trade 2,LONG,midnight,SKIPPED_MALFORMED,LIMIT already marketable at 02:00 - filled at open,2026-05-20 02:00:00,7360.3,13.4,0.403,1,0.0,0.0
2026-05-19_Trade_3A,2026-05-19,Trade 3A - Momentum-Pullback (fib retracement of the impulse swing),Trade 3A,LONG,midnight,SUPPRESSED,,,,,,1,0.0,0.0
2026-05-20_Trade_1,2026-05-20,Trade 1 - Daily Directional,Trade 1,n/a,midnight,SUPPRESSED,,,,,,1,0.0,0.0
2026-05-20_Trade_2,2026-05-20,"Trade 2 - Pivot, TREND branch (weekly floor pivots)",Trade 2,LONG,midnight,FILLED,STOP touched,2026-05-21 07:15:00,7436.3,84.1,1.0,3,0.842,0.842
2026-05-20_Trade_3A,2026-05-20,Trade 3A - Momentum-Pullback (57.5% fib retracement),Trade 3A,LONG,midnight,NO FILL,,,,,,1,0.0,0.0
2026-05-21_Trade_1,2026-05-21,Trade 1 - Daily Directional,Trade 1,LONG,midnight,FILLED,MARKET at 02:00 open,2026-05-22 02:00:00,7463.5,119.99,1.286,3,0.65,1.122
2026-05-21_Trade_2,2026-05-21,Trade 2 - Pivot (TRANSITION breakout side),Trade 2,LONG,midnight,FILLED,STOP touched,2026-05-22 02:45:00,7468.67,44.29,1.0,3,0.35,0.35
2026-05-21_Trade_3C,2026-05-21,Trade 3C - Momentum-Breakout (conditional),Trade 3C,LONG,midnight,SUPPRESSED,,,,,,1,0.0,0.0
2026-05-22_Trade_1,2026-05-22,Trade 1 - Daily Directional (SUPPRESSED - conviction below threshold),Trade 1,n/a,midnight,SUPPRESSED,,,,,,1,0.0,0.0
2026-05-22_Trade_2,2026-05-22,"Trade 2 - Pivot, regime-aware (TRANSITION branch, breakout side only)",Trade 2,LONG,midnight,NO FILL,,,,,,1,0.0,0.0
2026-05-22_Trade_3C,2026-05-22,Trade 3C - Momentum-Breakout (SUPPRESSED - no confirmed break at D-1),Trade 3C,n/a,midnight,SUPPRESSED,,,,,,1,0.0,0.0
2026-05-25_Trade_1,2026-05-25,Trade 1 - Daily Directional,Trade 1,LONG,midnight,FILLED,MARKET at 02:00 open,2026-05-26 02:00:00,7537.7,92.04,3.064,3,-0.056,1.892
2026-05-25_Trade_2,2026-05-25,"Trade 2 - Pivot, trend-branch breakout",Trade 2,LONG,midnight,FILLED,STOP already marketable at 02:00 - filled at open,2026-05-26 02:00:00,7537.7,75.42,3.32,3,-0.304,1.312
2026-05-25_Trade_3A,2026-05-25,Trade 3A - Momentum-Pullback (57.5% fib retracement),Trade 3A,LONG,midnight,NO FILL,,,,,,1,0.0,0.0
2026-05-26_Trade_1,2026-05-26,Daily Directional (M5 Trade 1) - LONG at the daily-open anchor,Trade 1,LONG,midnight,FILLED,MARKET at 02:00 open,2026-05-27 02:00:00,7522.5,33.05,0.523,3,0.816,-0.051
2026-05-26_Trade_2,2026-05-26,"Pivot, regime-aware (M5 Trade 2), TRANSITION breakout side - SUPPRESSED",Trade 2,LONG,midnight,SUPPRESSED,,,,,,1,0.0,0.0
2026-05-26_Trade_3C,2026-05-26,"Momentum-Breakout (M5 Trade 3C, TRANSITION regime) - LONG",Trade 3C,LONG,midnight,FILLED,MARKET at 02:00 open,2026-05-27 02:00:00,7522.5,195.89,0.866,3,-1.0,-1.0
2026-05-27_Trade_1,2026-05-27,Trade 1 - Daily Directional,Trade 1,LONG,midnight,FILLED,MARKET at 02:00 open,2026-05-28 02:00:00,7535.8,48.26,1.208,3,1.006,1.423
2026-05-27_Trade_2,2026-05-27,"Trade 2 - Pivot, regime-aware (TREND_UP branch - pivot breakout)",Trade 2,LONG,midnight,NO FILL,,,,,,1,0.0,0.0
2026-05-27_Trade_3A,2026-05-27,Trade 3A - Momentum-Pullback (57.5% fib retracement),Trade 3A,LONG,midnight,NO FILL,,,,,,1,0.0,0.0
2026-05-28_Trade_1,2026-05-28,Trade 1 - Daily Directional,Trade 1,LONG,midnight,FILLED,MARKET at 02:00 open,2026-05-29 02:00:00,7575.6,83.12,2.308,3,0.122,1.59
2026-05-28_Trade_2,2026-05-28,"Trade 2 - Pivot, TREND branch (breakout above P)",Trade 2,LONG,midnight,NO FILL,,,,,,1,0.0,0.0
2026-05-28_Trade_3A,2026-05-28,Trade 3A - Momentum-Pullback (fib retracement),Trade 3A,LONG,midnight,NO FILL,,,,,,1,0.0,0.0
2026-05-29_Trade_1,2026-05-29,Trade 1 - Daily Directional,Trade 1,LONG,midnight,FILLED,MARKET at 02:00 open,2026-06-01 02:00:00,7593.7,77.78,1.375,3,-0.639,-0.503
2026-05-29_Trade_2,2026-05-29,"Trade 2 - Pivot, TREND branch (long across the pivot)",Trade 2,LONG,midnight,NO FILL,,,,,,1,0.0,0.0
2026-05-29_Trade_3A,2026-05-29,Trade 3A - Momentum-Pullback (57.5% fib retracement),Trade 3A,LONG,midnight,NO FILL,,,,,,1,0.0,0.0
2026-06-01_Trade_1,2026-06-01,"Trade 1 - Daily Directional (market at daily-open anchor, TREND_UP long)",Trade 1,LONG,midnight,FILLED,MARKET at 02:00 open,2026-06-02 02:00:00,7588.0,37.3,1.094,3,0.24,0.357
2026-06-01_Trade_2,2026-06-01,"Trade 2 - Pivot, TREND branch (buy stop above daily P, TREND_UP long)",Trade 2,LONG,midnight,FILLED,STOP already marketable at 02:00 - filled at open,2026-06-02 02:00:00,7588.0,37.3,1.041,3,0.597,0.662
2026-06-01_Trade_3A,2026-06-01,"Trade 3A - Momentum-Pullback, 57.5% fib retracement (TREND_UP long)",Trade 3A,LONG,midnight,NO FILL,,,,,,1,0.0,0.0
2026-06-02_Trade_1,2026-06-02,"Trade 1 - Daily Directional (LONG, TREND_UP)",Trade 1,LONG,midnight,FILLED,MARKET at 02:00 open,2026-06-03 02:00:00,7614.7,56.39,1.182,3,-1.0,-1.0
2026-06-02_Trade_2,2026-06-02,"Trade 2 - Pivot, regime-aware (TREND branch, LONG across daily P)",Trade 2,LONG,midnight,FILLED,LIMIT touched,2026-06-03 02:15:00,7602.46,22.48,1.0,3,-1.0,-1.0
2026-06-02_Trade_3A,2026-06-02,"Trade 3A - Momentum-Pullback (57.5% fib retracement, LONG)",Trade 3A,LONG,midnight,NO FILL,,,,,,1,0.0,0.0
2026-06-03_Trade_1,2026-06-03,"Trade 1 - Daily Directional (LONG, trending-bullish regime)",Trade 1,LONG,midnight,SKIPPED_MALFORMED,MARKET at 02:00 open,2026-06-04 02:00:00,7536.5,35.84,0.825,1,0.0,0.0
2026-06-03_Trade_2,2026-06-03,"Trade 2 - Pivot, TREND branch (long breakout above daily P)",Trade 2,LONG,midnight,SKIPPED_MALFORMED,LIMIT already marketable at 02:00 - filled at open,2026-06-04 02:00:00,7536.5,35.84,0.911,1,0.0,0.0
2026-06-03_Trade_3A,2026-06-03,"Trade 3A - Momentum-Pullback, 57.5% fib retracement (TREND_UP fork)",Trade 3A,LONG,midnight,FILLED,LIMIT touched,2026-06-04 02:00:00,7532.54,84.01,1.0,3,-0.544,-0.544
2026-06-04_Trade_1,2026-06-04,Trade 1 - Daily Directional,Trade 1,n/a,midnight,SUPPRESSED,,,,,,1,0.0,0.0
2026-06-04_Trade_2,2026-06-04,Trade 2 - Pivot (TREND_UP breakout),Trade 2,LONG,midnight,FILLED,STOP already marketable at 02:00 - filled at open,2026-06-05 02:00:00,7578.5,27.38,1.002,3,-1.0,-1.0
2026-06-04_Trade_3A,2026-06-04,Trade 3A - Momentum-Pullback (57.5% fib),Trade 3A,LONG,midnight,SUPPRESSED,,,,,,1,0.0,0.0
2026-06-05_Trade_1,2026-06-05,"Trade 1 - Daily Directional (SUPPRESSED, sub-threshold conviction)",Trade 1,n/a,midnight,SUPPRESSED,,,,,,1,0.0,0.0
2026-06-05_Trade_2,2026-06-05,"Trade 2 - Pivot, transition regime, breakout-side long above the daily pivot",Trade 2,LONG,midnight,SKIPPED_MALFORMED,LIMIT already marketable at 02:00 - filled at open,2026-06-08 02:00:00,7362.7,193.06,7.48,1,0.0,0.0
2026-06-05_Trade_3C,2026-06-05,"Trade 3C - Momentum-Breakout (SUPPRESSED, no confirmed break of the 25-session range)",Trade 3C,n/a,midnight,SUPPRESSED,,,,,,1,0.0,0.0
2026-06-08_Trade_1,2026-06-08,"Trade 1 - Daily Directional (SHORT, market at the daily-open anchor)",Trade 1,SHORT,midnight,FILLED,MARKET at 02:00 open,2026-06-09 02:00:00,7407.2,73.7,0.834,3,-1.0,-1.0
2026-06-08_Trade_2,2026-06-08,"Trade 2 - Pivot, regime-aware: TRANSITION branch, downside-breakout side only, on the corroborated weekly tiers (SHORT sell limit)",Trade 2,SHORT,midnight,FILLED,LIMIT touched,2026-06-09 13:00:00,7447.17,88.53,1.0,3,1.33,1.33
2026-06-08_Trade_3C,2026-06-08,"Trade 3C - Momentum-Breakout (TRANSITION fork) - SUPPRESSED, no confirmed break of the 25-session range",Trade 3C,n/a,midnight,SUPPRESSED,,,,,,1,0.0,0.0
2026-06-09_Trade_1,2026-06-09,Trade 1 - Daily Directional (SHORT),Trade 1,SHORT,midnight,FILLED,MARKET at 02:00 open,2026-06-10 02:00:00,7366.3,122.71,1.573,3,0.677,1.639
2026-06-09_Trade_2,2026-06-09,"Trade 2 - Pivot, transition breakout side (SHORT)",Trade 2,SHORT,midnight,NO FILL,,,,,,1,0.0,0.0
2026-06-09_Trade_3C,2026-06-09,Trade 3C - Momentum-Breakout (transition regime) - SUPPRESSED,Trade 3C,n/a,midnight,SUPPRESSED,,,,,,1,0.0,0.0
2026-06-10_Trade_1,2026-06-10,"Trade 1 - Daily Directional, SHORT, market at the daily-open anchor",Trade 1,SHORT,midnight,FILLED,MARKET at 02:00 open,2026-06-11 02:00:00,7240.7,266.31,2.225,3,-0.56,-0.02
2026-06-10_Trade_2,2026-06-10,"Trade 2 - Pivot, TRANSITION branch, downside breakout side, SHORT sell stop below daily P",Trade 2,SHORT,midnight,FILLED,STOP already marketable at 02:00 - filled at open,2026-06-11 02:00:00,7240.7,234.9,2.047,3,-0.691,-0.368
2026-06-10_Trade_3C,2026-06-10,Trade 3C - Momentum-Breakout - SUPPRESSED: no confirmed close beyond the 25-day boundary,Trade 3C,n/a,midnight,SUPPRESSED,,,,,,1,0.0,0.0
2026-06-11_Trade_1,2026-06-11,"Trade 1 - Daily Directional (SHORT, TRANSITION regime, bearish bias)",Trade 1,SHORT,midnight,FILLED,MARKET at 02:00 open,2026-06-12 02:00:00,7408.9,78.12,0.363,3,-0.773,-0.918
2026-06-11_Trade_2,2026-06-11,"Trade 2 - Pivot, regime-aware (TRANSITION branch, breakout side only)",Trade 2,n/a,midnight,SUPPRESSED,,,,,,1,0.0,0.0
2026-06-11_Trade_3C,2026-06-11,Trade 3C - Momentum-Breakout (TRANSITION fork),Trade 3C,n/a,midnight,SUPPRESSED,,,,,,1,0.0,0.0
2026-06-15_Trade_1,2026-06-15,"Trade 1 - Daily Directional, LONG, market at the daily-open anchor",Trade 1,LONG,midnight,FILLED,MARKET at 02:00 open,2026-06-16 02:00:00,7552.5,212.11,2.318,3,-0.434,0.311
2026-06-15_Trade_2,2026-06-15,"Trade 2 - Pivot, TRANSITION branch, upside breakout side, LONG buy limit above daily P",Trade 2,LONG,midnight,NO FILL,,,,,,1,0.0,0.0
2026-06-15_Trade_3C,2026-06-15,Trade 3C - Momentum-Breakout - SUPPRESSED: no confirmed break of the 25-session range (price test; corroboration gate does not apply),Trade 3C,n/a,midnight,SUPPRESSED,,,,,,1,0.0,0.0
2026-06-16_Trade_1,2026-06-16,"Trade 1 - Daily Directional (LONG, market at the daily-open anchor)",Trade 1,LONG,midnight,FILLED,MARKET at 02:00 open,2026-06-17 02:00:00,7532.4,20.9,0.403,3,-1.0,-1.0
2026-06-16_Trade_2,2026-06-16,"Trade 2 - Pivot, regime-aware (TRANSITION, breakout side only) - SUPPRESSED",Trade 2,n/a,midnight,SUPPRESSED,,,,,,1,0.0,0.0
2026-06-16_Trade_3C,2026-06-16,Trade 3C - Momentum-Breakout (regime TRANSITION) - SUPPRESSED,Trade 3C,n/a,midnight,SUPPRESSED,,,,,,1,0.0,0.0
2026-06-17_Trade_1,2026-06-17,"Trade 1 - Daily Directional (LONG, market at daily-open anchor)",Trade 1,LONG,midnight,SKIPPED_MALFORMED,MARKET at 02:00 open,2026-06-18 02:00:00,7462.3,15.54,0.345,1,0.0,0.0
2026-06-17_Trade_2,2026-06-17,"Trade 2 - Pivot, TRANSITION branch (breakout side only) - SUPPRESSED",Trade 2,LONG,midnight,SUPPRESSED,,,,,,1,0.0,0.0
2026-06-17_Trade_3C,2026-06-17,Trade 3C - Momentum-Breakout (regime fork: TRANSITION -> 3C) - SUPPRESSED,Trade 3C,LONG,midnight,SUPPRESSED,,,,,,1,0.0,0.0
2026-06-18_Trade_1,2026-06-18,"Trade 1 - Daily Directional (SHORT, TRANSITION regime, conviction -0.68)",Trade 1,SHORT,midnight,SKIPPED_MALFORMED,MARKET at 02:00 open,2026-06-19 02:00:00,7498.7,13.01,0.224,1,0.0,0.0
2026-06-18_Trade_2,2026-06-18,"Trade 2 - Pivot, regime-aware (TRANSITION branch, downside breakout side, SHORT sell limit)",Trade 2,SHORT,midnight,SKIPPED_MICRO_R,LIMIT already marketable at 02:00 - filled at open,2026-06-19 02:00:00,7498.7,0.1,0.002,1,0.0,0.0
2026-06-18_Trade_3C,2026-06-18,Trade 3C - Momentum-Breakout (TRANSITION fork) - SUPPRESSED,Trade 3C,n/a,midnight,SUPPRESSED,,,,,,1,0.0,0.0
2026-06-19_Trade_1,2026-06-19,Trade 1 - Daily Directional,Trade 1,LONG,midnight,FILLED,MARKET at 02:00 open,2026-06-22 02:00:00,7477.8,33.24,0.576,3,-0.627,-0.785
2026-06-19_Trade_2,2026-06-19,"Trade 2 - Pivot, transition breakout side (LONG)",Trade 2,LONG,midnight,FILLED,LIMIT already marketable at 02:00 - filled at open,2026-06-22 02:00:00,7477.8,28.67,0.561,3,1.234,0.253
2026-06-19_Trade_3C,2026-06-19,Trade 3C - Momentum-Breakout - SUPPRESSED (no confirmed 25-session range break at D-1),Trade 3C,n/a,midnight,SUPPRESSED,,,,,,1,0.0,0.0
2026-06-24_Trade_1,2026-06-24,Trade 1 - Daily Directional,Trade 1,SHORT,midnight,FILLED,MARKET at 02:00 open,2026-06-25 02:00:00,7408.6,53.08,0.608,3,-0.469,-0.677
2026-06-24_Trade_2,2026-06-24,"Trade 2 - Pivot, regime-aware (TREND branch, TREND_DOWN) - SUPPRESSED",Trade 2,n/a,midnight,SUPPRESSED,,,,,,1,0.0,0.0
2026-06-24_Trade_3A,2026-06-24,Trade 3A - Momentum-Pullback (TREND_DOWN fork) - SUPPRESSED,Trade 3A,n/a,midnight,SUPPRESSED,,,,,,1,0.0,0.0
2026-06-25_Trade_1,2026-06-25,Trade 1 - Daily Directional - SUPPRESSED,Trade 1,n/a,midnight,SUPPRESSED,,,,,,1,0.0,0.0
2026-06-25_Trade_2,2026-06-25,"Trade 2 - Pivot, regime-aware (TRANSITION, breakout side only) - SHORT",Trade 2,SHORT,midnight,FILLED,LIMIT touched,2026-06-26 02:15:00,7380.18,36.8,1.0,3,1.102,1.102
2026-06-25_Trade_3C,2026-06-25,Trade 3C - Momentum-Breakout (regime TRANSITION) - SUPPRESSED,Trade 3C,SHORT,midnight,SUPPRESSED,,,,,,1,0.0,0.0
2026-06-26_Trade_1,2026-06-26,"Trade 1 - Daily Directional (market at daily-open anchor, SHORT)",Trade 1,SHORT,midnight,FILLED,MARKET at 02:00 open,2026-06-29 02:00:00,7380.0,79.13,0.849,3,-0.921,-0.933
2026-06-26_Trade_2,2026-06-26,"Trade 2 - Pivot, TRANSITION breakout side only (sell limit at the daily pivot offset, SHORT)",Trade 2,SHORT,midnight,FILLED,LIMIT already marketable at 02:00 - filled at open,2026-06-29 02:00:00,7380.0,32.52,0.795,3,-1.0,-1.0
2026-06-26_Trade_3C,2026-06-26,"Trade 3C - Momentum-Breakout (TRANSITION fork) - SUPPRESSED, no confirmed break of the 25-session range",Trade 3C,n/a,midnight,SUPPRESSED,,,,,,1,0.0,0.0
2026-06-29_Trade_1,2026-06-29,Trade 1 - Daily Directional (SHORT),Trade 1,SHORT,midnight,FILLED,MARKET at 02:00 open,2026-06-30 02:00:00,7440.4,126.09,0.547,3,-0.79,-0.885
2026-06-29_Trade_2,2026-06-29,"Trade 2 - Pivot, breakout side (transitional regime, down-break)",Trade 2,SHORT,midnight,SKIPPED_MALFORMED,LIMIT already marketable at 02:00 - filled at open,2026-06-30 02:00:00,7440.4,58.28,1.434,1,0.0,0.0
2026-06-29_Trade_3C,2026-06-29,Trade 3C - Momentum-Breakout (transitional regime) - SUPPRESSED,Trade 3C,SHORT,midnight,SUPPRESSED,,,,,,1,0.0,0.0
2026-06-30_Trade_1,2026-06-30,Trade 1 - Daily Directional - SUPPRESSED (directional conviction below threshold),Trade 1,n/a,midnight,SUPPRESSED,,,,,,1,0.0,0.0
2026-06-30_Trade_2,2026-06-30,"Trade 2 - Pivot, trend branch (short across the daily pivot)",Trade 2,SHORT,midnight,NO FILL,,,,,,1,0.0,0.0
2026-06-30_Trade_3A,2026-06-30,"Trade 3A - Momentum-Pullback, 57.5% retracement short (trending-bearish fork)",Trade 3A,SHORT,midnight,NO FILL,,,,,,1,0.0,0.0
2026-07-01_Trade_1,2026-07-01,"Trade 1 - Daily Directional (market at the daily-open anchor, LONG)",Trade 1,LONG,midnight,FILLED,MARKET at 02:00 open,2026-07-02 02:00:00,7487.2,59.37,0.907,3,-1.0,-1.0
2026-07-01_Trade_2,2026-07-01,"Trade 2 - Pivot, TREND branch (buy limit 10% of the way from the daily pivot to first resistance)",Trade 2,LONG,midnight,FILLED,LIMIT touched,2026-07-02 02:00:00,7486.91,59.08,1.0,3,0.57,0.57
2026-07-01_Trade_3A,2026-07-01,Trade 3A - Momentum-Pullback (buy limit at the 57.5% retracement of the 26-30 Jun up-leg),Trade 3A,LONG,midnight,NO FILL,,,,,,1,0.0,0.0
2026-07-02_Trade_1,2026-07-02,"Trade 1 - Daily Directional (LONG, momentum continuation)",Trade 1,LONG,midnight,FILLED,MARKET at 02:00 open,2026-07-03 02:00:00,7483.3,53.5,0.902,3,0.205,0.087
2026-07-02_Trade_2,2026-07-02,"Trade 2 - Pivot (regime-aware, TRANSITION breakout side)",Trade 2,n/a,midnight,SUPPRESSED,,,,,,1,0.0,0.0
2026-07-02_Trade_3C,2026-07-02,Trade 3C - Momentum-Breakout (25-day range),Trade 3C,n/a,midnight,SUPPRESSED,,,,,,1,0.0,0.0
2026-07-03_Trade_1,2026-07-03,Trade 1 - Daily Directional,Trade 1,LONG,midnight,FILLED,MARKET at 02:00 open,2026-07-06 02:00:00,7512.6,108.81,1.577,3,-0.141,0.355
2026-07-03_Trade_2,2026-07-03,Trade 2 - Pivot (TRANSITION breakout side),Trade 2,LONG,midnight,FILLED,STOP already marketable at 02:00 - filled at open,2026-07-06 02:00:00,7512.6,80.92,1.501,3,-0.58,-0.37
2026-07-03_Trade_3C,2026-07-03,Trade 3C - Momentum-Breakout (TRANSITION),Trade 3C,LONG,midnight,SUPPRESSED,,,,,,1,0.0,0.0
2026-07-09_Trade_1,2026-07-09,"Trade 1 - Daily Directional (SHORT, conviction score -0.61)",Trade 1,SHORT,midnight,SKIPPED_MALFORMED,MARKET at 02:00 open,2026-07-10 02:00:00,7539.3,15.46,0.342,1,0.0,0.0
2026-07-09_Trade_2,2026-07-09,"Trade 2 - Pivot, TRANSITION branch, downside breakout side only (SHORT sell stop below daily P)",Trade 2,SHORT,midnight,NO FILL,,,,,,1,0.0,0.0
2026-07-09_Trade_3C,2026-07-09,Trade 3C - Momentum-Breakout (25-day range) - SUPPRESSED,Trade 3C,n/a,midnight,SUPPRESSED,,,,,,1,0.0,0.0
2026-07-10_Trade_1,2026-07-10,Trade 1 - Daily Directional (LONG),Trade 1,LONG,midnight,FILLED,MARKET at 02:00 open,2026-07-13 02:00:00,7556.2,75.98,1.214,3,-0.868,-0.84
2026-07-10_Trade_2,2026-07-10,Trade 2 - Pivot (regime-aware),Trade 2,n/a,midnight,SUPPRESSED,,,,,,1,0.0,0.0
2026-07-10_Trade_3C,2026-07-10,Trade 3C - Momentum-Breakout,Trade 3C,n/a,midnight,SUPPRESSED,,,,,,1,0.0,0.0
2026-07-13_Trade_1,2026-07-13,Trade 1 - Daily Directional (LONG),Trade 1,LONG,midnight,SKIPPED_MICRO_R,MARKET at 02:00 open,2026-07-14 02:00:00,7508.1,2.15,0.032,1,0.0,0.0
2026-07-13_Trade_2,2026-07-13,Trade 2 - Pivot (TRANSITION breakout side),Trade 2,n/a,midnight,SUPPRESSED,,,,,,1,0.0,0.0
2026-07-13_Trade_3C,2026-07-13,Trade 3C - Momentum-Breakout,Trade 3C,n/a,midnight,SUPPRESSED,,,,,,1,0.0,0.0
2026-07-14_Trade_1,2026-07-14,"Trade 1 - Daily Directional (LONG, conviction +0.28 >= 0.25 threshold)",Trade 1,LONG,midnight,FILLED,MARKET at 02:00 open,2026-07-15 02:00:00,7545.6,70.48,1.636,3,-0.131,0.422
2026-07-14_Trade_2,2026-07-14,"Trade 2 - Pivot, TRANSITION branch, upside breakout side only",Trade 2,LONG,midnight,FILLED,STOP already marketable at 02:00 - filled at open,2026-07-15 02:00:00,7545.6,43.64,1.421,3,0.325,0.884
2026-07-14_Trade_3C,2026-07-14,"Trade 3C - Momentum-Breakout (regime fork: TRANSITION) - SUPPRESSED, no confirmed break",Trade 3C,n/a,midnight,SUPPRESSED,,,,,,1,0.0,0.0
2026-07-15_Trade_1,2026-07-15,Trade 1 - Daily Directional,Trade 1,LONG,midnight,FILLED,MARKET at 02:00 open,2026-07-16 02:00:00,7576.0,87.9,1.508,3,-0.856,-0.782
2026-07-15_Trade_2,2026-07-15,"Trade 2 - Pivot (TRANSITION, breakout side only)",Trade 2,n/a,midnight,SUPPRESSED,,,,,,1,0.0,0.0
2026-07-15_Trade_3C,2026-07-15,Trade 3C - Momentum-Breakout (TRANSITION),Trade 3C,n/a,midnight,SUPPRESSED,,,,,,1,0.0,0.0
2026-07-16_Trade_1,2026-07-16,"Trade 1 - Daily Directional (LONG, conviction +0.2750 >= 0.25 threshold)",Trade 1,LONG,midnight,SKIPPED_MICRO_R,MARKET at 02:00 open,2026-07-17 02:00:00,7524.4,1.8,0.035,1,0.0,0.0
2026-07-16_Trade_2,2026-07-16,"Trade 2 - Pivot, regime-aware (TRANSITION branch) - SUPPRESSED, no breakout side identified",Trade 2,n/a,midnight,SUPPRESSED,,,,,,1,0.0,0.0
2026-07-16_Trade_3C,2026-07-16,"Trade 3C - Momentum-Breakout (TRANSITION fork) - SUPPRESSED, no confirmed break",Trade 3C,n/a,midnight,SUPPRESSED,,,,,,1,0.0,0.0
2026-07-17_Trade_1,2026-07-17,Trade 1 - Daily Directional - SUPPRESSED (directional conviction below threshold),Trade 1,n/a,midnight,SUPPRESSED,,,,,,1,0.0,0.0
2026-07-17_Trade_2,2026-07-17,"Trade 2 - Pivot (regime-aware, TRANSITION breakout side) - SUPPRESSED",Trade 2,n/a,midnight,SUPPRESSED,,,,,,1,0.0,0.0
2026-07-17_Trade_3C,2026-07-17,Trade 3C - Momentum-Breakout (25-day range) - SUPPRESSED (not eligible),Trade 3C,n/a,midnight,SUPPRESSED,,,,,,1,0.0,0.0
2026-07-20_Trade_1,2026-07-20,Daily Directional,Trade 1,SHORT,midnight,FILLED,MARKET at 02:00 open,2026-07-21 02:00:00,7437.2,77.49,1.334,3,-1.0,-1.0
2026-07-20_Trade_2,2026-07-20,"Pivot (TRANSITION, breakout side only)",Trade 2,SHORT,midnight,NO FILL,,,,,,1,0.0,0.0
