report_id,report_date,strategy,direction,card_entry_mode,card_entry,stop_loss,tp1,tp2,tp3,card_R_points,management,window_session,fill_status,fill_time_broker,fill_price,unit,exit_price,exit_time_broker,exit_reason,R_window,R_points_window,notes
SPX-2026-05-13,2026-05-13,Trade 3C - Momentum-Breakout (buy stop),LONG,BUY STOP,7432.0,7335.0,7529.0,7626.0,7606.0,97.0,3 units; Unit3 SL->entry+0.2R (7451.40) on TP2 fill; runner CARD-SPECIFIED time-stop at session close + 3xATR cap,2026-05-14,FILLED,2026-05-14 06:45:00,7458.1,Unit 3,7504.1,2026-05-14 23:45:00,card-specified runner time-stop at the entry-session close | marketable at window open (level already breached) - filled at open,0.374,123.1,entry ref 7432.0 vs window fill 7458.1 (+26.1)
SPX-2026-05-14,2026-05-14,Trade 1 - Daily Directional,,,,,,,,,,,SUPPRESSED,,,All units,,,SUPPRESSED by card: direction score +0.18 below 0.25 threshold; event-laden session (Trump-Xi summit + Retail Sales).,0.0,,
SPX-2026-05-14,2026-05-14,Trade 2 - Pivot (buy limit weekly P),LONG,BUY LIMIT,7402.0,7367.0,7437.0,7472.0,7540.0,35.0,3 units; Unit3 SL->entry+0.2R (7409) on TP2 fill; runner time-stop at session close,2026-05-15,NO FILL,,,All units,,,level 7402.0 not reached in the 06:45-08:45 window on 2026-05-15 (window range 7459.3-7490.1); order expires.,0.0,,
SPX-2026-05-14,2026-05-14,Trade 3A - Momentum-Pullback (38.2% fib),LONG,BUY LIMIT,7422.0,7378.0,7449.0,7495.0,7540.0,44.0,3 units; Unit3 SL->entry+0.2R (7431) on TP2 fill; structural override to 7400 only on break above 7520,2026-05-15,NO FILL,,,All units,,,level 7422.0 not reached in the 06:45-08:45 window on 2026-05-15 (window range 7459.3-7490.1); order expires.,0.0,,
SPX-2026-05-15,2026-05-15,Trade 1 - Daily Directional,LONG,MARKET @ 13:30 UK,7501.59,7453.59,7549.59,7597.59,7681.59,48.0,3 units; Unit3 SL->entry+0.2R (7511.19) on TP2 fill; runner time-stop at NY close 15 May,2026-05-18,MALFORMED,2026-05-18 06:45:00,7371.6,Unit 1,7453.59,2026-05-18 06:45:00,Stop is on the wrong side of the 06:45 window fill - unexecutable as written.,-1.0,81.99,STOP ON WRONG SIDE OF FILL - order malformed at this window | entry ref 7501.59 vs window fill 7371.6 (-130.0)
SPX-2026-05-15,2026-05-15,Trade 1 - Daily Directional,LONG,MARKET @ 13:30 UK,7501.59,7453.59,7549.59,7597.59,7681.59,48.0,3 units; Unit3 SL->entry+0.2R (7511.19) on TP2 fill; runner time-stop at NY close 15 May,2026-05-18,MALFORMED,2026-05-18 06:45:00,7371.6,Unit 2,7453.59,2026-05-18 06:45:00,Stop is on the wrong side of the 06:45 window fill - unexecutable as written.,-1.0,81.99,STOP ON WRONG SIDE OF FILL - order malformed at this window | entry ref 7501.59 vs window fill 7371.6 (-130.0)
SPX-2026-05-15,2026-05-15,Trade 1 - Daily Directional,LONG,MARKET @ 13:30 UK,7501.59,7453.59,7549.59,7597.59,7681.59,48.0,3 units; Unit3 SL->entry+0.2R (7511.19) on TP2 fill; runner time-stop at NY close 15 May,2026-05-18,MALFORMED,2026-05-18 06:45:00,7371.6,Unit 3,7453.59,2026-05-18 06:45:00,Stop is on the wrong side of the 06:45 window fill - unexecutable as written.,-1.0,81.99,STOP ON WRONG SIDE OF FILL - order malformed at this window | entry ref 7501.59 vs window fill 7371.6 (-130.0)
SPX-2026-05-15,2026-05-15,"Trade 2 - Pivot (TREND breakout, buy stop)",LONG,BUY STOP,7485.68,7461.74,7525.66,7549.73,,23.94,3 units; Unit3 SL->entry+0.2R (7490.47) on TP2 fill; runner time-stop at NY close,2026-05-18,NO FILL,,,All units,,,level 7485.68 not reached in the 06:45-08:45 window on 2026-05-18 (window range 7363.7-7377.6); order expires.,0.0,,
SPX-2026-05-15,2026-05-15,Trade 3C - Momentum-Breakout (buy stop),LONG,BUY STOP (on confirmed daily close > 7505.30),7510.0,7425.0,7595.0,7680.0,,85.0,3 units; Unit3 SL->entry+0.2R (7527) on TP2 fill; runner time-stop at 22 May NY close,2026-05-18,NO FILL,,,All units,,,level 7510.0 not reached in the 06:45-08:45 window on 2026-05-18 (window range 7363.7-7377.6); order expires.,0.0,,
SPX-2026-05-18,2026-05-18,Trade 1 - Daily Directional,SHORT,MARKET @ overridden daily-open anchor,7457.31,7466.1,7448.52,7439.73,7322.31,8.79,3 units; Unit3 SL->entry-0.2R (7459.07) on TP2 fill; runner CARD-SPECIFIED time-stop at session close / 3xATR cap,2026-05-19,FILLED,2026-05-19 06:45:00,7402.5,Unit 1,7448.52,2026-05-19 06:45:00,TP1 reached | market at window open 06:45,-0.724,63.6,entry ref 7457.31 vs window fill 7402.5 (-54.8) | TP1 already behind price at fill | TP2 already behind price at fill
SPX-2026-05-18,2026-05-18,Trade 1 - Daily Directional,SHORT,MARKET @ overridden daily-open anchor,7457.31,7466.1,7448.52,7439.73,7322.31,8.79,3 units; Unit3 SL->entry-0.2R (7459.07) on TP2 fill; runner CARD-SPECIFIED time-stop at session close / 3xATR cap,2026-05-19,FILLED,2026-05-19 06:45:00,7402.5,Unit 2,7439.73,2026-05-19 06:45:00,TP2 reached | market at window open 06:45,-0.585,63.6,entry ref 7457.31 vs window fill 7402.5 (-54.8) | TP1 already behind price at fill | TP2 already behind price at fill
SPX-2026-05-18,2026-05-18,Trade 1 - Daily Directional,SHORT,MARKET @ overridden daily-open anchor,7457.31,7466.1,7448.52,7439.73,7322.31,8.79,3 units; Unit3 SL->entry-0.2R (7459.07) on TP2 fill; runner CARD-SPECIFIED time-stop at session close / 3xATR cap,2026-05-19,FILLED,2026-05-19 06:45:00,7402.5,Unit 3,7389.78,2026-05-19 06:45:00,BE+/-0.2R trail hit after TP2 fill | market at window open 06:45,0.2,63.6,entry ref 7457.31 vs window fill 7402.5 (-54.8) | TP1 already behind price at fill | TP2 already behind price at fill
SPX-2026-05-18,2026-05-18,Trade 2 - Pivot fade (sell limit daily R1),SHORT,SELL LIMIT,7443.07,7482.13,7404.0,7420.28,7385.72,39.07,3 units; Unit3 SL->entry-0.2R (7435.25) on TP2 fill; runner exits on P touch / S1 close / session close,2026-05-19,NO FILL,,,All units,,,level 7443.07 not reached in the 06:45-08:45 window on 2026-05-19 (window range 7376.3-7402.5); order expires.,0.0,,
SPX-2026-05-18,2026-05-18,"Trade 3C - Transition Breakout (sell stop, conditional)",SHORT,"SELL STOP on confirmed daily close < 7386.25, executed next open",7386.25,7459.35,7326.23,7229.13,7186.39,73.1,3 units; Unit3 SL->entry-0.2R (7371.63) on TP2 fill,2026-05-19,FILLED,2026-05-19 07:15:00,7386.25,Unit 1,7459.35,2026-05-21 20:45:00,stopped out (TP1 reached later at 2026-06-09 18:15:00) | touched inside window,-1.0,73.1,
SPX-2026-05-18,2026-05-18,"Trade 3C - Transition Breakout (sell stop, conditional)",SHORT,"SELL STOP on confirmed daily close < 7386.25, executed next open",7386.25,7459.35,7326.23,7229.13,7186.39,73.1,3 units; Unit3 SL->entry-0.2R (7371.63) on TP2 fill,2026-05-19,FILLED,2026-05-19 07:15:00,7386.25,Unit 2,7459.35,2026-05-21 20:45:00,stopped out (TP2 not reached) | touched inside window,-1.0,73.1,
SPX-2026-05-18,2026-05-18,"Trade 3C - Transition Breakout (sell stop, conditional)",SHORT,"SELL STOP on confirmed daily close < 7386.25, executed next open",7386.25,7459.35,7326.23,7229.13,7186.39,73.1,3 units; Unit3 SL->entry-0.2R (7371.63) on TP2 fill,2026-05-19,FILLED,2026-05-19 07:15:00,7386.25,Unit 3,7459.35,2026-05-21 20:45:00,stopped out | touched inside window,-1.0,73.1,
SPX-2026-05-19,2026-05-19,Trade 1 - Daily Directional (mean-reversion),LONG,"PENDING MARKET-BUY set 00:00 UK, activates NY cash open 14:30 UK",7403.05,7335.0,7434.0,7490.0,7573.0,68.05,3 units; Unit3 trails to entry+0.2R (7416.65) on TP2 fill,2026-05-20,FILLED,2026-05-20 06:45:00,7351.4,Unit 1,7434.0,2026-05-20 18:15:00,TP1 reached | market at window open 06:45,5.037,16.4,entry ref 7403.05 vs window fill 7351.4 (-51.7)
SPX-2026-05-19,2026-05-19,Trade 1 - Daily Directional (mean-reversion),LONG,"PENDING MARKET-BUY set 00:00 UK, activates NY cash open 14:30 UK",7403.05,7335.0,7434.0,7490.0,7573.0,68.05,3 units; Unit3 trails to entry+0.2R (7416.65) on TP2 fill,2026-05-20,FILLED,2026-05-20 06:45:00,7351.4,Unit 2,7490.0,2026-05-22 16:00:00,TP2 reached | market at window open 06:45,8.451,16.4,entry ref 7403.05 vs window fill 7351.4 (-51.7)
SPX-2026-05-19,2026-05-19,Trade 1 - Daily Directional (mean-reversion),LONG,"PENDING MARKET-BUY set 00:00 UK, activates NY cash open 14:30 UK",7403.05,7335.0,7434.0,7490.0,7573.0,68.05,3 units; Unit3 trails to entry+0.2R (7416.65) on TP2 fill,2026-05-20,FILLED,2026-05-20 06:45:00,7351.4,Unit 3,7573.0,2026-05-28 20:45:00,runner target reached | market at window open 06:45,13.512,16.4,entry ref 7403.05 vs window fill 7351.4 (-51.7)
SPX-2026-05-19,2026-05-19,Trade 2 - Pivot (buy limit daily S1),LONG,BUY LIMIT,7371.85,7348.0,7403.0,7434.0,7490.0,23.85,3 units; Unit3 trails to entry+0.2R on TP2 fill,2026-05-20,FILLED,2026-05-20 06:45:00,7351.4,Unit 1,7348.0,2026-05-20 07:45:00,stopped out (TP1 reached later at 2026-05-20 17:15:00) | marketable at window open (level already breached) - filled at open,-1.0,3.4,entry ref 7371.85 vs window fill 7351.4 (-20.5)
SPX-2026-05-19,2026-05-19,Trade 2 - Pivot (buy limit daily S1),LONG,BUY LIMIT,7371.85,7348.0,7403.0,7434.0,7490.0,23.85,3 units; Unit3 trails to entry+0.2R on TP2 fill,2026-05-20,FILLED,2026-05-20 06:45:00,7351.4,Unit 2,7348.0,2026-05-20 07:45:00,stopped out (TP2 reached later at 2026-05-20 18:15:00) | marketable at window open (level already breached) - filled at open,-1.0,3.4,entry ref 7371.85 vs window fill 7351.4 (-20.5)
SPX-2026-05-19,2026-05-19,Trade 2 - Pivot (buy limit daily S1),LONG,BUY LIMIT,7371.85,7348.0,7403.0,7434.0,7490.0,23.85,3 units; Unit3 trails to entry+0.2R on TP2 fill,2026-05-20,FILLED,2026-05-20 06:45:00,7351.4,Unit 3,7348.0,2026-05-20 07:45:00,stopped out | marketable at window open (level already breached) - filled at open,-1.0,3.4,entry ref 7371.85 vs window fill 7351.4 (-20.5)
SPX-2026-05-19,2026-05-19,Trade 3A - Momentum-Pullback (layered fib limits),LONG,BUY LIMIT (layered 7444.43 / 7427.32),7435.5,7360.0,7490.0,7517.0,7573.0,75.5,3 units; on Unit 2 fill Unit 3 stop pulls to entry (supersedes +0.2R),2026-05-20,MALFORMED,2026-05-20 06:45:00,7351.4,Unit 1,7360.0,2026-05-20 06:45:00,Stop is on the wrong side of the 06:45 window fill - unexecutable as written.,-1.0,8.6,STOP ON WRONG SIDE OF FILL - order malformed at this window | entry ref 7435.5 vs window fill 7351.4 (-84.1)
SPX-2026-05-19,2026-05-19,Trade 3A - Momentum-Pullback (layered fib limits),LONG,BUY LIMIT (layered 7444.43 / 7427.32),7435.5,7360.0,7490.0,7517.0,7573.0,75.5,3 units; on Unit 2 fill Unit 3 stop pulls to entry (supersedes +0.2R),2026-05-20,MALFORMED,2026-05-20 06:45:00,7351.4,Unit 2,7360.0,2026-05-20 06:45:00,Stop is on the wrong side of the 06:45 window fill - unexecutable as written.,-1.0,8.6,STOP ON WRONG SIDE OF FILL - order malformed at this window | entry ref 7435.5 vs window fill 7351.4 (-84.1)
SPX-2026-05-19,2026-05-19,Trade 3A - Momentum-Pullback (layered fib limits),LONG,BUY LIMIT (layered 7444.43 / 7427.32),7435.5,7360.0,7490.0,7517.0,7573.0,75.5,3 units; on Unit 2 fill Unit 3 stop pulls to entry (supersedes +0.2R),2026-05-20,MALFORMED,2026-05-20 06:45:00,7351.4,Unit 3,7360.0,2026-05-20 06:45:00,Stop is on the wrong side of the 06:45 window fill - unexecutable as written.,-1.0,8.6,STOP ON WRONG SIDE OF FILL - order malformed at this window | entry ref 7435.5 vs window fill 7351.4 (-84.1)
SPX-2026-05-20,2026-05-20,Trade 1 - Daily Directional,,,,,,,,,,,SUPPRESSED,,,All units,,,SUPPRESSED by card: direction score |+0.02| below 0.25 threshold; short-term bearish vs medium-term bullish cancelled out.,0.0,,
SPX-2026-05-20,2026-05-20,Trade 2 - Pivot (weekly TREND breakout),LONG,BUY STOP from 14:30 UK cash open,7442.17,7372.92,7488.61,7528.67,7568.73,69.25,3 units; Unit3 SL->entry+0.2R (7456.02) on TP2 fill; runner CARD-SPECIFIED exit at session close + 3xATR cap,2026-05-21,FILLED,2026-05-21 08:00:00,7442.17,Unit 1,7488.61,2026-05-22 15:45:00,TP1 reached | touched inside window,0.671,69.25,
SPX-2026-05-20,2026-05-20,Trade 2 - Pivot (weekly TREND breakout),LONG,BUY STOP from 14:30 UK cash open,7442.17,7372.92,7488.61,7528.67,7568.73,69.25,3 units; Unit3 SL->entry+0.2R (7456.02) on TP2 fill; runner CARD-SPECIFIED exit at session close + 3xATR cap,2026-05-21,FILLED,2026-05-21 08:00:00,7442.17,Unit 2,7528.67,2026-05-25 02:30:00,TP2 reached | touched inside window,1.249,69.25,
SPX-2026-05-20,2026-05-20,Trade 2 - Pivot (weekly TREND breakout),LONG,BUY STOP from 14:30 UK cash open,7442.17,7372.92,7488.61,7528.67,7568.73,69.25,3 units; Unit3 SL->entry+0.2R (7456.02) on TP2 fill; runner CARD-SPECIFIED exit at session close + 3xATR cap,2026-05-21,FILLED,2026-05-21 08:00:00,7442.17,Unit 3,7452.3,2026-05-21 23:45:00,card-specified runner time-stop at the entry-session close | touched inside window,0.146,69.25,
SPX-2026-05-20,2026-05-20,Trade 3A - Momentum-Pullback (demand-zone retest),LONG,BUY LIMIT,7360.0,7325.0,7395.0,7433.31,7453.09,35.0,3 units; Unit3 SL->entry+0.2R (7367) on TP2 fill; override to ATH retest on 100% ext,2026-05-21,NO FILL,,,All units,,,level 7360.0 not reached in the 06:45-08:45 window on 2026-05-21 (window range 7428.4-7442.5); order expires.,0.0,,
SPX-2026-05-21,2026-05-21,Trade 1 - Daily Directional,LONG,MARKET @ overridden daily-open anchor (proxy = 20 May RTH close),7432.97,7326.24,7539.7,7646.43,7612.49,106.73,3 units; Unit3 SL->entry+0.2R (7454.32) on TP2 fill; runner CARD-SPECIFIED time-stop at session close / 3xATR cap,2026-05-22,FILLED,2026-05-22 06:45:00,7472.2,Unit 1,7539.7,2026-05-25 05:45:00,TP1 reached | market at window open 06:45,0.462,145.96,entry ref 7432.97 vs window fill 7472.2 (+39.2)
SPX-2026-05-21,2026-05-21,Trade 1 - Daily Directional,LONG,MARKET @ overridden daily-open anchor (proxy = 20 May RTH close),7432.97,7326.24,7539.7,7646.43,7612.49,106.73,3 units; Unit3 SL->entry+0.2R (7454.32) on TP2 fill; runner CARD-SPECIFIED time-stop at session close / 3xATR cap,2026-05-22,FILLED,2026-05-22 06:45:00,7472.2,Unit 2,7326.24,2026-06-09 18:15:00,stopped out (TP2 reached later at 2026-08-04 16:45:00) | market at window open 06:45,-1.0,145.96,entry ref 7432.97 vs window fill 7472.2 (+39.2)
SPX-2026-05-21,2026-05-21,Trade 1 - Daily Directional,LONG,MARKET @ overridden daily-open anchor (proxy = 20 May RTH close),7432.97,7326.24,7539.7,7646.43,7612.49,106.73,3 units; Unit3 SL->entry+0.2R (7454.32) on TP2 fill; runner CARD-SPECIFIED time-stop at session close / 3xATR cap,2026-05-22,FILLED,2026-05-22 06:45:00,7472.2,Unit 3,7470.9,2026-05-22 23:45:00,card-specified runner time-stop at the entry-session close | market at window open 06:45,-0.009,145.96,entry ref 7432.97 vs window fill 7472.2 (+39.2)
SPX-2026-05-21,2026-05-21,Trade 2 - Pivot (TRANSITION breakout side),LONG,BUY STOP,7442.42,7375.01,7486.61,7525.67,7564.73,67.41,3 units; Unit3 SL->entry+0.2R (7455.90) on TP2 fill,2026-05-22,FILLED,2026-05-22 06:45:00,7472.2,Unit 1,7486.61,2026-05-22 15:45:00,TP1 reached | marketable at window open (level already breached) - filled at open,0.148,97.19,entry ref 7442.42 vs window fill 7472.2 (+29.8)
SPX-2026-05-21,2026-05-21,Trade 2 - Pivot (TRANSITION breakout side),LONG,BUY STOP,7442.42,7375.01,7486.61,7525.67,7564.73,67.41,3 units; Unit3 SL->entry+0.2R (7455.90) on TP2 fill,2026-05-22,FILLED,2026-05-22 06:45:00,7472.2,Unit 2,7525.67,2026-05-25 02:00:00,TP2 reached | marketable at window open (level already breached) - filled at open,0.55,97.19,entry ref 7442.42 vs window fill 7472.2 (+29.8)
SPX-2026-05-21,2026-05-21,Trade 2 - Pivot (TRANSITION breakout side),LONG,BUY STOP,7442.42,7375.01,7486.61,7525.67,7564.73,67.41,3 units; Unit3 SL->entry+0.2R (7455.90) on TP2 fill,2026-05-22,FILLED,2026-05-22 06:45:00,7472.2,Unit 3,7564.73,2026-05-28 18:15:00,runner target reached | marketable at window open (level already breached) - filled at open,0.952,97.19,entry ref 7442.42 vs window fill 7472.2 (+29.8)
SPX-2026-05-21,2026-05-21,Trade 3C - Range Breakout (conditional),LONG,"CONDITIONAL - daily close above 7515.81, enter at that close",7515.81,7225.11,7960.42,8190.21,,290.7,3 units; on Unit 2 fill Unit 3 stop moves to the broken boundary 7500.85,2026-05-26,FILLED,2026-05-26 06:45:00,7527.7,Unit 1,7751.3,2026-08-07 23:45:00,confirming close 7552.7 on 2026-05-25; unresolved at end of data - marked to market | market at window open 06:45,0.739,302.59,
SPX-2026-05-21,2026-05-21,Trade 3C - Range Breakout (conditional),LONG,"CONDITIONAL - daily close above 7515.81, enter at that close",7515.81,7225.11,7960.42,8190.21,,290.7,3 units; on Unit 2 fill Unit 3 stop moves to the broken boundary 7500.85,2026-05-26,FILLED,2026-05-26 06:45:00,7527.7,Unit 2,7751.3,2026-08-07 23:45:00,confirming close 7552.7 on 2026-05-25; unresolved at end of data - marked to market | market at window open 06:45,0.739,302.59,
SPX-2026-05-21,2026-05-21,Trade 3C - Range Breakout (conditional),LONG,"CONDITIONAL - daily close above 7515.81, enter at that close",7515.81,7225.11,7960.42,8190.21,,290.7,3 units; on Unit 2 fill Unit 3 stop moves to the broken boundary 7500.85,2026-05-26,FILLED,2026-05-26 06:45:00,7527.7,Unit 3,7751.3,2026-08-07 23:45:00,unresolved at end of data - marked to market,0.739,302.59, [OPEN_MTM]
SPX-2026-05-22,2026-05-22,Trade 1 - Daily Directional,,,,,,,,,,,SUPPRESSED,,,All units,,,SUPPRESSED by card: direction score |0.22| below the 0.25 conviction threshold.,0.0,,
SPX-2026-05-22,2026-05-22,Trade 2 - Pivot (TRANSITION breakout side),LONG,BUY STOP,7415.0,7355.0,7437.0,7475.0,7501.0,60.0,"3 units; Unit3 SL->entry+0.2R (7427) on TP2 fill; runner toward ~7501, trails prior-day low",2026-05-25,FILLED,2026-05-25 06:45:00,7544.9,Unit 1,7437.0,2026-05-25 06:45:00,TP1 reached | marketable at window open (level already breached) - filled at open,-0.568,189.9,entry ref 7415.0 vs window fill 7544.9 (+129.9) | TP1 already behind price at fill | TP2 already behind price at fill | TP3 already behind price at fill
SPX-2026-05-22,2026-05-22,Trade 2 - Pivot (TRANSITION breakout side),LONG,BUY STOP,7415.0,7355.0,7437.0,7475.0,7501.0,60.0,"3 units; Unit3 SL->entry+0.2R (7427) on TP2 fill; runner toward ~7501, trails prior-day low",2026-05-25,FILLED,2026-05-25 06:45:00,7544.9,Unit 2,7475.0,2026-05-25 06:45:00,TP2 reached | marketable at window open (level already breached) - filled at open,-0.368,189.9,entry ref 7415.0 vs window fill 7544.9 (+129.9) | TP1 already behind price at fill | TP2 already behind price at fill | TP3 already behind price at fill
