report_id,report_date,strategy,direction,card_entry_mode,card_entry,stop_loss,tp1,tp2,tp3,card_R_points,management,entry_session,entry_rule,fill_status,fill_time_broker,fill_price,R_points,risk_vs_card,unit,exit_price,exit_time_broker,exit_reason,R,notes
SPX-2026-05-21,2026-05-21,Trade 3C - Range Breakout (conditional),LONG,"CONDITIONAL - daily close above 7515.81, enter at that close",7515.81,7225.11,7960.42,8190.21,,290.7,3 units; on Unit 2 fill Unit 3 stop moves to the broken boundary 7500.85,2026-05-26,B: wait for entry -0.5R,NO FILL,,,,,All units,,,confirmed close 7552.7 on 2026-05-25; 06:45 price 7527.7 was worse than the card entry 7515.81; the -0.5R improvement level 7370.5 was not reached (session range from 06:45: 7505.5-7543.5).,0.0,
SPX-2026-05-22,2026-05-22,Trade 1 - Daily Directional,,,,,,,,,,,,SUPPRESSED,,, ,,All units,,,SUPPRESSED by card: direction score |0.22| below the 0.25 conviction threshold.,0.0,
SPX-2026-05-22,2026-05-22,Trade 2 - Pivot (TRANSITION breakout side),LONG,BUY STOP,7415.0,7355.0,7437.0,7475.0,7501.0,60.0,"3 units; Unit3 SL->entry+0.2R (7427) on TP2 fill; runner toward ~7501, trails prior-day low",2026-05-25,B: wait for entry -0.5R,NO FILL,,,,,All units,,,06:45 price 7544.9 was worse than the card entry 7415.0; the -0.5R improvement level 7385.0 was not reached (session range from 06:45: 7536.4-7557.4).,0.0,
SPX-2026-05-22,2026-05-22,Trade 3C - Momentum-Breakout (conditional),LONG,"CONDITIONAL - daily close above ~7539, enter at that close",7539.0,7193.0,8057.0,8327.0,,346.0,3 units; on Unit 2 fill Unit 3 stop moves to the broken boundary ~7517,2026-05-26,A: market at 06:45 (better than card entry),FILLED,2026-05-26 06:45:00,7527.7,334.7,0.967,Unit 1,7751.3,2026-08-07 23:45:00,confirmed close 7552.7 on 2026-05-25; unresolved at end of data - MTM,0.668,
SPX-2026-05-22,2026-05-22,Trade 3C - Momentum-Breakout (conditional),LONG,"CONDITIONAL - daily close above ~7539, enter at that close",7539.0,7193.0,8057.0,8327.0,,346.0,3 units; on Unit 2 fill Unit 3 stop moves to the broken boundary ~7517,2026-05-26,A: market at 06:45 (better than card entry),FILLED,2026-05-26 06:45:00,7527.7,334.7,0.967,Unit 2,7751.3,2026-08-07 23:45:00,confirmed close 7552.7 on 2026-05-25; unresolved at end of data - MTM,0.668,
SPX-2026-05-22,2026-05-22,Trade 3C - Momentum-Breakout (conditional),LONG,"CONDITIONAL - daily close above ~7539, enter at that close",7539.0,7193.0,8057.0,8327.0,,346.0,3 units; on Unit 2 fill Unit 3 stop moves to the broken boundary ~7517,2026-05-26,A: market at 06:45 (better than card entry),FILLED,2026-05-26 06:45:00,7527.7,334.7,0.967,Unit 3,7751.3,2026-08-07 23:45:00,confirmed close 7552.7 on 2026-05-25; unresolved at end of data - MTM,0.668,
SPX-2026-05-25,2026-05-25,Trade 1 - Daily Directional,LONG,MARKET @ 07:00 UK on 26 May (post-holiday open),7473.47,7403.3,7543.64,7613.81,7689.0,70.17,3 units; Unit3 SL->entry+0.2R (7487.51) on TP2 fill; runner CARD-SPECIFIED time-stop at session close / 3xATR cap,2026-05-26,B: wait for entry -0.5R,NO FILL,,,,,All units,,,06:45 price 7527.7 was worse than the card entry 7473.47; the -0.5R improvement level 7438.4 was not reached (session range from 06:45: 7505.5-7543.5).,0.0,
SPX-2026-05-25,2026-05-25,"Trade 2 - Pivot (TREND breakout, buy stop)",LONG,BUY STOP,7447.53,7426.43,7468.98,7480.61,7492.24,21.1,3 units; Unit3 SL->entry+0.2R (7451.75) on TP2 fill,2026-05-26,B: wait for entry -0.5R,NO FILL,,,,,All units,,,06:45 price 7527.7 was worse than the card entry 7447.53; the -0.5R improvement level 7437.0 was not reached (session range from 06:45: 7505.5-7543.5).,0.0,
SPX-2026-05-25,2026-05-25,Trade 3A - Momentum-Pullback (57.5% fib),LONG,BUY LIMIT,7400.82,7320.9,7428.94,7484.6,7630.3,79.9,3 units; Unit3 SL->entry+0.2R (7416.80) on TP2; structural override to 7442.71 on 100%-ext print,2026-05-26,B: wait for entry -0.5R,NO FILL,,,,,All units,,,06:45 price 7527.7 was worse than the card entry 7400.82; the -0.5R improvement level 7360.9 was not reached (session range from 06:45: 7505.5-7543.5).,0.0,
SPX-2026-05-26,2026-05-26,Trade 1 - Daily Directional,LONG,MARKET @ 00:00 UK,7473.47,7397.96,7548.98,7624.5,7757.0,76.0,3 units; Unit3 SL->entry+0.2R (7488.57) on TP2 fill; runner CARD-SPECIFIED time-stop at session close / 3xATR cap,2026-05-27,B: wait for entry -0.5R,NO FILL,,,,,All units,,,06:45 price 7531.0 was worse than the card entry 7473.47; the -0.5R improvement level 7435.7 was not reached (session range from 06:45: 7504.3-7559.5).,0.0,
SPX-2026-05-26,2026-05-26,"Trade 2 - Pivot (TRANSITION breakout, buy stop)",LONG,BUY STOP,7448.3,7426.33,7470.15,7482.36,7494.57,22.0,3 units; Unit3 SL->entry+0.2R on TP2 fill,2026-05-27,B: wait for entry -0.5R,NO FILL,,,,,All units,,,06:45 price 7531.0 was worse than the card entry 7448.3; the -0.5R improvement level 7437.3 was not reached (session range from 06:45: 7504.3-7559.5).,0.0,
SPX-2026-05-26,2026-05-26,Trade 3C - Range Breakout (conditional),LONG,CONDITIONAL - daily close above ~7574.60,7574.6,7160.29,8202.09,8527.65,,414.31,3 units; on Unit 2 fill Unit 3 stop moves to the broken boundary 7550.96,2026-05-29,A: market at 06:45 (better than card entry),FILLED,2026-05-29 06:45:00,7570.8,410.51,0.991,Unit 1,7751.3,2026-08-07 23:45:00,confirmed close 7578.2 on 2026-05-28; unresolved at end of data - MTM,0.44,
SPX-2026-05-26,2026-05-26,Trade 3C - Range Breakout (conditional),LONG,CONDITIONAL - daily close above ~7574.60,7574.6,7160.29,8202.09,8527.65,,414.31,3 units; on Unit 2 fill Unit 3 stop moves to the broken boundary 7550.96,2026-05-29,A: market at 06:45 (better than card entry),FILLED,2026-05-29 06:45:00,7570.8,410.51,0.991,Unit 2,7751.3,2026-08-07 23:45:00,confirmed close 7578.2 on 2026-05-28; unresolved at end of data - MTM,0.44,
SPX-2026-05-26,2026-05-26,Trade 3C - Range Breakout (conditional),LONG,CONDITIONAL - daily close above ~7574.60,7574.6,7160.29,8202.09,8527.65,,414.31,3 units; on Unit 2 fill Unit 3 stop moves to the broken boundary 7550.96,2026-05-29,A: market at 06:45 (better than card entry),FILLED,2026-05-29 06:45:00,7570.8,410.51,0.991,Unit 3,7751.3,2026-08-07 23:45:00,confirmed close 7578.2 on 2026-05-28; unresolved at end of data - MTM,0.44,
SPX-2026-05-27,2026-05-27,Trade 1 - Daily Directional,LONG,MARKET @ next regular cash session open (14:30 UK),7519.12,7330.35,7707.89,7896.66,7694.93,188.8,3 units; Unit3 SL->entry+0.2R (7556.88) on TP2 fill; runner CARD-SPECIFIED time-stop at session close / 3xATR cap,2026-05-28,A: market at 06:45 (better than card entry),FILLED,2026-05-28 06:45:00,7502.8,172.45,0.914,Unit 1,7330.35,2026-06-09 18:15:00,stopped out (TP1 reached later 2026-08-04 18:30:00),-1.0,
SPX-2026-05-27,2026-05-27,Trade 1 - Daily Directional,LONG,MARKET @ next regular cash session open (14:30 UK),7519.12,7330.35,7707.89,7896.66,7694.93,188.8,3 units; Unit3 SL->entry+0.2R (7556.88) on TP2 fill; runner CARD-SPECIFIED time-stop at session close / 3xATR cap,2026-05-28,A: market at 06:45 (better than card entry),FILLED,2026-05-28 06:45:00,7502.8,172.45,0.914,Unit 2,7330.35,2026-06-09 18:15:00,stopped out (TP2 never reached),-1.0,
SPX-2026-05-27,2026-05-27,Trade 1 - Daily Directional,LONG,MARKET @ next regular cash session open (14:30 UK),7519.12,7330.35,7707.89,7896.66,7694.93,188.8,3 units; Unit3 SL->entry+0.2R (7556.88) on TP2 fill; runner CARD-SPECIFIED time-stop at session close / 3xATR cap,2026-05-28,A: market at 06:45 (better than card entry),FILLED,2026-05-28 06:45:00,7502.8,172.45,0.914,Unit 3,7578.2,2026-05-28 23:45:00,card runner time-stop at entry-session close,0.437,
SPX-2026-05-27,2026-05-27,Trade 2 - Pivot (TREND_UP),LONG,BUY LIMIT,7451.26,7389.82,7538.19,7570.56,7602.92,61.4,3 units; Unit3 SL->entry+0.2R (7463.55) on TP2 fill,2026-05-28,B: wait for entry -0.5R,NO FILL,,,,,All units,,,06:45 price 7502.8 was worse than the card entry 7451.26; the -0.5R improvement level 7420.5 was not reached (session range from 06:45: 7495.7-7580.5).,0.0,
SPX-2026-05-27,2026-05-27,Trade 3A - Momentum-Pullback (57.5% fib),LONG,BUY LIMIT,7421.5,7330.35,7456.24,7525.0,7705.0,91.2,3 units; structural runner override to 7473.25 on 100%-ext break,2026-05-28,B: wait for entry -0.5R,NO FILL,,,,,All units,,,06:45 price 7502.8 was worse than the card entry 7421.5; the -0.5R improvement level 7375.9 was not reached (session range from 06:45: 7495.7-7580.5).,0.0,
SPX-2026-05-28,2026-05-28,Trade 1 - Daily Directional,LONG,MARKET @ 07:00 UK European open,7519.0,7471.2,7548.41,7575.81,7616.3,47.8,3 units; BE on TP1 (NOT TP2); Unit3 trails 0.2R from each new HOD after TP2,2026-05-29,B: wait for entry -0.5R,NO FILL,,,,,All units,,,06:45 price 7570.8 was worse than the card entry 7519.0; the -0.5R improvement level 7495.1 was not reached (session range from 06:45: 7567.9-7601.8).,0.0,
SPX-2026-05-28,2026-05-28,Trade 2 - Pivot (daily P / weekly R1 retest),LONG,BUY LIMIT,7510.0,7479.0,7545.56,7577.69,7606.21,31.0,3 units; BE on TP1; runner trails 0.2R on TP2,2026-05-29,B: wait for entry -0.5R,NO FILL,,,,,All units,,,06:45 price 7570.8 was worse than the card entry 7510.0; the -0.5R improvement level 7494.5 was not reached (session range from 06:45: 7567.9-7601.8).,0.0,
