card_id,report_date,strategy,family,direction,policy,fill_status,entry_rule,fill_ts,fill_px,R_points,risk_vs_card,units,blended_R,blended_R_card
2026-06-09_Trade_3C,2026-06-09,Trade 3C - Momentum-Breakout (transition regime) - SUPPRESSED,Trade 3C,n/a,band0845,SUPPRESSED,,,,,,1,0.0,0.0
2026-06-10_Trade_1,2026-06-10,"Trade 1 - Daily Directional, SHORT, market at the daily-open anchor",Trade 1,SHORT,band0845,FILLED,WAITED for return to entry,2026-06-11 22:00:00,7387.3,119.71,1.0,3,-0.687,-0.687
2026-06-10_Trade_2,2026-06-10,"Trade 2 - Pivot, TRANSITION branch, downside breakout side, SHORT sell stop below daily P",Trade 2,SHORT,band0845,FILLED,WAITED for return to entry,2026-06-11 20:30:00,7360.85,114.75,1.0,3,-1.0,-1.0
2026-06-10_Trade_3C,2026-06-10,Trade 3C - Momentum-Breakout - SUPPRESSED: no confirmed close beyond the 25-day boundary,Trade 3C,n/a,band0845,SUPPRESSED,,,,,,1,0.0,0.0
2026-06-11_Trade_1,2026-06-11,"Trade 1 - Daily Directional (SHORT, TRANSITION regime, bearish bias)",Trade 1,SHORT,band0845,FILLED,IN BAND (+0.59R) market at 08:45,2026-06-12 08:45:00,7399.7,87.32,0.406,3,-0.797,-0.918
2026-06-11_Trade_2,2026-06-11,"Trade 2 - Pivot, regime-aware (TRANSITION branch, breakout side only)",Trade 2,n/a,band0845,SUPPRESSED,,,,,,1,0.0,0.0
2026-06-11_Trade_3C,2026-06-11,Trade 3C - Momentum-Breakout (TRANSITION fork),Trade 3C,n/a,band0845,SUPPRESSED,,,,,,1,0.0,0.0
2026-06-15_Trade_1,2026-06-15,"Trade 1 - Daily Directional, LONG, market at the daily-open anchor",Trade 1,LONG,band0845,NO FILL,,,,,,1,0.0,0.0
2026-06-15_Trade_2,2026-06-15,"Trade 2 - Pivot, TRANSITION branch, upside breakout side, LONG buy limit above daily P",Trade 2,LONG,band0845,NO FILL,,,,,,1,0.0,0.0
2026-06-15_Trade_3C,2026-06-15,Trade 3C - Momentum-Breakout - SUPPRESSED: no confirmed break of the 25-session range (price test; corroboration gate does not apply),Trade 3C,n/a,band0845,SUPPRESSED,,,,,,1,0.0,0.0
2026-06-16_Trade_1,2026-06-16,"Trade 1 - Daily Directional (LONG, market at the daily-open anchor)",Trade 1,LONG,band0845,FILLED,IN BAND (+0.42R) market at 08:45,2026-06-17 08:45:00,7541.4,29.9,0.576,3,-1.0,-1.0
2026-06-16_Trade_2,2026-06-16,"Trade 2 - Pivot, regime-aware (TRANSITION, breakout side only) - SUPPRESSED",Trade 2,n/a,band0845,SUPPRESSED,,,,,,1,0.0,0.0
2026-06-16_Trade_3C,2026-06-16,Trade 3C - Momentum-Breakout (regime TRANSITION) - SUPPRESSED,Trade 3C,n/a,band0845,SUPPRESSED,,,,,,1,0.0,0.0
2026-06-17_Trade_1,2026-06-17,"Trade 1 - Daily Directional (LONG, market at daily-open anchor)",Trade 1,LONG,band0845,FILLED,RECOVERY to entry-0.5R (7500.37),2026-06-18 11:00:00,7500.37,22.53,0.5,3,-1.0,-1.0
2026-06-17_Trade_2,2026-06-17,"Trade 2 - Pivot, TRANSITION branch (breakout side only) - SUPPRESSED",Trade 2,LONG,band0845,SUPPRESSED,,,,,,1,0.0,0.0
2026-06-17_Trade_3C,2026-06-17,Trade 3C - Momentum-Breakout (regime fork: TRANSITION -> 3C) - SUPPRESSED,Trade 3C,LONG,band0845,SUPPRESSED,,,,,,1,0.0,0.0
2026-06-18_Trade_1,2026-06-18,"Trade 1 - Daily Directional (SHORT, TRANSITION regime, conviction -0.68)",Trade 1,SHORT,band0845,FILLED,IN BAND (+0.56R) market at 08:45,2026-06-19 08:45:00,7459.9,25.79,0.443,3,-1.0,-1.0
2026-06-18_Trade_2,2026-06-18,"Trade 2 - Pivot, regime-aware (TRANSITION branch, downside breakout side, SHORT sell limit)",Trade 2,SHORT,band0845,FILLED,IN BAND (+0.19R) market at 08:45,2026-06-19 08:45:00,7459.9,38.9,0.806,3,-1.0,-1.0
2026-06-18_Trade_3C,2026-06-18,Trade 3C - Momentum-Breakout (TRANSITION fork) - SUPPRESSED,Trade 3C,n/a,band0845,SUPPRESSED,,,,,,1,0.0,0.0
2026-06-19_Trade_1,2026-06-19,Trade 1 - Daily Directional,Trade 1,LONG,band0845,FILLED,IN BAND (+0.30R) market at 08:45,2026-06-22 08:45:00,7484.8,40.24,0.697,3,-0.692,-0.785
2026-06-19_Trade_2,2026-06-19,"Trade 2 - Pivot, transition breakout side (LONG)",Trade 2,LONG,band0845,FILLED,IN BAND (+0.30R) market at 08:45,2026-06-22 08:45:00,7484.8,35.67,0.698,3,0.874,0.308
2026-06-19_Trade_3C,2026-06-19,Trade 3C - Momentum-Breakout - SUPPRESSED (no confirmed 25-session range break at D-1),Trade 3C,n/a,band0845,SUPPRESSED,,,,,,1,0.0,0.0
2026-06-24_Trade_1,2026-06-24,Trade 1 - Daily Directional,Trade 1,SHORT,band0845,FILLED,IN BAND (+0.48R) market at 08:45,2026-06-25 08:45:00,7416.6,45.08,0.516,3,-0.375,-0.677
2026-06-24_Trade_2,2026-06-24,"Trade 2 - Pivot, regime-aware (TREND branch, TREND_DOWN) - SUPPRESSED",Trade 2,n/a,band0845,SUPPRESSED,,,,,,1,0.0,0.0
2026-06-24_Trade_3A,2026-06-24,Trade 3A - Momentum-Pullback (TREND_DOWN fork) - SUPPRESSED,Trade 3A,n/a,band0845,SUPPRESSED,,,,,,1,0.0,0.0
2026-06-25_Trade_1,2026-06-25,Trade 1 - Daily Directional - SUPPRESSED,Trade 1,n/a,band0845,SUPPRESSED,,,,,,1,0.0,0.0
2026-06-25_Trade_2,2026-06-25,"Trade 2 - Pivot, regime-aware (TRANSITION, breakout side only) - SHORT",Trade 2,SHORT,band0845,FILLED,WAITED for return to entry,2026-06-26 18:15:00,7380.18,36.8,1.0,3,-0.238,-0.238
2026-06-25_Trade_3C,2026-06-25,Trade 3C - Momentum-Breakout (regime TRANSITION) - SUPPRESSED,Trade 3C,SHORT,band0845,SUPPRESSED,,,,,,1,0.0,0.0
2026-06-26_Trade_1,2026-06-26,"Trade 1 - Daily Directional (market at daily-open anchor, SHORT)",Trade 1,SHORT,band0845,FILLED,IN BAND (+0.35R) market at 08:45,2026-06-29 08:45:00,7398.6,60.53,0.649,3,-0.896,-0.933
2026-06-26_Trade_2,2026-06-26,"Trade 2 - Pivot, TRANSITION breakout side only (sell limit at the daily pivot offset, SHORT)",Trade 2,SHORT,band0845,FILLED,IN BAND (+0.66R) market at 08:45,2026-06-29 08:45:00,7398.6,13.92,0.34,3,-1.0,-1.0
2026-06-26_Trade_3C,2026-06-26,"Trade 3C - Momentum-Breakout (TRANSITION fork) - SUPPRESSED, no confirmed break of the 25-session range",Trade 3C,n/a,band0845,SUPPRESSED,,,,,,1,0.0,0.0
2026-06-29_Trade_1,2026-06-29,Trade 1 - Daily Directional (SHORT),Trade 1,SHORT,band0845,FILLED,IN BAND (+0.51R) market at 08:45,2026-06-30 08:45:00,7452.4,114.09,0.495,3,-0.768,-0.885
2026-06-29_Trade_2,2026-06-29,"Trade 2 - Pivot, breakout side (transitional regime, down-break)",Trade 2,SHORT,band0845,NO FILL,,,,,,1,0.0,0.0
2026-06-29_Trade_3C,2026-06-29,Trade 3C - Momentum-Breakout (transitional regime) - SUPPRESSED,Trade 3C,SHORT,band0845,SUPPRESSED,,,,,,1,0.0,0.0
2026-06-30_Trade_1,2026-06-30,Trade 1 - Daily Directional - SUPPRESSED (directional conviction below threshold),Trade 1,n/a,band0845,SUPPRESSED,,,,,,1,0.0,0.0
2026-06-30_Trade_2,2026-06-30,"Trade 2 - Pivot, trend branch (short across the daily pivot)",Trade 2,SHORT,band0845,NO FILL,,,,,,1,0.0,0.0
2026-06-30_Trade_3A,2026-06-30,"Trade 3A - Momentum-Pullback, 57.5% retracement short (trending-bearish fork)",Trade 3A,SHORT,band0845,FILLED,IN BAND (+0.29R) market at 08:45,2026-07-01 08:45:00,7474.9,89.3,0.711,3,-1.0,-1.0
2026-07-01_Trade_1,2026-07-01,"Trade 1 - Daily Directional (market at the daily-open anchor, LONG)",Trade 1,LONG,band0845,FILLED,IN BAND (+0.05R) market at 08:45,2026-07-02 08:45:00,7489.9,62.07,0.948,3,-1.0,-1.0
2026-07-01_Trade_2,2026-07-01,"Trade 2 - Pivot, TREND branch (buy limit 10% of the way from the daily pivot to first resistance)",Trade 2,LONG,band0845,FILLED,WAITED for return to entry,2026-07-02 09:00:00,7486.91,59.08,1.0,3,0.57,0.57
2026-07-01_Trade_3A,2026-07-01,Trade 3A - Momentum-Pullback (buy limit at the 57.5% retracement of the 26-30 Jun up-leg),Trade 3A,LONG,band0845,NO FILL,,,,,,1,0.0,0.0
2026-07-02_Trade_1,2026-07-02,"Trade 1 - Daily Directional (LONG, momentum continuation)",Trade 1,LONG,band0845,NO FILL,,,,,,1,0.0,0.0
2026-07-02_Trade_2,2026-07-02,"Trade 2 - Pivot (regime-aware, TRANSITION breakout side)",Trade 2,n/a,band0845,SUPPRESSED,,,,,,1,0.0,0.0
2026-07-02_Trade_3C,2026-07-02,Trade 3C - Momentum-Breakout (25-day range),Trade 3C,n/a,band0845,SUPPRESSED,,,,,,1,0.0,0.0
2026-07-03_Trade_1,2026-07-03,Trade 1 - Daily Directional,Trade 1,LONG,band0845,NO FILL,,,,,,1,0.0,0.0
2026-07-03_Trade_2,2026-07-03,Trade 2 - Pivot (TRANSITION breakout side),Trade 2,LONG,band0845,NO FILL,,,,,,1,0.0,0.0
2026-07-03_Trade_3C,2026-07-03,Trade 3C - Momentum-Breakout (TRANSITION),Trade 3C,LONG,band0845,SUPPRESSED,,,,,,1,0.0,0.0
2026-07-09_Trade_1,2026-07-09,"Trade 1 - Daily Directional (SHORT, conviction score -0.61)",Trade 1,SHORT,band0845,NO FILL,,,,,,1,0.0,0.0
2026-07-09_Trade_2,2026-07-09,"Trade 2 - Pivot, TRANSITION branch, downside breakout side only (SHORT sell stop below daily P)",Trade 2,SHORT,band0845,NO FILL,,,,,,1,0.0,0.0
2026-07-09_Trade_3C,2026-07-09,Trade 3C - Momentum-Breakout (25-day range) - SUPPRESSED,Trade 3C,n/a,band0845,SUPPRESSED,,,,,,1,0.0,0.0
2026-07-10_Trade_1,2026-07-10,Trade 1 - Daily Directional (LONG),Trade 1,LONG,band0845,FILLED,IN BAND (+0.19R) market at 08:45,2026-07-13 08:45:00,7530.7,50.48,0.807,3,-0.802,-0.84
2026-07-10_Trade_2,2026-07-10,Trade 2 - Pivot (regime-aware),Trade 2,n/a,band0845,SUPPRESSED,,,,,,1,0.0,0.0
2026-07-10_Trade_3C,2026-07-10,Trade 3C - Momentum-Breakout,Trade 3C,n/a,band0845,SUPPRESSED,,,,,,1,0.0,0.0
2026-07-13_Trade_1,2026-07-13,Trade 1 - Daily Directional (LONG),Trade 1,LONG,band0845,FILLED,IN BAND (+0.72R) market at 08:45,2026-07-14 08:45:00,7525.0,19.05,0.279,3,-1.0,-1.0
2026-07-13_Trade_2,2026-07-13,Trade 2 - Pivot (TRANSITION breakout side),Trade 2,n/a,band0845,SUPPRESSED,,,,,,1,0.0,0.0
2026-07-13_Trade_3C,2026-07-13,Trade 3C - Momentum-Breakout,Trade 3C,n/a,band0845,SUPPRESSED,,,,,,1,0.0,0.0
2026-07-14_Trade_1,2026-07-14,"Trade 1 - Daily Directional (LONG, conviction +0.28 >= 0.25 threshold)",Trade 1,LONG,band0845,NO FILL,,,,,,1,0.0,0.0
2026-07-14_Trade_2,2026-07-14,"Trade 2 - Pivot, TRANSITION branch, upside breakout side only",Trade 2,LONG,band0845,FILLED,WAITED for return to entry,2026-07-15 19:15:00,7532.66,30.7,1.0,3,1.262,1.262
2026-07-14_Trade_3C,2026-07-14,"Trade 3C - Momentum-Breakout (regime fork: TRANSITION) - SUPPRESSED, no confirmed break",Trade 3C,n/a,band0845,SUPPRESSED,,,,,,1,0.0,0.0
2026-07-15_Trade_1,2026-07-15,Trade 1 - Daily Directional,Trade 1,LONG,band0845,FILLED,WAITED for return to entry,2026-07-16 14:45:00,7546.4,58.3,1.0,3,-0.782,-0.782
2026-07-15_Trade_2,2026-07-15,"Trade 2 - Pivot (TRANSITION, breakout side only)",Trade 2,n/a,band0845,SUPPRESSED,,,,,,1,0.0,0.0
2026-07-15_Trade_3C,2026-07-15,Trade 3C - Momentum-Breakout (TRANSITION),Trade 3C,n/a,band0845,SUPPRESSED,,,,,,1,0.0,0.0
2026-07-16_Trade_1,2026-07-16,"Trade 1 - Daily Directional (LONG, conviction +0.2750 >= 0.25 threshold)",Trade 1,LONG,band0845,NO FILL,,,,,,1,0.0,0.0
2026-07-16_Trade_2,2026-07-16,"Trade 2 - Pivot, regime-aware (TRANSITION branch) - SUPPRESSED, no breakout side identified",Trade 2,n/a,band0845,SUPPRESSED,,,,,,1,0.0,0.0
2026-07-16_Trade_3C,2026-07-16,"Trade 3C - Momentum-Breakout (TRANSITION fork) - SUPPRESSED, no confirmed break",Trade 3C,n/a,band0845,SUPPRESSED,,,,,,1,0.0,0.0
2026-07-17_Trade_1,2026-07-17,Trade 1 - Daily Directional - SUPPRESSED (directional conviction below threshold),Trade 1,n/a,band0845,SUPPRESSED,,,,,,1,0.0,0.0
2026-07-17_Trade_2,2026-07-17,"Trade 2 - Pivot (regime-aware, TRANSITION breakout side) - SUPPRESSED",Trade 2,n/a,band0845,SUPPRESSED,,,,,,1,0.0,0.0
2026-07-17_Trade_3C,2026-07-17,Trade 3C - Momentum-Breakout (25-day range) - SUPPRESSED (not eligible),Trade 3C,n/a,band0845,SUPPRESSED,,,,,,1,0.0,0.0
2026-07-20_Trade_1,2026-07-20,Daily Directional,Trade 1,SHORT,band0845,FILLED,IN BAND (+0.45R) market at 08:45,2026-07-21 08:45:00,7483.0,31.69,0.546,3,-1.0,-1.0
2026-07-20_Trade_2,2026-07-20,"Pivot (TRANSITION, breakout side only)",Trade 2,SHORT,band0845,NO FILL,,,,,,1,0.0,0.0
2026-07-20_Trade_3C,2026-07-20,Momentum-Breakout,Trade 3C,SHORT,band0845,SUPPRESSED,,,,,,1,0.0,0.0
2026-07-21_Trade_1,2026-07-21,"Trade 1 - Daily Directional (SHORT, bearish continuation)",Trade 1,SHORT,band0845,FILLED,IN BAND (+0.72R) market at 08:45,2026-07-22 08:45:00,7495.8,18.93,0.278,3,-1.0,-1.0
2026-07-21_Trade_2,2026-07-21,"Trade 2 - Pivot (regime-aware, TRANSITION breakout side, SHORT)",Trade 2,SHORT,band0845,FILLED,RECOVERY to entry-0.5R (7474.67),2026-07-22 14:30:00,7474.67,13.11,0.5,3,-1.0,-1.0
2026-07-21_Trade_3C,2026-07-21,Trade 3C - Momentum-Breakout (25-day range),Trade 3C,n/a,band0845,SUPPRESSED,,,,,,1,0.0,0.0
2026-07-22_Trade_1,2026-07-22,Trade 1 - Daily Directional - SUPPRESSED (directional conviction inside the neutral band),Trade 1,n/a,band0845,SUPPRESSED,,,,,,1,0.0,0.0
