card_id,report_date,strategy,family,direction,policy,fill_status,entry_rule,fill_ts,fill_px,R_points,risk_vs_card,units,blended_R,blended_R_card
2026-05-15_Trade_3C,2026-05-15,Trade 3C — Momentum-Breakout (regime: TRANSITION; VOLator slope positive disqualifies pure RANGE / 3B mean-reversion),Trade 3C,SHORT,midnight,FILLED,MARKET at 02:00 open,2026-05-18 02:00:00,4546.11,101.89,1.306,3,0.45,0.894
2026-05-18_Trade_1,2026-05-18,Trade 1 — Daily Directional (score-driven),Trade 1,SHORT,midnight,FILLED,MARKET at 02:00 open,2026-05-19 02:00:00,4573.97,74.03,0.861,3,1.683,1.31
2026-05-18_Trade_2,2026-05-18,"Trade 2 — Pivot (regime-aware) — TRANSITION regime, breakout-side only",Trade 2,SHORT,midnight,FILLED,MARKET at 02:00 open,2026-05-28 02:00:00,4457.49,118.51,1.185,3,-0.437,-0.333
2026-05-18_Trade_3C,2026-05-18,Trade 3C — Momentum-Breakout (regime_label = TRANSITION),Trade 3C,SHORT,midnight,FILLED,MARKET at 02:00 open,2026-05-28 02:00:00,4457.49,107.51,1.108,3,-1.0,-1.0
2026-05-19_Trade_1,2026-05-19,"Trade 1 — Daily Directional (SHORT, conviction-based)",Trade 1,SHORT,midnight,FILLED,MARKET at 02:00 open,2026-05-20 02:00:00,4484.49,113.01,1.965,3,0.006,0.978
2026-05-19_Trade_2,2026-05-19,"Trade 2 — Pivot, Regime-Aware (TREND_DOWN: pivot breakout, SHORT side)",Trade 2,SHORT,midnight,FILLED,STOP already marketable at 02:00 - filled at open,2026-05-20 02:00:00,4484.49,195.51,1.862,3,0.563,1.911
2026-05-19_Trade_3A,2026-05-19,Trade 3A — Regime-Driven Complex: Momentum-Pullback SHORT (TREND_DOWN active),Trade 3A,SHORT,midnight,NO FILL,,,,,,1,0.0,0.0
2026-05-20_Trade_1,2026-05-20,Trade 1 — Daily Directional,Trade 1,SHORT,midnight,FILLED,MARKET at 02:00 open,2026-05-21 02:00:00,4539.9,20.33,0.363,3,-1.0,-1.0
2026-05-20_Trade_2,2026-05-20,"Trade 2 — Pivot (regime-aware), TREND-DOWN variant",Trade 2,SHORT,midnight,FILLED,LIMIT touched,2026-05-21 04:15:00,4560.23,35.24,1.0,3,1.484,1.484
2026-05-20_Trade_3C,2026-05-20,Trade 3 — Momentum-Breakout (3C variant). Regime fork: TREND_DOWN → 3C selected over 3A (pullback) and 3B (mean-reversion) per §3 fork rules.,Trade 3C,SHORT,midnight,FILLED,STOP touched,2026-05-21 16:15:00,4496.0,44.5,1.0,3,-1.0,-1.0
2026-05-21_Trade_1,2026-05-21,Trade 1 — Daily Directional,Trade 1,SHORT,midnight,FILLED,MARKET at 02:00 open,2026-05-22 02:00:00,4543.2,52.14,0.492,3,2.953,0.945
2026-05-21_Trade_2,2026-05-21,"Trade 2 — Pivot (regime-aware, TREND_DOWN branch)",Trade 2,SHORT,midnight,FILLED,STOP touched,2026-05-22 17:00:00,4500.04,27.24,1.0,3,-1.0,-1.0
2026-05-21_Trade_3A,2026-05-21,Trade 3 — Momentum-Pullback (variant 3A; TREND_DOWN),Trade 3A,SHORT,midnight,NO FILL,,,,,,1,0.0,0.0
2026-05-22_Trade_1,2026-05-22,Trade 1 — Daily Directional,Trade 1,SHORT,midnight,SKIPPED_MALFORMED,MARKET at 02:00 open,2026-05-25 02:00:00,4564.98,5.48,0.13,1,0.0,0.0
2026-05-22_Trade_2,2026-05-22,Trade 2 — Pivot (TRANSITION regime — breakout side only),Trade 2,SHORT,midnight,NO FILL,,,,,,1,0.0,0.0
2026-05-22_Trade_3C,2026-05-22,Trade 3 — Momentum-Breakout (variant 3C),Trade 3C,SHORT,midnight,FILLED,MARKET at 02:00 open,2026-06-08 02:00:00,4317.33,366.67,1.455,3,-0.433,-0.175
2026-05-25_Trade_1,2026-05-25,Trade 1 — Daily Directional,Trade 1,SHORT,midnight,SKIPPED_MICRO_R,MARKET at 02:00 open,2026-05-26 02:00:00,4574.88,14.12,0.179,1,0.0,0.0
2026-05-25_Trade_2,2026-05-25,Trade 2 — Pivot (TRANSITION regime),Trade 2,n/a,midnight,SUPPRESSED,,,,,,1,0.0,0.0
2026-05-25_Trade_3C,2026-05-25,Trade 3C — Momentum-Breakout,Trade 3C,n/a,midnight,SUPPRESSED,,,,,,1,0.0,0.0
2026-05-26_Trade_1,2026-05-26,Trade 1 - Daily Directional (LONG),Trade 1,LONG,midnight,FILLED,MARKET at 02:00 open,2026-05-27 02:00:00,4510.99,29.65,0.364,3,-1.0,-1.0
2026-05-26_Trade_2,2026-05-26,"Trade 2 - Pivot, regime-aware (TRANSITION -> breakout side, LONG)",Trade 2,LONG,midnight,NO FILL,,,,,,1,0.0,0.0
2026-05-26_Trade_3C,2026-05-26,Trade 3C - Momentum-Breakout (TRANSITION),Trade 3C,n/a,midnight,SUPPRESSED,,,,,,1,0.0,0.0
2026-05-27_Trade_1,2026-05-27,Trade 1 — Daily Directional (direction-of-the-day expression),Trade 1,SHORT,midnight,FILLED,MARKET at 02:00 open,2026-05-28 02:00:00,4457.49,139.51,1.3,3,0.524,0.981
2026-05-27_Trade_2,2026-05-27,"Trade 2 — Pivot, trend-following short across the daily pivot.",Trade 2,SHORT,midnight,NO FILL,,,,,,1,0.0,0.0
2026-05-27_Trade_3A,2026-05-27,Trade 3 → variant 3A — Momentum-Pullback short (regime fork to 3A on a TREND_DOWN label).,Trade 3A,SHORT,midnight,NO FILL,,,,,,1,0.0,0.0
2026-05-28_Trade_1,2026-05-28,"Daily directional short, entered at session anchor",Trade 1,SHORT,midnight,FILLED,MARKET at 02:00 open,2026-05-29 02:00:00,4491.26,18.74,0.268,3,-1.0,-1.0
2026-05-28_Trade_2,2026-05-28,Regime-aware pivot trade. Active regime: TRANSITIONAL → breakout-side bias. Broken side = SHORT.,Trade 2,SHORT,midnight,FILLED,LIMIT touched,2026-05-29 02:00:00,4492.0,53.0,1.0,3,-1.0,-1.0
2026-05-28_Trade_3C,2026-05-28,Trade 3C — regime-driven transition breakout. Regime TRANSITIONAL with bearish lean → broken-side direction = SHORT.,Trade 3C,SHORT,midnight,FILLED,MARKET at 02:00 open,2026-06-08 02:00:00,4317.33,162.67,2.805,3,-0.006,1.789
2026-05-29_Trade_1,2026-05-29,Trade 1 - Daily Directional (SHORT),Trade 1,SHORT,midnight,SKIPPED_MICRO_R,MARKET at 02:00 open,2026-06-01 02:00:00,4535.35,6.45,0.047,1,0.0,0.0
2026-05-29_Trade_2,2026-05-29,"Trade 2 - Pivot, regime-aware (TREND_DOWN breakout, SHORT)",Trade 2,SHORT,midnight,NO FILL,,,,,,1,0.0,0.0
2026-05-29_Trade_3A,2026-05-29,"Trade 3A - Momentum-Pullback (TREND_DOWN, SHORT)",Trade 3A,SHORT,midnight,FILLED,LIMIT already marketable at 02:00 - filled at open,2026-06-01 02:00:00,4535.35,100.05,0.776,3,2.185,1.472
2026-06-01_Trade_1,2026-06-01,Trade 1 — Directional (tactical long),Trade 1,LONG,midnight,SKIPPED_MALFORMED,MARKET at 02:00 open,2026-06-02 02:00:00,4485.54,0.46,0.009,1,0.0,0.0
2026-06-01_Trade_2,2026-06-01,Trade 2 — Regime-aware pivot,Trade 2,LONG,midnight,FILLED,LIMIT already marketable at 02:00 - filled at open,2026-06-02 02:00:00,4485.54,25.54,0.568,3,-1.0,-1.0
2026-06-01_Trade_3B,2026-06-01,Trade 3 — Regime-driven complex (fork 3B: range/breakout),Trade 3B,LONG,midnight,NO FILL,,,,,,1,0.0,0.0
2026-06-02_Trade_1,2026-06-02,Trade 1 - Daily Directional (SHORT),Trade 1,SHORT,midnight,FILLED,STOP already marketable at 02:00 - filled at open,2026-06-03 02:00:00,4484.96,63.04,1.051,3,1.187,1.297
2026-06-02_Trade_2,2026-06-02,"Trade 2 - Pivot, regime-aware (SHORT-from-resistance)",Trade 2,SHORT,midnight,NO FILL,,,,,,1,0.0,0.0
2026-06-02_Trade_3B,2026-06-02,Trade 3 - Regime-driven complex → fork 3B (Mean-Reversion),Trade 3B,SHORT,midnight,FILLED,MARKET at 02:00 open,2026-06-03 02:00:00,4484.96,115.04,2.301,3,0.773,3.08
2026-06-03_Trade_1,2026-06-03,Trade 1 - Daily Directional (SHORT),Trade 1,SHORT,midnight,FILLED,MARKET at 02:00 open,2026-06-04 02:00:00,4449.11,109.99,1.891,3,0.135,1.146
2026-06-03_Trade_2,2026-06-03,Trade 2 - Pivot (TRANSITION),Trade 2,n/a,midnight,SUPPRESSED,,,,,,1,0.0,0.0
2026-06-03_Trade_3C,2026-06-03,Trade 3C - Momentum-Breakout,Trade 3C,n/a,midnight,SUPPRESSED,,,,,,1,0.0,0.0
2026-06-04_Trade_1,2026-06-04,Trade 1 — Daily Directional (SHORT),Trade 1,SHORT,midnight,FILLED,MARKET at 02:00 open,2026-06-05 02:00:00,4469.74,62.37,0.678,3,2.552,1.407
2026-06-04_Trade_2,2026-06-04,"Trade 2 — Pivot (TREND_DOWN breakout, SHORT)",Trade 2,SHORT,midnight,FILLED,STOP touched,2026-06-05 02:00:00,4466.77,34.37,1.0,3,2.281,2.281
2026-06-04_Trade_3A,2026-06-04,"Trade 3A — Momentum-Pullback (TREND_DOWN, SHORT)",Trade 3A,SHORT,midnight,FILLED,LIMIT already marketable at 02:00 - filled at open,2026-06-05 02:00:00,4469.74,149.65,0.961,3,0.885,0.812
2026-06-05_Trade_1,2026-06-05,Trade 1 - Daily Directional,Trade 1,n/a,midnight,SUPPRESSED,,,,,,1,0.0,0.0
2026-06-05_Trade_2,2026-06-05,"Trade 2 - Pivot, regime-aware (RANGE - mean-reversion fade)",Trade 2,LONG,midnight,SKIPPED_MALFORMED,LIMIT already marketable at 02:00 - filled at open,2026-06-08 02:00:00,4317.33,3.98,0.047,1,0.0,0.0
2026-06-05_Trade_3B,2026-06-05,Trade 3 - Mean-Reversion (variant 3B; regime = RANGE),Trade 3B,LONG,midnight,SKIPPED_MALFORMED,LIMIT already marketable at 02:00 - filled at open,2026-06-08 02:00:00,4317.33,89.82,1.934,1,0.0,0.0
2026-06-08_Trade_1,2026-06-08,Trade 1 - Daily Directional (SHORT),Trade 1,SHORT,midnight,UNPRICED,,,,,,1,0.0,0.0
2026-06-08_Trade_2,2026-06-08,"Trade 2 - Pivot, regime-aware (SHORT / trend)",Trade 2,SHORT,midnight,NO FILL,,,,,,1,0.0,0.0
2026-06-08_Trade_3C,2026-06-08,Trade 3C - Momentum-Breakout (SHORT),Trade 3C,SHORT,midnight,FILLED,STOP touched,2026-06-09 17:15:00,4309.0,63.0,1.0,3,2.085,2.085
2026-06-09_Trade_1,2026-06-09,Trade 1 - Daily Directional,Trade 1,SHORT,midnight,FILLED,MARKET at 02:00 open,2026-06-10 02:00:00,4237.12,166.88,1.834,3,0.571,1.881
2026-06-09_Trade_2,2026-06-09,"Trade 2 - Pivot (TREND_DOWN, breakout-follow)",Trade 2,SHORT,midnight,FILLED,STOP already marketable at 02:00 - filled at open,2026-06-10 02:00:00,4237.12,123.88,2.636,3,0.003,1.643
2026-06-09_Trade_3A,2026-06-09,Trade 3A - Momentum-Pullback (TREND_DOWN),Trade 3A,SHORT,midnight,NO FILL,,,,,,1,0.0,0.0
2026-06-10_Trade_1,2026-06-10,Trade 1 - Daily Directional (SHORT),Trade 1,SHORT,midnight,FILLED,MARKET at 02:00 open,2026-06-11 02:00:00,4046.45,321.55,4.122,3,-0.196,2.316
2026-06-10_Trade_2,2026-06-10,Trade 2 - Pivot (TREND_DOWN),Trade 2,n/a,midnight,SUPPRESSED,,,,,,1,0.0,0.0
2026-06-10_Trade_3A,2026-06-10,Trade 3A - Momentum-Pullback (SHORT),Trade 3A,SHORT,midnight,NO FILL,,,,,,1,0.0,0.0
2026-06-11_Trade_1,2026-06-11,Trade 1 - Daily Directional,Trade 1,SHORT,midnight,NO FILL,,,,,,1,0.0,0.0
2026-06-11_Trade_2,2026-06-11,Trade 2 - Pivot (regime-aware breakout-side),Trade 2,SHORT,midnight,NO FILL,,,,,,1,0.0,0.0
2026-06-11_Trade_3A,2026-06-11,Trade 3A - Momentum-Pullback (TREND_DOWN fork),Trade 3A,SHORT,midnight,SKIPPED_MALFORMED,LIMIT already marketable at 02:00 - filled at open,2026-06-12 02:00:00,4243.39,35.39,0.643,1,0.0,0.0
2026-06-15_Trade_1,2026-06-15,Trade 1 — Daily Directional (SHORT — TREND_DOWN regime),Trade 1,SHORT,midnight,SKIPPED_MALFORMED,MARKET at 02:00 open,2026-06-16 02:00:00,4312.04,53.79,0.658,1,0.0,0.0
2026-06-15_Trade_2,2026-06-15,"Trade 2 — Pivot, regime-aware (SHORT — TREND_DOWN pivot breakdown)",Trade 2,SHORT,midnight,NO FILL,,,,,,1,0.0,0.0
2026-06-15_Trade_3A,2026-06-15,Trade 3 — Momentum-Pullback 3A (SHORT — TREND_DOWN),Trade 3A,SHORT,midnight,FILLED,LIMIT already marketable at 02:00 - filled at open,2026-06-16 02:00:00,4312.04,79.14,0.46,3,1.95,0.356
2026-06-16_Trade_1,2026-06-16,Trade 1 - Daily Directional (LONG),Trade 1,LONG,midnight,FILLED,MARKET at 02:00 open,2026-06-17 02:00:00,4335.49,188.92,1.126,3,-0.804,-0.779
2026-06-16_Trade_2,2026-06-16,"Trade 2 - Pivot, TRANSITION breakout-side (LONG, indicative)",Trade 2,LONG,midnight,FILLED,STOP already marketable at 02:00 - filled at open,2026-06-17 02:00:00,4335.49,151.19,4.747,3,-0.425,1.728
2026-06-16_Trade_3C,2026-06-16,Trade 3C - Momentum-Breakout (TRANSITION),Trade 3C,n/a,midnight,SUPPRESSED,,,,,,1,0.0,0.0
2026-06-17_Trade_1,2026-06-17,Trade 1 - Daily Directional,Trade 1,LONG,midnight,SKIPPED_MALFORMED,MARKET at 02:00 open,2026-06-18 02:00:00,4266.8,36.2,0.978,1,0.0,0.0
2026-06-17_Trade_2,2026-06-17,Trade 2 - Pivot (regime-aware),Trade 2,LONG,midnight,SKIPPED_MALFORMED,LIMIT already marketable at 02:00 - filled at open,2026-06-18 02:00:00,4266.8,21.6,0.497,1,0.0,0.0
2026-06-17_Trade_3A,2026-06-17,Trade 3 - Regime-driven (fork: 3A Momentum-Pullback),Trade 3A,LONG,midnight,NO FILL,,,,,,1,0.0,0.0
2026-06-18_Trade_1,2026-06-18,Trade 1 - Daily Directional,Trade 1,LONG,midnight,SKIPPED_MALFORMED,MARKET at 02:00 open,2026-06-19 02:00:00,4207.46,80.54,1.258,1,0.0,0.0
2026-06-18_Trade_2,2026-06-18,Trade 2 - Pivot (TRANSITION),Trade 2,n/a,midnight,SUPPRESSED,,,,,,1,0.0,0.0
2026-06-18_Trade_3A,2026-06-18,Trade 3A - Momentum-Pullback (TRANSITION → fork defaults to 3A),Trade 3A,LONG,midnight,SKIPPED_MALFORMED,LIMIT already marketable at 02:00 - filled at open,2026-06-19 02:00:00,4207.46,58.54,1.126,1,0.0,0.0
2026-06-19_Trade_1,2026-06-19,Trade 1 — Daily Directional,Trade 1,SHORT,midnight,FILLED,MARKET at 02:00 open,2026-06-22 02:00:00,4156.24,157.36,1.256,3,-0.21,-0.008
2026-06-19_Trade_2,2026-06-19,"Trade 2 — Pivot (TREND_DOWN, trend-following)",Trade 2,SHORT,midnight,FILLED,STOP already marketable at 02:00 - filled at open,2026-06-22 02:00:00,4156.24,117.62,2.45,3,0.225,2.002
2026-06-19_Trade_3A,2026-06-19,Trade 3 — Momentum-Pullback (variant 3A),Trade 3A,SHORT,midnight,NO FILL,,,,,,1,0.0,0.0
2026-06-23_Trade_1,2026-06-23,Trade 1 — Daily Directional,Trade 1,SHORT,midnight,FILLED,MARKET at 02:00 open,2026-06-24 02:00:00,4104.37,160.63,1.805,3,0.475,1.662
2026-06-23_Trade_2,2026-06-23,"Trade 2 — Pivot (regime-aware, TREND_DOWN)",Trade 2,SHORT,midnight,NO FILL,,,,,,1,0.0,0.0
2026-06-23_Trade_3A,2026-06-23,Trade 3A — Momentum-Pullback (TREND_DOWN selected),Trade 3A,SHORT,midnight,NO FILL,,,,,,1,0.0,0.0
2026-06-24_Trade_1,2026-06-24,"Trade 1 - Daily Directional (SHORT, TREND_DOWN regime)",Trade 1,SHORT,midnight,FILLED,MARKET at 02:00 open,2026-06-25 02:00:00,3996.47,347.09,2.395,3,-0.417,0.396
2026-06-24_Trade_2,2026-06-24,"Trade 2 - Pivot (regime-aware, INDICATIVE)",Trade 2,SHORT,midnight,NO FILL,,,,,,1,0.0,0.0
2026-06-24_Trade_3A,2026-06-24,Trade 3A - Momentum-Pullback (SHORT),Trade 3A,SHORT,midnight,FILLED,STOP already marketable at 02:00 - filled at open,2026-06-25 02:00:00,3996.47,204.03,2.24,3,-0.454,0.222
2026-06-25_Trade_1,2026-06-25,Trade 1 - Daily Directional (SHORT),Trade 1,SHORT,midnight,FILLED,MARKET at 02:00 open,2026-06-26 02:00:00,4026.37,113.63,0.916,3,-0.828,-0.842
2026-06-25_Trade_2,2026-06-25,"Trade 2 - Pivot, regime-aware (TREND_DOWN → trend-follow short across pivot)",Trade 2,SHORT,midnight,FILLED,STOP already marketable at 02:00 - filled at open,2026-06-26 02:00:00,4026.37,54.63,1.115,3,-1.0,-1.0
2026-06-25_Trade_3A,2026-06-25,"Trade 3A - Momentum-Pullback (TREND_DOWN, SHORT)",Trade 3A,SHORT,midnight,NO FILL,,,,,,1,0.0,0.0
2026-06-26_Trade_1,2026-06-26,Trade 1 — Daily Directional,Trade 1,SHORT,midnight,FILLED,MARKET at 02:00 open,2026-06-29 02:00:00,4066.52,29.48,0.526,3,0.266,-0.333
2026-06-26_Trade_2,2026-06-26,"Trade 2 — Pivot (Trend-Following, TREND_DOWN)",Trade 2,SHORT,midnight,FILLED,STOP touched,2026-06-29 17:00:00,4015.0,47.0,1.0,3,-0.333,-0.333
2026-06-26_Trade_3A,2026-06-26,"Trade 3 — Momentum-Pullback (3A, TREND_DOWN)",Trade 3A,SHORT,midnight,FILLED,LIMIT touched,2026-06-29 03:45:00,4074.0,48.0,1.0,3,1.521,1.521
2026-06-29_Trade_1,2026-06-29,Trade 1 - Daily Directional (SHORT),Trade 1,SHORT,midnight,FILLED,STOP touched,2026-06-30 03:45:00,3983.0,62.0,1.0,3,-1.0,-1.0
2026-06-29_Trade_2,2026-06-29,"Trade 2 - Pivot, Trend-Following (SHORT)",Trade 2,SHORT,midnight,FILLED,LIMIT touched,2026-06-30 09:30:00,4031.0,47.0,1.0,3,0.993,0.993
2026-06-29_Trade_3A,2026-06-29,Trade 3A - Momentum-Pullback (SHORT),Trade 3A,SHORT,midnight,NO FILL,,,,,,1,0.0,0.0
2026-06-30_Trade_1,2026-06-30,Trade 1 - Daily Directional,Trade 1,SHORT,midnight,FILLED,LIMIT touched,2026-07-01 16:30:00,4062.0,34.0,1.0,3,-1.0,-1.0
2026-06-30_Trade_2,2026-06-30,"Trade 2 - Pivot (regime-aware, TREND)",Trade 2,SHORT,midnight,FILLED,STOP already marketable at 02:00 - filled at open,2026-07-01 02:00:00,4013.22,48.78,1.478,3,0.528,1.258
2026-06-30_Trade_3A,2026-06-30,Trade 3 - Complex (fork → 3A Momentum-Pullback),Trade 3A,SHORT,midnight,FILLED,LIMIT touched,2026-07-01 16:30:00,4075.0,25.0,1.0,3,-0.333,-0.333
2026-07-01_Trade_1,2026-07-01,Trade 1 — Daily Directional,Trade 1,n/a,midnight,SUPPRESSED,,,,,,1,0.0,0.0
2026-07-01_Trade_2,2026-07-01,"Trade 2 — Pivot, TREND-continuation (medium regime TREND_DOWN)",Trade 2,SHORT,midnight,FILLED,LIMIT touched,2026-07-02 09:15:00,4077.64,37.62,1.0,3,-1.0,-1.0
2026-07-01_Trade_3A,2026-07-01,Trade 3A — Momentum-Pullback (regime TREND_DOWN; sell the counter-trend bounce),Trade 3A,SHORT,midnight,FILLED,MARKET at 02:00 open,2026-07-02 02:00:00,4044.97,32.67,0.632,3,-1.0,-1.0
2026-07-02_Trade_1,2026-07-02,Trade 1 — Daily Directional,Trade 1,n/a,midnight,SUPPRESSED,,,,,,1,0.0,0.0
2026-07-02_Trade_2,2026-07-02,"Trade 2 — Pivot (regime-aware, TRANSITION → sell rally into resistance)",Trade 2,SHORT,midnight,SKIPPED_MALFORMED,LIMIT already marketable at 02:00 - filled at open,2026-07-03 02:00:00,4124.68,59.68,1.139,1,0.0,0.0
2026-07-02_Trade_3A,2026-07-02,"Trade 3 — Complex (fork → 3A Momentum-Pullback, short side)",Trade 3A,SHORT,midnight,NO FILL,,,,,,1,0.0,0.0
2026-07-03_Trade_1,2026-07-03,Trade 1 — Daily Directional,Trade 1,n/a,midnight,SUPPRESSED,,,,,,1,0.0,0.0
2026-07-03_Trade_2,2026-07-03,"Trade 2 — Pivot, range-fade variant (TRANSITION regime)",Trade 2,SHORT,midnight,SKIPPED_MALFORMED,LIMIT already marketable at 02:00 - filled at open,2026-07-06 02:00:00,4188.39,5.39,0.142,1,0.0,0.0
2026-07-03_Trade_3A,2026-07-03,"Trade 3A — Momentum-Pullback (fork selected: TRANSITION with short-term bullish impulse → buy the pullback, tight)",Trade 3A,LONG,midnight,NO FILL,,,,,,1,0.0,0.0
2026-07-06_Trade_1,2026-07-06,Trade 1 — Daily Directional (LONG — direction score +0.43),Trade 1,LONG,midnight,FILLED,MARKET at 02:00 open,2026-07-07 02:00:00,4164.22,68.73,0.813,3,-1.0,-1.0
2026-07-06_Trade_2,2026-07-06,"Trade 2 — Pivot (TRANSITION, breakout side only — LONG)",Trade 2,LONG,midnight,NO FILL,,,,,,1,0.0,0.0
2026-07-06_Trade_3C,2026-07-06,Trade 3 — Momentum-Breakout 3C (TRANSITION regime),Trade 3C,LONG,midnight,FILLED,MARKET at 02:00 open,2026-08-06 02:00:00,4250.05,77.25,1.48,3,2.308,3.895
2026-07-07_Trade_1,2026-07-07,Trade 1 - Daily Directional (LONG),Trade 1,LONG,midnight,UNPRICED,,,,,,1,0.0,0.0
2026-07-07_Trade_2,2026-07-07,"Trade 2 - Pivot, TRANSITION (breakout-side only)",Trade 2,LONG,midnight,UNPRICED,,,,,,1,0.0,0.0
2026-07-07_Trade_3C,2026-07-07,"Trade 3 - Momentum-Breakout 3C (TRANSITION, armed)",Trade 3C,LONG,midnight,UNPRICED,,,,,,1,0.0,0.0
2026-07-09_Trade_1,2026-07-09,Trade 1 - Daily Directional (SHORT),Trade 1,SHORT,midnight,FILLED,STOP touched,2026-07-10 11:30:00,4103.0,45.0,1.0,3,0.88,0.88
2026-07-09_Trade_2,2026-07-09,"Trade 2 - Pivot, Range-Aware (SHORT fade of resistance)",Trade 2,SHORT,midnight,NO FILL,,,,,,1,0.0,0.0
2026-07-09_Trade_3B,2026-07-09,"Trade 3B - Mean-Reversion (range fade, regime-driven)",Trade 3B,SHORT,midnight,NO FILL,,,,,,1,0.0,0.0
2026-07-10_Trade_1,2026-07-10,Trade 1 - Daily Directional,Trade 1,SHORT,midnight,SUPPRESSED,,,,,,1,0.0,0.0
2026-07-10_Trade_2,2026-07-10,"Trade 2 - Pivot, regime-aware. TREND_DOWN branch: fade rallies into resistance rather than buy dips into support.",Trade 2,SHORT,midnight,NO FILL,,,,,,1,0.0,0.0
2026-07-10_Trade_3A,2026-07-10,Trade 3A - Momentum-Pullback. Variant selected by the TREND_DOWN regime fork: sell the retracement of the dominant downswing.,Trade 3A,SHORT,midnight,NO FILL,,,,,,1,0.0,0.0
2026-07-13_Trade_1,2026-07-13,Trade 1 - Daily Directional,Trade 1,n/a,midnight,SUPPRESSED,,,,,,1,0.0,0.0
2026-07-13_Trade_2,2026-07-13,Trade 2 - Pivot (regime-aware); RANGE regime -> fade toward pivot,Trade 2,LONG,midnight,SKIPPED_MALFORMED,LIMIT already marketable at 02:00 - filled at open,2026-07-14 02:00:00,4000.87,58.13,2.236,1,0.0,0.0
2026-07-13_Trade_3B,2026-07-13,Trade 3B - Mean-Reversion (RANGE + KER below trend threshold + flat VOLator slope),Trade 3B,SHORT,midnight,NO FILL,,,,,,1,0.0,0.0
2026-07-14_Trade_1,2026-07-14,"Trade 1 - Daily Directional (SHORT - bearish continuation, below-pivot)",Trade 1,SHORT,midnight,FILLED,MARKET at 02:00 open,2026-07-15 02:00:00,4049.02,52.98,1.243,3,0.603,0.992
2026-07-14_Trade_2,2026-07-14,"Trade 2 - Pivot (regime-aware, RANGE-edge fade)",Trade 2,SHORT,midnight,UNPRICED,,,,,,1,0.0,0.0
